id	ip.a.counts	input.a.counts	ip.u.counts	input.u.counts
chr11_103386499_103392632	4	7	2	7
chr11_103611227_103617451	0	0	0	0
chr11_105016295_105022323	2	30	2	22
chr11_107361810_107367839	18	12	6	11
chr11_107372762_107378780	19	6	11	2
chr11_108260626_108266643	15	4	7	0
chr11_108356931_108362967	5	22	4	10
chr11_108373544_108379636	12	15	2	9
chr11_108444619_108450784	0	0	0	0
chr11_109177494_109183526	5	12	4	7
chr11_110382810_110388912	3	12	2	11
chr11_112678555_112684569	2	0	2	0
chr11_113656606_113662757	9	7	2	6
chr11_114625663_114631683	0	3	0	2
chr11_114633465_114639620	4	2	1	2
chr11_115966933_115973116	1	16	0	8
chr11_116004927_116011056	0	0	0	0
chr11_11711306_11717431	0	3	0	2
chr11_121172190_121178325	2	8	2	2
chr11_12365966_12372097	8	59	8	46
chr11_125536609_125542640	1	9	0	6
chr11_127776695_127782718	0	0	0	0
chr11_128140057_128146214	0	9	0	2
chr11_129155774_129162305	7	16	7	12
chr11_129338915_129344902	1	13	1	9
chr11_132479021_132485108	1	11	1	8
chr11_13623018_13629231	8	13	3	8
chr11_14628166_14634160	30	10	19	6
chr11_14661315_14667447	45	30	34	26
chr11_14715908_14721938	8	3	4	3
chr11_16141388_16147513	1	5	1	2
chr11_16520489_16526642	2	5	0	1
chr11_19581371_19587519	1	18	0	18
chr11_22016002_22022021	0	3	0	2
chr11_22284807_22290788	21	1	9	1
chr11_22523178_22529212	8	16	2	10
chr11_22646925_22652945	17	4	6	1
chr11_23028117_23034138	4	6	4	2
chr11_23298136_23304191	6	13	0	3
chr11_24327951_24334001	10	4	8	2
chr11_25275325_25281473	1	12	0	4
chr11_25425132_25431158	7	13	7	9
chr11_25643792_25649786	20	5	18	5
chr11_26451095_26457233	9	25	8	15
chr11_26965118_26971134	18	16	10	10
chr11_27219703_27225730	23	35	16	34
chr11_28372620_28378682	0	5	0	2
chr11_30051207_30057234	4	19	1	13
chr11_30263143_30269287	8	25	6	18
chr11_31315654_31321680	22	25	12	20
chr11_31544010_31550144	13	16	6	9
chr11_31740753_31746893	31	31	21	15
chr11_32762628_32768484	4	3	3	1
chr11_32941250_32947256	12	13	4	1
chr11_33624757_33630805	1	19	1	16
chr11_35702778_35708923	5	5	2	3
chr11_35754504_35760643	2	4	0	4
chr11_36551606_36557636	20	12	16	7
chr11_37240712_37246716	29	39	18	26
chr11_38191740_38197885	5	4	4	3
chr11_39846656_39852654	7	7	3	1
chr11_39881060_39887029	4	8	3	7
chr11_4170252_4176276	0	4	0	0
chr11_42940332_42946342	9	1	5	1
chr11_43346101_43352118	10	15	9	7
chr11_45122414_45128497	1	6	0	0
chr11_48744637_48750715	0	5	0	0
chr11_48847694_48853724	11	25	5	21
chr11_49775119_49781151	0	3	0	2
chr11_50813349_50819364	0	2	0	2
chr11_54708574_54714707	0	4	0	2
chr11_55685638_55691665	9	18	3	15
chr11_56549045_56555051	0	6	0	3
chr11_60435417_60441441	26	2	10	0
chr11_60532161_60538190	10	1	5	0
chr11_6143657_6149454	7	19	5	15
chr11_6185350_6191366	7	4	4	4
chr11_63418731_63424919	8	44	7	36
chr11_63435303_63441326	8	37	8	30
chr11_6948755_6954881	0	2	0	1
chr11_74877463_74883532	7	30	5	28
chr11_74887437_74893565	1	2	0	0
chr11_75748616_75754649	19	52	10	36
chr11_7658148_7664171	9	3	4	1
chr11_76963833_76969955	6	25	5	16
chr11_7861034_7867070	2	4	1	1
chr11_78677772_78683802	22	12	14	4
chr11_79552653_79558680	29	10	23	7
chr11_79586089_79591129	23	93	19	80
chr11_82155865_82161891	10	20	4	4
chr11_83266134_83272255	11	53	9	44
chr11_83587648_83593656	6	17	1	13
chr11_83883955_83890123	1	15	0	12
chr11_85324758_85330821	33	14	23	8
chr11_85414862_85421408	4	49	3	43
chr11_85542991_85549441	4	9	3	9
chr11_86525882_86531985	6	33	5	23
chr11_87047304_87053192	8	4	1	3
chr11_87340031_87346061	11	8	9	6
chr11_87618151_87624199	0	23	0	15
chr11_88986995_88993027	0	18	0	17
chr11_89313260_89319255	10	5	10	4
chr11_89744187_89750239	1	2	1	2
chr11_90400067_90406098	0	6	0	1
chr11_90685702_90691834	3	19	1	14
chr11_90966271_90972302	22	5	19	2
chr11_92026888_92033124	22	8	9	5
chr11_92169399_92175577	17	15	12	12
chr11_93439098_93445217	3	13	3	11
chr11_94036857_94042888	12	12	1	3
chr11_94232524_94238528	74	123	66	114
chr11_94384355_94390332	3	2	0	1
chr11_9540333_9546363	0	15	0	14
chr11_95436216_95442246	2	2	0	0
chr11_96405620_96411665	0	8	0	5
chr11_96771827_96777820	2	7	2	5
chr11_97040160_97046278	4	12	4	9
chr11_98324881_98330921	3	5	1	5
chr12_100636823_100642967	2	11	0	8
chr12_101146043_101152064	2	11	0	1
chr12_102307781_102313768	22	8	3	3
chr12_102827177_102833208	7	17	4	13
chr12_103434388_103440411	7	28	4	26
chr12_103608441_103613835	1	4	1	1
chr12_104878332_104884474	0	10	0	6
chr12_105245853_105251970	5	21	0	17
chr12_105628261_105634450	67	70	54	58
chr12_105776064_105782085	27	47	19	37
chr12_106471865_106477891	18	7	3	5
chr12_111829162_111835315	5	31	3	22
chr12_112621197_112627228	23	9	16	8
chr12_11297656_11303685	21	11	21	7
chr12_115285122_115291136	6	2	0	1
chr12_119104817_119110953	5	6	5	1
chr12_126299023_126305038	8	30	5	24
chr12_127094605_127100631	15	12	14	11
chr12_127865855_127871882	1	14	0	1
chr12_128491850_128497975	6	46	4	32
chr12_129037558_129043695	6	34	6	30
chr12_129800701_129806706	13	49	11	37
chr12_13391606_13397632	70	13	46	8
chr12_16377145_16383292	2	10	2	7
chr12_17699378_17705544	1	3	0	1
chr12_17768360_17774389	9	9	7	7
chr12_17855568_17861565	7	22	3	18
chr12_18785211_18791371	7	30	6	20
chr12_19728689_19734844	6	18	4	15
chr12_20667835_20673859	2	6	2	5
chr12_21209060_21215087	18	28	16	22
chr12_21395009_21401039	8	31	7	23
chr12_23070636_23076652	3	19	2	18
chr12_25536714_25542734	9	3	3	2
chr12_26669557_26675709	10	13	5	7
chr12_27404617_27410753	4	8	2	7
chr12_29323061_29328907	3	24	2	18
chr12_29406310_29412472	11	24	8	18
chr12_29809726_29815750	6	25	4	17
chr12_30588353_30594511	5	21	0	10
chr12_31163074_31169094	1	0	0	0
chr12_31550066_31556205	3	20	0	8
chr12_33102281_33108456	3	11	0	4
chr12_33141767_33147912	4	23	2	16
chr12_33772866_33779014	1	5	1	1
chr12_3392214_3398233	12	12	5	8
chr12_33930454_33936566	3	10	0	0
chr12_34066822_34072846	8	16	6	12
chr12_3500000_3505228	16	14	11	7
chr12_370612_376718	1	2	1	2
chr12_37317876_37323907	3	17	3	12
chr12_38031433_38037568	1	10	1	8
chr12_38799646_38805673	8	13	2	4
chr12_39469654_39475805	6	5	6	3
chr12_39699134_39705085	14	10	11	5
chr12_39745958_39752060	1	7	1	3
chr12_39978316_39984339	4	0	2	0
chr12_41081468_41087471	5	5	2	3
chr12_41637415_41643440	22	16	17	8
chr12_41666304_41672330	0	2	0	0
chr12_41672452_41678469	23	8	18	6
chr12_41973167_41979337	12	51	9	36
chr12_42062980_42069120	8	21	3	9
chr12_42111145_42117288	15	16	9	10
chr12_43227726_43233750	44	57	30	43
chr12_43470973_43477008	19	8	16	4
chr12_43906481_43912505	6	32	3	15
chr12_44108220_44114234	23	10	14	7
chr12_44681417_44687432	9	11	7	4
chr12_44931705_44937851	4	3	0	2
chr12_44950958_44956988	12	37	9	32
chr12_4508895_4514901	8	7	2	0
chr12_45370846_45376865	36	15	30	10
chr12_46283516_46289653	1	3	0	0
chr12_46539930_46546054	3	18	1	2
chr12_46617497_46623643	0	6	0	2
chr12_46991807_46997956	2	2	0	1
chr12_47426904_47432928	24	8	17	5
chr12_48320193_48326175	40	58	37	52
chr12_48403176_48409317	0	6	0	2
chr12_5116426_5122428	9	36	7	31
chr12_51562631_51568657	10	39	7	32
chr12_5284940_5290958	0	12	0	4
chr12_54788573_54794627	20	19	13	17
chr12_55081365_55087407	4	51	3	38
chr12_55096256_55102283	22	41	20	31
chr12_55161585_55167616	17	18	14	14
chr12_55344249_55350274	7	33	6	23
chr12_55484008_55490018	13	36	11	23
chr12_55560427_55566502	0	6	0	2
chr12_55589937_55595956	2	9	1	4
chr12_57646479_57652498	11	17	5	12
chr12_58053653_58059697	4	9	0	4
chr12_58109257_58115306	47	51	23	31
chr12_58226938_58233087	15	7	8	3
chr12_58471406_58477554	4	11	0	2
chr12_59751112_59757266	9	26	1	11
chr12_61293783_61299916	2	4	1	1
chr12_61414978_61421115	16	51	5	44
chr12_61941440_61947489	12	31	7	24
chr12_63628081_63634219	4	5	4	5
chr12_64195587_64201638	75	10	44	8
chr12_64287349_64293377	50	8	36	5
chr12_66521519_66527684	6	11	4	9
chr12_66578267_66584409	8	19	2	12
chr12_67843805_67849821	4	33	2	23
chr12_67900208_67906224	18	9	4	3
chr12_69773410_69779441	29	58	21	41
chr12_71118072_71124103	13	11	4	3
chr12_72150397_72156542	19	66	19	49
chr12_7251131_7257263	16	26	15	26
chr12_72514640_72520656	7	7	0	0
chr12_72634504_72640519	6	21	0	0
chr12_73147617_73153645	15	31	14	26
chr12_73193623_73199787	5	15	2	2
chr12_73283667_73289668	8	9	5	1
chr12_73394809_73400830	9	13	2	11
chr12_73977927_73983898	10	29	9	18
chr12_74503521_74509541	5	9	3	5
chr12_74874868_74880901	19	11	18	6
chr12_75517430_75523582	13	49	5	25
chr12_76319624_76325685	11	50	10	31
chr12_77173381_77179424	27	36	13	18
chr12_77653964_77660122	20	7	12	1
chr12_78506430_78512587	1	16	1	9
chr12_79039621_79045645	0	5	0	4
chr12_80074669_80080828	2	7	1	1
chr12_80144055_80150076	6	10	3	3
chr12_80244169_80250184	28	6	14	1
chr12_80448375_80454445	7	28	5	21
chr12_80461876_80468017	21	25	18	19
chr12_80477525_80483539	2	15	1	11
chr12_83299449_83305871	2	12	2	9
chr12_83584266_83590245	9	36	7	15
chr12_84005904_84011930	3	18	1	1
chr12_85312419_85318459	26	47	22	43
chr12_85785425_85791541	7	14	7	8
chr12_86763875_86770022	3	21	3	14
chr12_86970395_86976516	0	4	0	1
chr12_87098406_87104423	4	7	3	2
chr12_87393951_87400055	4	33	1	24
chr12_88708857_88714885	24	18	11	8
chr12_90536603_90542635	41	52	39	47
chr12_92313998_92320023	10	23	5	9
chr12_92678206_92684347	4	7	0	1
chr12_95923545_95929565	4	2	4	2
chr12_96315942_96321971	1	8	1	6
chr12_96723682_96729837	4	2	0	0
chr12_97349408_97355558	17	55	10	35
chr12_97723839_97729872	16	10	9	7
chr12_99463307_99469450	6	39	2	27
chr13_100698082_100704117	10	6	2	3
chr13_102522020_102528176	5	14	0	12
chr13_104340349_104346508	2	2	2	1
chr13_105383251_105388345	0	9	0	0
chr13_106213540_106219555	9	2	6	1
chr13_106778245_106784404	2	4	0	1
chr13_106929331_106935363	20	7	8	1
chr13_107920656_107926706	1	0	1	0
chr13_108510472_108516495	2	8	0	2
chr13_18503477_18509621	0	1	0	0
chr13_19103712_19109724	19	5	12	3
chr13_19272995_19279012	1	6	0	6
chr13_21855728_21861909	2	20	0	4
chr13_22574736_22580850	5	5	1	3
chr13_24806647_24812668	1	12	0	1
chr13_29641706_29647706	1	0	0	0
chr13_31302314_31308370	40	3	23	1
chr13_33984674_33990692	32	4	16	1
chr13_34480262_34486294	21	27	17	16
chr13_35422150_35428282	6	40	5	31
chr13_36008229_36014237	27	16	19	4
chr13_37149952_37155982	6	49	6	28
chr13_37250340_37256381	21	13	17	7
chr13_38065372_38071518	4	17	4	2
chr13_38112136_38118185	13	15	11	12
chr13_39000817_39006875	23	6	15	2
chr13_40356290_40362321	7	10	1	3
chr13_40734919_40740945	28	20	11	16
chr13_40828819_40834834	36	25	27	21
chr13_40864571_40870598	12	12	5	8
chr13_41042308_41048414	23	9	12	3
chr13_41474356_41480738	3	17	2	7
chr13_42424880_42430912	27	41	23	23
chr13_45645030_45651067	28	17	19	11
chr13_45664064_45670213	3	15	3	6
chr13_47712138_47718308	3	21	0	11
chr13_47781888_47787912	23	20	17	12
chr13_48465555_48471566	55	24	31	20
chr13_49013626_49019628	7	9	5	7
chr13_49152513_49158535	49	34	44	33
chr13_50180295_50186330	0	13	0	10
chr13_50503044_50509169	1	11	1	4
chr13_50982054_50988070	34	8	31	5
chr13_51509717_51515838	1	20	1	15
chr13_52269640_52275659	3	4	3	4
chr13_58672617_58678643	21	5	19	1
chr13_60709752_60715784	0	5	0	1
chr13_66253762_66259788	11	4	5	1
chr13_71384560_71390704	0	3	0	2
chr13_72265482_72271624	0	8	0	8
chr13_72610246_72616287	0	3	0	1
chr13_74235944_74241970	8	11	2	3
chr13_74426326_74432354	2	8	2	6
chr13_74536448_74542369	2	4	0	4
chr13_75241169_75247314	0	5	0	2
chr13_75727624_75733777	14	9	6	6
chr13_76612823_76618851	3	2	3	2
chr13_77199027_77205061	9	7	7	2
chr13_78513206_78519393	2	16	2	10
chr13_79817055_79823218	4	15	3	13
chr13_79839668_79845817	2	17	1	9
chr13_81064093_81070238	2	9	2	9
chr13_82045349_82051380	12	1	8	0
chr13_85123204_85129221	5	11	2	10
chr13_85911792_85917919	0	7	0	5
chr13_89087885_89093918	11	8	7	1
chr13_90663982_90669995	28	29	23	24
chr13_92685561_92691592	4	3	2	3
chr13_92752475_92758488	0	8	0	7
chr13_93490518_93496537	4	7	2	6
chr13_94372199_94378191	15	5	6	4
chr13_95733699_95740837	1	8	1	4
chr13_96326180_96332208	15	12	9	10
chr13_97667408_97673440	8	13	3	3
chr13_97730412_97736443	10	5	10	4
chr14_101266199_101272227	24	7	17	5
chr14_18283818_18289864	3	5	2	5
chr14_20230574_20236301	6	5	6	2
chr14_20910598_20916745	18	47	14	27
chr14_22348921_22355065	3	20	0	17
chr14_22615641_22621763	36	32	26	21
chr14_24525954_24532097	0	11	0	8
chr14_25183427_25189539	4	14	0	10
chr14_25771319_25777467	2	11	2	9
chr14_25778863_25784872	3	7	1	6
chr14_26629268_26635299	18	11	17	6
chr14_26673315_26679374	19	53	17	33
chr14_27673059_27679095	27	8	11	4
chr14_28312502_28318523	3	14	2	7
chr14_28635670_28641795	1	5	0	2
chr14_30363537_30369568	43	12	30	3
chr14_30474044_30480062	16	14	6	3
chr14_30684809_30690837	23	16	16	7
chr14_32234597_32240754	2	7	2	4
chr14_32851160_32857308	17	17	11	14
chr14_33088061_33094126	16	80	16	71
chr14_34150072_34156225	2	11	1	4
chr14_36142656_36148690	13	63	13	56
chr14_36184549_36190694	3	5	2	2
chr14_37350918_37356933	11	25	3	10
chr14_37766796_37772831	34	7	27	1
chr14_39017171_39023327	5	18	5	10
chr14_39521539_39527458	6	3	0	0
chr14_39584278_39590291	10	26	8	17
chr14_39655916_39662030	5	8	5	5
chr14_39697592_39703740	2	15	2	15
chr14_39820033_39826163	5	36	3	16
chr14_40326207_40332209	2	12	0	3
chr14_40948916_40954934	19	10	10	4
chr14_41209338_41215358	13	7	5	2
chr14_41751766_41757899	1	5	0	2
chr14_42967511_42973555	32	6	19	0
chr14_43062334_43068363	4	12	1	5
chr14_43262062_43268079	11	20	11	16
chr14_43370269_43376295	11	39	9	35
chr14_43492185_43498201	1	2	1	2
chr14_43698653_43704668	7	6	3	5
chr14_44705080_44711104	31	17	23	15
chr14_45477110_45483169	3	22	3	15
chr14_45545716_45551885	5	39	2	16
chr14_45883227_45889258	66	17	38	13
chr14_46095420_46101548	2	14	2	11
chr14_46508563_46514741	8	31	1	15
chr14_47171654_47177809	1	10	0	3
chr14_47377247_47383356	2	3	2	2
chr14_47901173_47907197	46	19	26	8
chr14_48187082_48193113	10	14	6	5
chr14_49096714_49102732	10	31	4	9
chr14_49143957_49150141	0	1	0	1
chr14_51794601_51800632	8	12	7	3
chr14_54027690_54033829	4	4	2	1
chr14_54233877_54240023	2	21	1	8
chr14_56014010_56020042	10	13	10	2
chr14_56441818_56447831	29	14	20	13
chr14_56639511_56645657	4	5	0	0
chr14_56667527_56673561	37	6	26	1
chr14_57112210_57118214	16	5	14	4
chr14_57338082_57344117	46	13	25	10
chr14_57513490_57519696	3	14	1	11
chr14_58032539_58038561	10	10	8	4
chr14_59409450_59415609	13	33	6	22
chr14_59946504_59952523	14	4	10	1
chr14_60523259_60529424	0	11	0	6
chr14_60908337_60914469	4	10	3	10
chr14_61009388_61015470	3	18	3	11
chr14_61055116_61061148	14	23	1	8
chr14_62045454_62051619	8	25	7	18
chr14_62535851_62541882	2	8	2	2
chr14_62636558_62642711	28	20	17	15
chr14_63116706_63122735	6	44	4	40
chr14_67062673_67068092	7	59	5	43
chr14_67868071_67874097	2	19	1	9
chr14_68428765_68434891	0	9	0	0
chr14_69415930_69422143	1	39	0	24
chr14_70501314_70507441	2	8	0	4
chr14_70547290_70553322	25	10	15	7
chr14_71842964_71848996	15	35	9	26
chr14_71976262_71982313	11	15	4	4
chr14_79126178_79132202	1	8	0	7
chr14_79308933_79314061	14	27	13	14
chr14_79767758_79773791	3	1	1	0
chr14_80088527_80094682	1	7	0	2
chr14_82347549_82353568	11	18	10	13
chr14_83639298_83645330	0	13	0	7
chr14_85885595_85891616	13	8	13	8
chr14_86074489_86080517	7	8	6	2
chr14_86095934_86102041	4	4	4	2
chr14_86105459_86111494	5	12	1	8
chr14_86312232_86318377	1	17	0	7
chr14_87354740_87360855	4	12	1	8
chr14_87423312_87429303	3	8	1	5
chr14_88455733_88461846	6	7	1	2
chr14_90206773_90212804	24	73	15	57
chr14_91430864_91436893	30	14	21	3
chr14_91640244_91646233	43	14	22	9
chr14_92852827_92858975	19	35	13	21
chr14_93413032_93419170	17	51	15	43
chr15_100067771_100073922	7	18	4	9
chr15_100365266_100371301	16	10	15	8
chr15_100417071_100423096	12	0	2	0
chr15_101626450_101632475	34	13	10	2
chr15_19948218_19954369	0	4	0	0
chr15_20311030_20317051	2	0	2	0
chr15_23714069_23720096	3	14	1	12
chr15_26531055_26537615	6	6	6	2
chr15_27187726_27193872	4	1	2	1
chr15_30240360_30246398	0	0	0	0
chr15_30775177_30781390	0	1	0	1
chr15_31617776_31623903	0	0	0	0
chr15_32045683_32051786	1	14	1	6
chr15_32139925_32146049	5	23	3	10
chr15_32292269_32298310	0	0	0	0
chr15_35385846_35391984	11	14	8	13
chr15_36195372_36201389	1	3	0	2
chr15_37399471_37405476	0	16	0	10
chr15_37427156_37433181	2	7	2	5
chr15_38782749_38788763	11	20	9	17
chr15_39420570_39426588	24	11	20	9
chr15_43649975_43656002	7	14	7	12
chr15_44252034_44258049	12	6	9	5
chr15_46104553_46110666	8	8	4	5
chr15_46536240_46542382	7	19	7	16
chr15_47165532_47171560	0	1	0	1
chr15_49354233_49360252	12	1	11	0
chr15_49395983_49402014	4	10	0	3
chr15_49778509_49784518	6	20	0	0
chr15_51031621_51037649	16	96	14	76
chr15_51417216_51423246	35	9	23	3
chr15_51590946_51597084	29	47	19	21
chr15_53135442_53141475	18	51	11	42
chr15_53684199_53690229	7	9	4	4
chr15_54871705_54877844	3	31	2	24
chr15_55063993_55069991	12	17	12	8
chr15_56134618_56140628	57	17	37	14
chr15_56311143_56317177	40	9	34	5
chr15_58125731_58131761	21	11	14	8
chr15_58193368_58199552	2	10	1	8
chr15_59803402_59809494	4	8	4	7
chr15_61896237_61902274	9	14	5	9
chr15_64326660_64332685	16	40	16	34
chr15_67448229_67454359	1	2	0	0
chr15_69617030_69623160	6	28	6	18
chr15_70984634_70990781	16	43	12	29
chr15_71174139_71180152	52	15	41	12
chr15_73215934_73222082	3	4	1	3
chr15_73508419_73514470	42	5	30	4
chr15_77150514_77156644	0	5	0	1
chr15_78719832_78725853	0	5	0	2
chr15_79485783_79491818	18	15	12	10
chr15_79745087_79751113	41	36	15	26
chr15_81668513_81674504	25	14	12	11
chr15_81697165_81703174	6	28	4	22
chr15_81730280_81736308	31	36	21	21
chr15_81797930_81803963	7	8	3	4
chr15_81870667_81876699	30	16	20	11
chr15_82882881_82888919	29	19	15	13
chr15_83383651_83389616	6	7	5	7
chr15_83450804_83456834	12	9	10	3
chr15_85433963_85439965	19	17	7	13
chr15_86205831_86211977	5	31	4	23
chr15_86528094_86534125	8	11	3	1
chr15_87229793_87235895	0	18	0	1
chr15_87249763_87255874	4	32	4	18
chr15_87275324_87281469	11	34	7	24
chr15_87327389_87333416	7	8	0	4
chr15_87463738_87469749	2	3	1	0
chr15_87509891_87515920	37	28	23	23
chr15_89043903_89049907	6	6	1	3
chr15_89634318_89640301	29	30	8	11
chr15_91500665_91506649	32	50	18	37
chr15_93675399_93681428	21	11	19	3
chr15_97265580_97271604	13	28	7	19
chr15_97289925_97296313	3	9	1	4
chr15_97413295_97419473	12	61	11	50
chr15_97432693_97438849	4	13	4	6
chr16_12070183_12076303	5	15	3	2
chr16_12603812_12609764	12	48	12	32
chr16_17733165_17739300	6	12	3	4
chr16_21042672_21048703	2	19	2	6
chr16_21329023_21335176	10	20	1	2
chr16_31278737_31284853	6	31	5	18
chr16_31337869_31344038	3	6	3	2
chr16_31629877_31636018	1	12	1	11
chr16_31687221_31693324	0	9	0	6
chr16_32837589_32842830	0	0	0	0
chr16_33952564_33958612	18	23	16	23
chr16_34018673_34024592	0	1	0	1
chr16_35160155_35166172	9	16	7	12
chr16_35468696_35474693	8	31	3	24
chr16_35608475_35614501	8	13	6	3
chr16_35715796_35721963	0	10	0	5
chr16_36071922_36077950	0	6	0	6
chr16_46449411_46455427	3	9	3	8
chr16_47182757_47188783	14	10	7	7
chr16_47437710_47443907	4	8	4	7
chr16_47541007_47547243	15	41	14	41
chr16_48015465_48021489	9	13	4	4
chr16_48768571_48774603	2	9	0	4
chr16_53396916_53402916	0	1	0	1
chr16_54042096_54048145	33	34	22	28
chr16_56154514_56160662	1	6	1	2
chr16_58779887_58785996	3	4	3	4
chr16_58873142_58879266	0	5	0	0
chr16_58977510_58983531	11	3	11	2
chr16_59559294_59565319	15	5	15	3
chr16_59809317_59815504	7	20	7	14
chr16_59976601_59982619	2	3	1	3
chr16_60522745_60528760	24	8	19	5
chr16_60935971_60941164	0	10	0	2
chr16_61801455_61807489	4	5	1	2
chr16_63119951_63125975	16	19	14	17
chr16_65551127_65557278	14	4	12	4
chr16_65690011_65696020	17	4	15	2
chr16_68583448_68589505	50	11	32	2
chr16_72543204_72549689	22	69	21	60
chr16_72627274_72633298	5	3	0	1
