id	ip.a.counts	input.a.counts	ip.u.counts	input.u.counts
chr10_44268315_44274469	2	4	0	0
chr10_45009173_45015196	3	4	2	0
chr10_45362159_45368173	1	14	1	0
chr10_50782474_50788587	2	30	2	22
chr10_5174970_5181139	4	5	3	5
chr10_51941454_51947615	14	12	11	9
chr10_5222679_5228851	1	9	0	6
chr10_52233328_52239334	10	17	4	10
chr10_52360195_52366339	3	14	3	9
chr10_5245354_5251383	1	3	1	1
chr10_52730355_52736527	8	10	3	8
chr10_53494006_53500000	6	5	6	4
chr10_55601875_55607910	2	6	0	3
chr10_55683076_55689092	9	2	7	1
chr10_55899641_55905708	2	7	2	0
chr10_58675839_58681636	0	14	0	11
chr10_59470127_59475776	3	27	1	21
chr10_60692960_60698897	16	5	11	4
chr10_62602750_62608755	4	44	2	32
chr10_62672214_62678359	1	13	0	1
chr10_64924285_64930261	5	10	5	7
chr10_66442673_66448861	2	12	1	2
chr10_67230665_67236674	1	14	0	11
chr10_67387044_67393069	4	34	1	22
chr10_67558505_67564644	22	20	12	20
chr10_6804143_6810301	10	41	8	29
chr10_73323334_73329500	0	14	0	13
chr10_74216880_74223021	5	3	2	0
chr10_75558530_75564686	10	76	3	55
chr10_76142708_76148837	9	29	7	23
chr10_76608512_76614828	2	11	1	1
chr10_76846210_76852331	3	14	0	10
chr10_78088450_78094479	0	27	0	20
chr10_78676493_78682651	7	9	1	3
chr10_79956165_79962310	0	15	0	8
chr10_80722509_80728544	6	27	2	23
chr10_80881468_80887604	16	77	15	70
chr10_81709615_81715642	3	17	2	11
chr10_82344062_82350086	0	16	0	7
chr10_83781056_83787087	5	55	3	43
chr10_84279967_84286006	0	20	0	16
chr10_84756878_84762878	3	8	2	3
chr10_84773056_84779262	9	4	9	2
chr10_85355506_85361538	0	20	0	15
chr10_85769340_85775490	1	1	0	0
chr10_85876618_85882780	0	32	0	19
chr10_88628462_88634738	0	3	0	1
chr10_90153450_90159478	18	62	16	52
chr10_90250613_90256635	5	30	5	19
chr10_91503263_91509287	0	13	0	4
chr10_91749615_91755638	0	18	0	10
chr10_93520973_93527095	10	13	10	8
chr10_95079215_95085109	7	10	4	2
chr10_9519878_9526029	7	21	3	12
chr10_98782941_98788971	0	8	0	4
chr10_99152737_99158758	0	8	0	5
chr11_100285746_100291751	0	7	0	0
chr11_100409041_100415069	9	28	8	25
chr11_100451858_100457873	2	7	0	4
chr11_100475720_100481744	3	12	2	10
chr11_101462008_101467169	1	23	1	23
chr11_101678417_101684557	0	6	0	1
chr11_10173147_10179353	0	10	0	4
chr11_102741437_102747464	0	13	0	10
chr11_103136231_103142353	4	24	1	19
chr11_103386499_103392632	6	4	4	1
chr11_103611227_103617451	1	3	1	2
chr11_105016295_105022323	2	15	2	15
chr11_107361810_107367839	9	7	8	7
chr11_107372762_107378780	1	5	0	1
chr11_108260626_108266643	27	12	17	9
chr11_108356931_108362967	3	19	3	15
chr11_108373544_108379636	6	12	1	4
chr11_108444619_108450784	0	3	0	3
chr11_109177494_109183526	5	15	2	13
chr11_112678555_112684569	1	4	1	1
chr11_113656606_113662757	2	5	1	4
chr11_114625663_114631683	0	2	0	2
chr11_114633465_114639620	15	8	13	7
chr11_115966933_115973116	1	16	1	9
chr11_116004927_116011056	1	2	1	1
chr11_11711306_11717431	2	4	2	2
chr11_121172190_121178325	1	13	1	3
chr11_12365966_12372097	13	52	13	37
chr11_125536609_125542640	7	16	4	12
chr11_127363161_127369219	0	20	0	7
chr11_127776695_127782718	4	6	0	3
chr11_128140057_128146214	1	9	1	2
chr11_129155774_129162305	3	20	3	13
chr11_129338915_129344902	4	8	2	2
chr11_132320160_132326183	5	17	4	8
chr11_132479021_132485108	2	14	1	8
chr11_133640803_133646828	10	15	9	5
chr11_13623018_13629231	11	53	9	30
chr11_14628166_14634160	11	15	11	12
chr11_14661315_14667447	46	32	37	30
chr11_14715908_14721938	1	16	0	7
chr11_14844351_14850498	5	7	2	4
chr11_16141388_16147513	6	2	2	0
chr11_16520489_16526642	1	4	1	3
chr11_19135060_19141079	9	11	8	7
chr11_19581371_19587519	2	11	2	10
chr11_22016002_22022021	5	0	5	0
chr11_22284807_22290788	3	9	2	3
chr11_22523178_22529212	1	27	1	17
chr11_22646925_22652945	17	8	10	2
chr11_23028117_23034138	1	13	0	8
chr11_23298136_23304191	10	27	7	22
chr11_24327951_24334001	1	12	0	9
chr11_25275325_25281473	4	13	0	7
chr11_25425132_25431158	0	6	0	6
chr11_25643792_25649786	13	17	13	16
chr11_26113513_26119647	3	5	2	1
chr11_26451095_26457233	12	27	5	12
chr11_26965118_26971134	2	24	0	18
chr11_27219703_27225730	0	30	0	19
chr11_28372620_28378682	6	14	1	8
chr11_30051207_30057234	5	18	5	15
chr11_30263143_30269287	0	26	0	19
chr11_31315654_31321680	3	17	1	13
chr11_31544010_31550144	4	16	1	8
chr11_31740753_31746893	27	33	16	23
chr11_32762628_32768484	0	2	0	0
chr11_32941250_32947256	5	1	2	0
chr11_33624757_33630805	12	19	11	12
chr11_35702778_35708923	6	15	6	12
chr11_35754504_35760643	0	4	0	3
chr11_36551606_36557636	2	17	2	10
chr11_37240712_37246716	6	35	5	28
chr11_38191740_38197885	8	2	1	2
chr11_39755039_39761185	0	4	0	0
chr11_39846656_39852654	0	8	0	3
chr11_39881060_39887029	10	7	9	3
chr11_39984014_39990193	7	32	5	30
chr11_40585472_40591501	3	24	3	20
chr11_4170252_4176276	0	10	0	6
chr11_42940332_42946342	4	7	2	1
chr11_45122414_45128497	2	0	2	0
chr11_48744637_48750715	1	0	0	0
chr11_48847694_48853724	8	34	7	29
chr11_49775119_49781151	0	2	0	0
chr11_50813349_50819364	1	6	1	4
chr11_5412302_5418416	2	23	2	15
chr11_54708574_54714707	0	4	0	4
chr11_5477498_5483518	0	6	0	3
chr11_55459916_55465937	0	10	0	2
chr11_55577164_55583342	5	37	4	26
chr11_56549045_56555051	5	6	3	5
chr11_56586668_56592678	1	15	1	11
chr11_60435417_60441441	8	7	5	0
chr11_60532161_60538190	2	3	2	0
chr11_6143657_6149454	4	55	1	41
chr11_6185350_6191366	1	5	1	3
chr11_63313000_63319125	4	28	4	25
chr11_63418731_63424919	14	25	12	19
chr11_63435303_63441326	2	50	2	46
chr11_6948755_6954881	1	2	1	0
chr11_74877463_74883532	4	23	4	16
chr11_74887437_74893565	0	1	0	0
chr11_75748616_75754649	5	47	2	23
chr11_7658148_7664171	29	10	20	4
chr11_76963833_76969955	1	12	1	10
chr11_7861034_7867070	0	13	0	10
chr11_78677772_78683802	7	21	4	15
chr11_79552653_79558680	6	14	6	11
chr11_79586089_79591129	12	98	12	88
chr11_82155865_82161891	3	5	1	3
chr11_83266134_83272255	15	42	14	31
chr11_83587648_83593656	9	17	9	14
chr11_83883955_83890123	10	12	10	4
chr11_85324758_85330821	4	5	1	1
chr11_85414862_85421408	6	31	4	25
chr11_85542991_85549441	6	15	6	10
chr11_86525882_86531985	6	15	5	10
chr11_87047304_87053192	2	14	2	1
chr11_87340031_87346061	0	14	0	6
chr11_88027243_88033390	6	12	0	1
chr11_88986995_88993027	1	14	1	14
chr11_89313260_89319255	2	25	2	22
chr11_89744187_89750239	0	0	0	0
chr11_90400067_90406098	4	16	1	13
chr11_90685702_90691834	2	8	2	8
chr11_90966271_90972302	2	4	0	3
chr11_92026888_92033124	3	5	2	0
chr11_92169399_92175577	10	10	9	9
chr11_93439098_93445217	6	18	6	17
chr11_94036857_94042888	4	13	0	2
chr11_94232524_94238528	75	119	68	103
chr11_94384355_94390332	1	4	1	1
chr11_9540333_9546363	3	17	2	14
chr11_95436216_95442246	2	1	2	1
chr11_95626326_95632351	0	1	0	0
chr11_96405620_96411665	2	6	2	2
chr11_96771827_96777820	2	4	2	1
chr11_97040160_97046278	0	15	0	11
chr11_98324881_98330921	2	5	2	3
chr12_100636823_100642967	4	13	1	9
chr12_101146043_101152064	2	12	1	4
chr12_102307781_102313768	0	8	0	4
chr12_102827177_102833208	9	14	6	3
chr12_103434388_103440411	2	32	2	25
chr12_103608441_103613835	8	15	2	9
chr12_104878332_104884474	3	4	2	4
chr12_105245853_105251970	6	26	0	23
chr12_105628261_105634450	14	80	12	75
chr12_105776064_105782085	6	62	3	44
chr12_106471865_106477891	1	3	1	1
chr12_111829162_111835315	7	42	4	31
chr12_112621197_112627228	0	16	0	11
chr12_11290236_11296361	3	32	1	24
chr12_11297656_11303685	10	48	9	40
chr12_115285122_115291136	5	4	2	0
chr12_119104817_119110953	17	11	8	4
chr12_126299023_126305038	6	37	4	27
chr12_126320655_126326787	8	19	5	5
chr12_127094605_127100631	27	24	22	17
chr12_127865855_127871882	11	23	4	2
chr12_128491850_128497975	12	51	7	34
chr12_129037558_129043695	7	65	6	55
chr12_129800701_129806706	29	57	25	40
chr12_13391606_13397632	120	93	102	48
chr12_16377145_16383292	27	50	18	43
chr12_17699378_17705544	3	17	3	8
chr12_17768360_17774389	41	52	30	23
chr12_17855568_17861565	12	65	10	55
chr12_18785211_18791371	18	84	13	66
chr12_19728689_19734844	16	94	10	59
chr12_20667835_20673859	22	13	19	10
chr12_21209060_21215087	11	110	6	79
chr12_2130303_2136321	8	35	8	17
chr12_21395009_21401039	11	116	6	87
chr12_23070636_23076652	12	83	8	55
chr12_25536714_25542734	16	31	7	14
chr12_26669557_26675709	62	67	28	39
chr12_27114232_27120439	21	211	21	199
chr12_27404617_27410753	16	48	11	27
chr12_29323061_29328907	38	111	22	65
chr12_29406310_29412472	52	65	24	34
chr12_29809726_29815750	27	105	24	73
chr12_30588353_30594511	15	88	4	36
chr12_31163074_31169094	0	4	0	0
chr12_31550066_31556205	22	102	11	45
chr12_33102281_33108456	9	42	5	21
chr12_33141767_33147912	12	60	6	33
chr12_33772866_33779014	8	19	4	2
chr12_3392214_3398233	16	61	12	41
chr12_33930454_33936566	3	22	0	0
chr12_34066822_34072846	10	52	9	38
chr12_3500000_3505228	9	57	6	30
chr12_370612_376718	11	21	6	11
chr12_37317876_37323907	4	41	3	32
chr12_38031433_38037568	1	12	1	8
chr12_38799646_38805673	0	10	0	7
chr12_39469654_39475805	0	12	0	4
chr12_39699134_39705085	9	8	7	4
chr12_39745958_39752060	2	13	1	9
chr12_39978316_39984339	0	14	0	3
chr12_41081468_41087471	6	10	2	5
chr12_41637415_41643440	19	20	14	18
chr12_41666304_41672330	12	5	9	1
chr12_41672452_41678469	39	15	33	10
chr12_41973167_41979337	6	65	5	46
chr12_42043485_42049636	6	8	4	5
chr12_42062980_42069120	2	23	1	8
chr12_42111145_42117288	16	19	15	15
chr12_43227726_43233750	12	45	12	42
chr12_43470973_43477008	0	11	0	2
chr12_43906481_43912505	5	38	3	22
chr12_44108220_44114234	3	14	0	10
chr12_44681417_44687432	11	13	4	6
chr12_44931705_44937851	4	9	4	6
chr12_44950958_44956988	5	42	3	36
chr12_4508895_4514901	6	25	5	15
chr12_45370846_45376865	39	30	33	17
chr12_46283516_46289653	6	7	1	5
chr12_46539930_46546054	1	26	0	2
chr12_46617497_46623643	2	4	2	2
chr12_46991807_46997956	1	2	0	0
chr12_47056718_47062860	5	11	5	7
chr12_47426904_47432928	15	19	13	8
chr12_48320193_48326175	27	55	22	49
chr12_48403176_48409317	0	3	0	3
chr12_5116426_5122428	6	202	3	157
chr12_51562631_51568657	10	34	10	31
chr12_5284940_5290958	10	45	6	20
chr12_54788573_54794627	2	40	1	29
chr12_55081365_55087407	10	70	10	60
chr12_55096256_55102283	8	40	7	32
chr12_55161585_55167616	5	19	2	18
chr12_55344249_55350274	13	54	7	32
chr12_55484008_55490018	4	37	1	30
chr12_55560427_55566502	3	7	0	2
chr12_55589937_55595956	3	14	1	10
chr12_57646479_57652498	2	31	0	20
chr12_58053653_58059697	3	18	0	9
chr12_58109257_58115306	22	48	6	26
chr12_58226938_58233087	9	19	6	6
chr12_58471406_58477554	3	18	3	8
chr12_59751112_59757266	3	17	2	7
chr12_61293783_61299916	0	4	0	0
chr12_61414978_61421115	10	44	7	32
chr12_61941440_61947489	1	23	0	15
chr12_63628081_63634219	2	3	2	3
chr12_64195587_64201638	3	21	2	13
chr12_64287349_64293377	2	10	2	7
chr12_66521519_66527684	14	20	12	12
chr12_66578267_66584409	13	12	9	2
chr12_67843805_67849821	12	35	8	25
chr12_67900208_67906224	0	17	0	7
chr12_69773410_69779441	6	64	6	50
chr12_70013065_70019067	1	26	1	11
chr12_71118072_71124103	2	13	0	2
chr12_72150397_72156542	13	68	12	56
chr12_7251131_7257263	22	137	20	106
chr12_72514640_72520656	0	17	0	0
chr12_72634504_72640519	0	11	0	0
chr12_73147617_73153645	7	29	5	23
chr12_73193623_73199787	9	9	4	5
chr12_73283667_73289668	1	11	0	4
chr12_73394809_73400830	5	19	3	11
chr12_74503521_74509541	5	7	5	3
chr12_74874868_74880901	0	17	0	6
chr12_75517430_75523582	9	24	6	18
chr12_76319624_76325685	8	49	7	33
chr12_77173381_77179424	4	29	3	19
chr12_77653964_77660122	23	9	8	5
chr12_78506430_78512587	2	12	1	7
chr12_79039621_79045645	0	11	0	3
chr12_80074669_80080828	1	11	0	0
chr12_80144055_80150076	2	13	2	5
chr12_80244169_80250184	1	7	0	3
chr12_80448375_80454445	7	16	1	10
chr12_80461876_80468017	10	22	10	16
chr12_80477525_80483539	0	19	0	14
chr12_83299449_83305871	7	27	6	18
chr12_83584266_83590245	4	21	2	9
chr12_84005904_84011930	3	14	0	1
chr12_85312419_85318459	3	49	1	36
chr12_85785425_85791541	5	23	5	17
chr12_86763875_86770022	6	25	5	20
chr12_86970395_86976516	3	4	0	3
chr12_87098406_87104423	5	19	4	9
chr12_87393951_87400055	5	28	5	19
chr12_88708857_88714885	8	28	5	23
chr12_90536603_90542635	4	29	3	22
chr12_92313998_92320023	1	21	0	7
chr12_92678206_92684347	0	10	0	2
chr12_9521530_9527573	14	3	12	2
chr12_95923545_95929565	5	20	3	12
chr12_96315942_96321971	2	8	2	4
chr12_96723682_96729837	3	3	0	0
chr12_97349408_97355558	15	66	13	48
chr12_97723839_97729872	3	16	1	12
chr12_99185443_99191844	15	55	12	42
chr12_99463307_99469450	13	46	9	37
chr13_100698082_100704117	1	5	1	4
chr13_102522020_102528176	0	6	0	4
chr13_104340349_104346508	3	4	3	2
chr13_105383251_105388345	1	5	1	2
chr13_106213540_106219555	0	4	0	3
chr13_106778245_106784404	0	3	0	1
chr13_106929331_106935363	0	6	0	5
chr13_107920656_107926706	0	3	0	1
chr13_108510472_108516495	1	2	1	1
chr13_18503477_18509621	0	0	0	0
chr13_19103712_19109724	0	1	0	1
chr13_19272995_19279012	0	2	0	2
chr13_21855728_21861909	2	18	0	5
chr13_22574736_22580850	1	18	1	11
chr13_29641706_29647706	0	3	0	0
chr13_31302314_31308370	4	4	4	3
chr13_33984674_33990692	4	9	0	2
chr13_34480262_34486294	3	12	2	9
chr13_35422150_35428282	3	20	3	9
chr13_36008229_36014237	2	13	2	11
chr13_37149952_37155982	2	16	1	5
chr13_37250340_37256381	2	10	1	8
chr13_38065372_38071518	2	10	0	3
chr13_38112136_38118185	3	6	3	6
chr13_39000817_39006875	0	4	0	1
chr13_40356290_40362321	0	7	0	0
chr13_40734919_40740945	0	10	0	4
chr13_40828819_40834834	8	19	6	18
chr13_40864571_40870598	4	2	3	2
chr13_41042308_41048414	4	4	1	1
chr13_41474356_41480738	1	4	0	1
chr13_42424880_42430912	0	12	0	6
chr13_45645030_45651067	2	7	0	6
chr13_45664064_45670213	1	4	0	3
chr13_47712138_47718308	6	10	6	6
chr13_47781888_47787912	3	8	1	2
chr13_48465555_48471566	6	9	2	9
chr13_49013626_49019628	14	9	14	5
chr13_49152513_49158535	8	27	8	21
chr13_50180295_50186330	0	8	0	1
chr13_50982054_50988070	0	10	0	10
chr13_51509717_51515838	1	9	1	7
chr13_52269640_52275659	4	3	4	3
chr13_55272543_55278710	9	15	9	10
chr13_58672617_58678643	4	2	4	0
chr13_60245895_60252051	2	6	2	0
chr13_60709752_60715784	4	2	3	1
chr13_66253762_66259788	8	9	1	6
chr13_66737482_66743507	7	4	6	1
chr13_71384560_71390704	1	6	1	2
chr13_72610246_72616287	0	12	0	4
chr13_74235944_74241970	0	4	0	0
chr13_74426326_74432354	3	2	1	0
chr13_74536448_74542369	1	2	1	1
chr13_75241169_75247314	0	0	0	0
chr13_75727624_75733777	3	19	2	14
chr13_76612823_76618851	0	6	0	3
chr13_77199027_77205061	5	3	5	0
chr13_78513206_78519393	4	14	4	13
chr13_79817055_79823218	2	7	2	3
chr13_79839668_79845817	0	5	0	4
chr13_81064093_81070238	2	7	2	7
chr13_82045349_82051380	1	6	1	3
chr13_85123204_85129221	4	12	4	9
chr13_85911792_85917919	5	2	3	0
chr13_89087885_89093918	6	6	3	2
chr13_90663982_90669995	6	27	6	25
chr13_92685561_92691592	1	5	1	1
chr13_92752475_92758488	0	8	0	4
chr13_93490518_93496537	3	9	0	9
chr13_94372199_94378191	0	13	0	8
chr13_95733699_95740837	1	3	0	0
chr13_96326180_96332208	0	2	0	0
chr13_97667408_97673440	6	23	4	15
chr13_97730412_97736443	0	18	0	17
chr14_101266199_101272227	6	9	5	9
chr14_18283818_18289864	3	6	3	6
chr14_20230574_20236301	1	1	1	0
chr14_20910598_20916745	3	15	3	9
chr14_22348921_22355065	3	32	2	21
chr14_22615641_22621763	13	30	7	20
chr14_24525954_24532097	0	15	0	3
chr14_25183427_25189539	1	15	1	12
chr14_25771319_25777467	4	14	4	9
chr14_25778863_25784872	0	15	0	15
chr14_26629268_26635299	0	6	0	3
chr14_26673315_26679374	3	26	1	15
chr14_27673059_27679095	6	12	4	5
chr14_28635670_28641795	0	9	0	5
chr14_30363537_30369568	2	11	0	8
chr14_30474044_30480062	0	17	0	5
chr14_30684809_30690837	1	8	0	7
chr14_32234597_32240754	2	13	1	6
chr14_32851160_32857308	1	21	1	21
chr14_33088061_33094126	14	53	14	50
chr14_34150072_34156225	0	13	0	3
chr14_36142656_36148690	4	43	4	40
chr14_36184549_36190694	4	16	4	10
chr14_37350918_37356933	2	8	0	3
chr14_37766796_37772831	0	7	0	5
chr14_37780642_37786767	2	16	1	7
chr14_39017171_39023327	4	20	0	18
chr14_39521539_39527458	0	5	0	0
chr14_39584278_39590291	0	30	0	17
chr14_39655916_39662030	5	22	4	14
chr14_39697592_39703740	1	3	1	2
chr14_39820033_39826163	1	30	1	15
chr14_40326207_40332209	0	2	0	0
chr14_40948916_40954934	6	10	6	2
chr14_41209338_41215358	8	7	6	3
chr14_41751766_41757899	4	4	1	1
chr14_42967511_42973555	2	2	0	2
chr14_43062334_43068363	0	10	0	10
chr14_43262062_43268079	0	34	0	23
chr14_43370269_43376295	5	23	2	20
chr14_43492185_43498201	0	2	0	2
chr14_43698653_43704668	0	6	0	3
chr14_44705080_44711104	2	7	1	6
chr14_45477110_45483169	0	9	0	7
chr14_45545716_45551885	0	18	0	6
chr14_45883227_45889258	1	17	1	11
chr14_46095420_46101548	1	5	1	2
chr14_46508563_46514741	0	21	0	10
chr14_47171654_47177809	8	10	6	9
chr14_47377247_47383356	7	6	5	4
chr14_47901173_47907197	0	10	0	8
chr14_48187082_48193113	1	8	1	5
chr14_49096714_49102732	2	20	2	9
chr14_49143957_49150141	0	7	0	4
chr14_51794601_51800632	0	5	0	2
chr14_54027690_54033829	4	10	0	3
chr14_54233877_54240023	3	25	1	13
chr14_56014010_56020042	5	11	4	3
chr14_56441818_56447831	11	7	11	4
chr14_56639511_56645657	2	8	0	6
chr14_56667527_56673561	0	12	0	6
chr14_57112210_57118214	2	4	2	3
chr14_57338082_57344117	2	21	2	20
chr14_57513490_57519696	2	15	2	8
chr14_58032539_58038561	0	8	0	4
chr14_59409450_59415609	11	31	7	17
chr14_59513180_59519328	0	14	0	7
chr14_59946504_59952523	2	7	1	6
chr14_60523259_60529424	2	6	1	2
chr14_60908337_60914469	0	3	0	2
chr14_61009388_61015470	1	30	0	14
chr14_61055116_61061148	3	14	3	5
chr14_62045454_62051619	2	15	1	10
chr14_62535851_62541882	0	6	0	2
chr14_62636558_62642711	7	11	7	8
chr14_63116706_63122735	12	33	12	26
chr14_67062673_67068092	21	34	19	23
chr14_67868071_67874097	9	6	6	3
chr14_68428765_68434891	3	6	0	0
chr14_69415930_69422143	0	36	0	21
chr14_70501314_70507441	2	2	1	2
chr14_70547290_70553322	2	6	2	6
chr14_71842964_71848996	0	5	0	4
chr14_71976262_71982313	4	13	0	6
chr14_72409566_72415687	1	4	1	2
chr14_79126178_79132202	2	7	2	3
chr14_79308933_79314061	2	15	2	10
chr14_79767758_79773791	0	10	0	3
chr14_80088527_80094682	8	9	1	2
chr14_81114165_81120190	0	10	0	4
chr14_82347549_82353568	3	6	3	4
chr14_83639298_83645330	3	6	1	4
chr14_85885595_85891616	1	30	1	18
chr14_86074489_86080517	0	12	0	2
chr14_86095934_86102041	3	4	3	1
chr14_86105459_86111494	2	7	1	6
chr14_86312232_86318377	7	12	0	6
chr14_87354740_87360855	4	12	2	8
chr14_87423312_87429303	3	10	3	5
chr14_88455733_88461846	5	4	2	2
chr14_90206773_90212804	13	42	13	33
chr14_91430864_91436893	11	3	3	2
chr14_91640244_91646233	1	14	0	5
chr14_92852827_92858975	9	15	4	11
chr14_93413032_93419170	18	27	15	22
chr15_100067771_100073922	3	22	2	12
chr15_100365266_100371301	8	10	7	3
chr15_100417071_100423096	0	0	0	0
chr15_101626450_101632475	12	3	9	0
chr15_19948218_19954369	0	0	0	0
chr15_20311030_20317051	5	1	5	1
chr15_23714069_23720096	10	19	1	13
chr15_26531055_26537615	1	5	1	2
chr15_27187726_27193872	3	2	3	2
chr15_30240360_30246398	0	1	0	1
chr15_30775177_30781390	0	0	0	0
chr15_31617776_31623903	0	0	0	0
chr15_32045683_32051786	3	14	3	9
chr15_32139925_32146049	5	14	2	6
chr15_32292269_32298310	0	0	0	0
chr15_35385846_35391984	8	35	6	32
chr15_36195372_36201389	2	2	0	1
chr15_37319965_37325741	5	35	5	31
chr15_37399471_37405476	0	17	0	16
chr15_37427156_37433181	0	11	0	9
chr15_38136665_38142840	6	4	0	0
chr15_38782749_38788763	9	11	8	7
chr15_39420570_39426588	0	22	0	18
chr15_43649975_43656002	7	17	7	15
chr15_44252034_44258049	2	11	2	6
chr15_46104553_46110666	5	8	5	7
chr15_46536240_46542382	9	37	5	30
chr15_47165532_47171560	4	8	1	4
chr15_49259578_49265724	1	7	0	6
chr15_49354233_49360252	4	8	4	6
chr15_49395983_49402014	2	6	0	0
chr15_49778509_49784518	0	5	0	0
chr15_51031621_51037649	2	29	2	25
chr15_51417216_51423246	2	4	1	0
chr15_53135442_53141475	0	11	0	5
chr15_53684199_53690229	0	12	0	7
chr15_54871705_54877844	2	17	1	9
chr15_54926081_54932099	0	0	0	0
chr15_55063993_55069991	4	14	2	11
chr15_56134618_56140628	27	13	19	12
chr15_56311143_56317177	3	9	0	4
chr15_58125731_58131761	5	11	2	5
chr15_58193368_58199552	8	23	6	18
chr15_59803402_59809494	3	5	3	4
chr15_61896237_61902274	16	9	10	3
chr15_64326660_64332685	13	47	13	36
chr15_67448229_67454359	7	11	1	2
chr15_69617030_69623160	0	14	0	2
chr15_70984634_70990781	7	40	5	27
chr15_71174139_71180152	7	25	2	16
chr15_73215934_73222082	7	9	7	8
chr15_73508419_73514470	0	10	0	9
chr15_77150514_77156644	4	7	1	3
chr15_78719832_78725853	1	6	1	3
chr15_79485783_79491818	3	14	3	9
chr15_79745087_79751113	16	25	9	22
chr15_81668513_81674504	2	17	0	7
chr15_81697165_81703174	5	23	5	19
chr15_81730280_81736308	24	30	16	23
chr15_81797930_81803963	3	17	1	3
chr15_81870667_81876699	7	17	7	11
chr15_82882881_82888919	2	33	0	20
chr15_83383651_83389616	5	14	5	8
chr15_83450804_83456834	1	13	1	8
chr15_85433963_85439965	0	17	0	11
chr15_86205831_86211977	4	21	4	15
chr15_86528094_86534125	1	6	1	4
chr15_87229793_87235895	0	7	0	1
chr15_87249763_87255874	0	16	0	7
chr15_87275324_87281469	2	37	2	22
chr15_87327389_87333416	4	8	4	5
chr15_87463738_87469749	2	4	0	0
chr15_87509891_87515920	3	13	3	11
chr15_89043903_89049907	0	16	0	8
chr15_89634318_89640301	12	37	2	13
chr15_91500665_91506649	4	19	2	16
chr15_93675399_93681428	0	12	0	5
chr15_97265580_97271604	6	17	6	13
chr15_97289925_97296313	2	5	0	2
chr15_97413295_97419473	18	49	16	38
chr15_97432693_97438849	0	8	0	1
chr16_12070183_12076303	7	20	0	0
chr16_12603812_12609764	3	27	3	23
chr16_16840517_16846556	0	1	0	1
chr16_17733165_17739300	4	11	2	3
chr16_21042672_21048703	3	24	1	4
chr16_21329023_21335176	11	10	2	0
chr16_31278737_31284853	4	18	3	14
chr16_31337869_31344038	2	8	1	4
chr16_31629877_31636018	5	36	3	28
chr16_31687221_31693324	10	11	7	7
chr16_32837589_32842830	0	0	0	0
