id	ip.a.counts	input.a.counts	ip.u.counts	input.u.counts
chr11_81534298_81540421	4	3	3	0
chr11_82155865_82161891	1	6	0	0
chr11_83266134_83272255	2	12	0	0
chr11_83587648_83593656	0	4	0	0
chr11_83883955_83890123	7	7	7	0
chr11_8396496_8402626	5	4	1	0
chr11_85324758_85330821	2	4	0	0
chr11_85542991_85549441	3	20	3	18
chr11_86525882_86531985	0	7	0	0
chr11_86597959_86604108	1	6	0	0
chr11_86650612_86656759	0	3	0	0
chr11_86824478_86830636	0	7	0	0
chr11_87047304_87053192	0	11	0	0
chr11_87340031_87346061	0	9	0	0
chr11_87758408_87764544	1	35	1	20
chr11_88027243_88033390	6	10	0	0
chr11_88986995_88993027	0	1	0	0
chr11_89313260_89319255	0	16	0	13
chr11_89744187_89750239	0	0	0	0
chr11_90400067_90406098	3	7	0	0
chr11_90685702_90691834	1	2	0	0
chr11_90966271_90972302	1	3	0	3
chr11_92026888_92033124	1	3	0	0
chr11_92169399_92175577	2	3	1	0
chr11_93439098_93445217	1	7	1	3
chr11_94036857_94042888	3	11	0	0
chr11_94232524_94238528	27	54	17	26
chr11_94384355_94390332	1	0	1	0
chr11_9540333_9546363	1	3	0	0
chr11_95436216_95442246	0	1	0	0
chr11_95626326_95632351	0	1	0	0
chr11_96405620_96411665	0	7	0	0
chr11_96771827_96777820	5	4	2	1
chr11_97040160_97046278	0	12	0	0
chr11_98324881_98330921	0	4	0	2
chr12_100636823_100642967	3	11	0	2
chr12_101146043_101152064	2	7	1	0
chr12_102307781_102313768	1	7	0	0
chr12_102827177_102833208	5	9	0	0
chr12_103434388_103440411	1	11	0	3
chr12_103608441_103613835	5	9	0	0
chr12_104878332_104884474	3	7	2	4
chr12_105245853_105251970	6	7	0	0
chr12_105628261_105634450	7	49	4	37
chr12_105776064_105782085	7	21	0	1
chr12_106471865_106477891	1	4	1	1
chr12_11108364_11114661	64	84	35	50
chr12_111829162_111835315	3	17	1	5
chr12_112621197_112627228	0	9	0	0
chr12_11290236_11296361	4	20	1	9
chr12_11297656_11303685	2	34	0	21
chr12_115285122_115291136	1	6	0	0
chr12_119104817_119110953	18	17	2	2
chr12_126299023_126305038	3	14	0	0
chr12_127094605_127100631	16	18	8	7
chr12_127865855_127871882	11	26	4	3
chr12_128491850_128497975	13	22	6	4
chr12_129037558_129043695	1	32	0	14
chr12_129800701_129806706	6	26	0	0
chr12_13391606_13397632	36	47	0	0
chr12_14861686_14867484	2	47	0	39
chr12_16377145_16383292	26	21	10	13
chr12_17699378_17705544	0	19	0	5
chr12_17768360_17774389	20	45	0	0
chr12_17855568_17861565	7	19	0	0
chr12_18785211_18791371	10	60	6	38
chr12_19728689_19734844	15	69	4	27
chr12_20667835_20673859	4	18	0	2
chr12_21209060_21215087	6	51	0	1
chr12_2130303_2136321	3	35	3	10
chr12_21395009_21401039	6	76	2	25
chr12_22400101_22406177	6	24	3	3
chr12_23070636_23076652	7	31	0	0
chr12_25536714_25542734	29	29	0	0
chr12_26669557_26675709	61	53	19	24
chr12_27114232_27120439	0	24	0	1
chr12_27404617_27410753	16	44	8	16
chr12_29323061_29328907	20	56	3	8
chr12_29406310_29412472	60	36	9	8
chr12_29809726_29815750	5	34	0	0
chr12_29909925_29916045	2	31	0	0
chr12_30588353_30594511	23	68	14	35
chr12_31163074_31169094	0	4	0	0
chr12_31550066_31556205	15	59	4	14
chr12_33520769_33526864	7	9	1	0
chr12_33772866_33779014	6	20	0	0
chr12_3392214_3398233	22	76	14	49
chr12_33930454_33936566	3	24	0	1
chr12_34066822_34072846	10	28	2	4
chr12_34608506_34614654	7	10	1	9
chr12_34667083_34673103	8	22	2	12
chr12_3500000_3505228	4	53	0	0
chr12_370612_376718	14	14	0	0
chr12_37317876_37323907	6	14	0	5
chr12_38799646_38805673	0	7	0	1
chr12_38963466_38969603	4	4	1	0
chr12_39699134_39705085	6	17	0	4
chr12_39745958_39752060	2	16	1	8
chr12_39978316_39984339	0	18	0	0
chr12_41081468_41087471	4	9	0	2
chr12_41637415_41643440	15	12	8	5
chr12_41666304_41672330	3	6	0	0
chr12_41672452_41678469	30	26	18	13
chr12_41973167_41979337	5	25	2	6
chr12_42043485_42049636	0	8	0	1
chr12_42062980_42069120	0	14	0	4
chr12_42111145_42117288	15	17	12	5
chr12_43227726_43233750	5	10	2	4
chr12_43470973_43477008	0	22	0	0
chr12_43906481_43912505	4	19	0	0
chr12_44108220_44114234	4	7	0	0
chr12_44681417_44687432	8	10	1	1
chr12_44741317_44747454	0	7	0	0
chr12_44931705_44937851	0	6	0	0
chr12_44950958_44956988	0	5	0	0
chr12_4508895_4514901	1	18	0	0
chr12_45370846_45376865	24	19	4	3
chr12_46283516_46289653	7	5	1	2
chr12_46307044_46313162	0	12	0	4
chr12_46420944_46427078	0	13	0	1
chr12_46539930_46546054	3	21	1	4
chr12_46617497_46623643	0	5	0	0
chr12_46991807_46997956	1	5	0	0
chr12_47426904_47432928	3	15	0	0
chr12_48320193_48326175	7	13	0	2
chr12_5116426_5122428	7	53	0	0
chr12_51562631_51568657	0	3	0	0
chr12_5284940_5290958	6	45	0	0
chr12_54788573_54794627	1	16	0	0
chr12_54882885_54889034	4	26	1	11
chr12_55081365_55087407	2	17	0	1
chr12_55096256_55102283	1	11	0	0
chr12_55161585_55167616	6	24	2	11
chr12_55344249_55350274	9	36	3	11
chr12_55484008_55490018	3	11	0	0
chr12_55504697_55510839	2	10	0	0
chr12_55560427_55566502	6	6	0	1
chr12_55589937_55595956	3	9	0	4
chr12_55598092_55604209	0	17	0	7
chr12_57646479_57652498	2	17	0	0
chr12_58053653_58059697	3	16	0	0
chr12_58109257_58115306	25	15	1	0
chr12_58226938_58233087	1	16	0	2
chr12_58471406_58477554	0	10	0	0
chr12_59751112_59757266	4	14	3	2
chr12_61293783_61299916	1	5	0	0
chr12_61414978_61421115	10	28	7	13
chr12_61941440_61947489	1	27	0	13
chr12_62819802_62825895	7	29	4	25
chr12_63628081_63634219	3	3	2	3
chr12_64195587_64201638	2	11	0	0
chr12_64287349_64293377	0	8	0	0
chr12_66521519_66527684	6	11	0	0
chr12_66578267_66584409	5	13	0	0
chr12_67843805_67849821	10	29	5	21
chr12_67900208_67906224	3	15	0	0
chr12_69773410_69779441	0	19	0	0
chr12_70013065_70019067	0	21	0	2
chr12_70765020_70771163	6	13	0	0
chr12_71118072_71124103	2	11	0	0
chr12_72150397_72156542	3	17	0	0
chr12_7251131_7257263	31	63	17	31
chr12_72514640_72520656	1	14	1	4
chr12_72634504_72640519	1	22	0	0
chr12_73147617_73153645	2	11	0	1
chr12_73193623_73199787	5	6	0	0
chr12_73283667_73289668	1	14	0	0
chr12_73394809_73400830	2	15	0	3
chr12_74503521_74509541	1	8	1	3
chr12_74874868_74880901	1	19	0	0
chr12_76319624_76325685	1	18	0	0
chr12_77173381_77179424	1	14	0	0
chr12_77459286_77464442	1	11	0	0
chr12_77653964_77660122	27	19	10	9
chr12_78506430_78512587	1	9	0	0
chr12_79039621_79045645	1	11	0	0
chr12_79861341_79867483	20	32	10	12
chr12_80144055_80150076	0	13	0	0
chr12_80244169_80250184	2	9	0	0
chr12_80448375_80454445	6	8	0	0
chr12_80461876_80468017	4	22	3	15
chr12_80477525_80483539	0	19	0	7
chr12_81056342_81062394	0	3	0	1
chr12_83584266_83590245	2	16	0	0
chr12_84005904_84011930	4	6	0	1
chr12_85312419_85318459	2	35	0	21
chr12_85785425_85791541	4	28	3	9
chr12_86763875_86770022	3	6	0	2
chr12_87098406_87104423	1	13	0	0
chr12_87393951_87400055	0	10	0	0
chr12_88708857_88714885	0	15	0	4
chr12_90536603_90542635	1	11	0	0
chr12_92313998_92320023	0	14	0	0
chr12_92678206_92684347	2	11	0	0
chr12_9521530_9527573	13	2	12	2
chr12_95923545_95929565	3	13	0	0
chr12_9627298_9633386	12	29	2	7
chr12_96315942_96321971	2	7	0	0
chr12_96723682_96729837	3	8	0	0
chr12_97349408_97355558	8	26	0	0
chr12_97651133_97657167	1	8	0	0
chr12_97723839_97729872	3	15	0	1
chr12_99185443_99191844	17	54	13	36
chr12_99315677_99321808	0	0	0	0
chr12_99463307_99469450	3	13	0	1
chr13_100698082_100704117	0	2	0	0
chr13_102522020_102528176	0	4	0	0
chr13_104340349_104346508	0	2	0	0
chr13_106213540_106219555	0	3	0	0
chr13_106778245_106784404	0	3	0	0
chr13_106929331_106935363	0	2	0	0
chr13_107920656_107926706	0	1	0	0
chr13_108510472_108516495	0	0	0	0
chr13_19103712_19109724	0	1	0	0
chr13_19272995_19279012	0	1	0	0
chr13_19611546_19617890	7	3	3	2
chr13_21855728_21861909	1	10	0	3
chr13_22574736_22580850	0	9	0	0
chr13_24806647_24812668	6	9	0	0
chr13_28688077_28694338	3	19	2	12
chr13_29641706_29647706	0	8	0	0
chr13_31302314_31308370	0	1	0	0
chr13_33984674_33990692	4	10	0	0
chr13_34480262_34486294	1	4	0	0
chr13_35422150_35428282	0	12	0	0
chr13_36008229_36014237	0	2	0	0
chr13_37149952_37155982	1	12	0	0
chr13_37250340_37256381	2	8	0	6
chr13_38065372_38071518	3	11	0	3
chr13_38112136_38118185	3	7	3	3
chr13_39000817_39006875	0	3	0	0
chr13_40356290_40362321	0	7	0	0
chr13_40734919_40740945	1	4	0	0
chr13_40828819_40834834	3	0	0	0
chr13_40864571_40870598	4	1	0	0
chr13_41042308_41048414	4	1	1	1
chr13_41474356_41480738	2	11	1	8
chr13_42424880_42430912	0	8	0	0
chr13_45645030_45651067	0	7	0	5
chr13_45664064_45670213	0	2	0	0
chr13_47712138_47718308	3	6	0	0
chr13_47781888_47787912	2	2	0	0
chr13_48416129_48422515	1	11	0	8
chr13_48465555_48471566	4	0	0	0
chr13_49013626_49019628	13	7	9	0
chr13_49152513_49158535	9	16	8	11
chr13_50180295_50186330	0	7	0	0
chr13_50503044_50509169	0	5	0	2
chr13_50982054_50988070	0	8	0	4
chr13_51509717_51515838	0	3	0	0
chr13_51690196_51696329	6	1	0	0
chr13_52269640_52275659	0	1	0	0
chr13_58672617_58678643	2	6	0	0
chr13_60245895_60252051	2	10	0	0
chr13_60709752_60715784	2	1	0	0
chr13_66253762_66259788	9	3	0	0
chr13_66737482_66743507	2	3	0	0
chr13_71384560_71390704	0	6	0	0
chr13_72610246_72616287	0	7	0	0
chr13_74235944_74241970	0	6	0	0
chr13_74426326_74432354	2	2	1	0
chr13_74536448_74542369	2	3	0	0
chr13_75241169_75247314	0	0	0	0
chr13_75727624_75733777	2	5	1	1
chr13_76612823_76618851	0	5	0	0
chr13_77199027_77205061	0	2	0	0
chr13_78513206_78519393	1	1	0	0
chr13_78526071_78532199	0	2	0	0
chr13_79817055_79823218	0	3	0	0
chr13_79839668_79845817	0	1	0	0
chr13_81064093_81070238	1	1	0	0
chr13_82045349_82051380	2	3	0	0
chr13_85123204_85129221	0	3	0	0
chr13_85911792_85917919	0	2	0	0
chr13_89087885_89093918	3	3	0	0
chr13_90663982_90669995	0	2	0	0
chr13_92685561_92691592	0	2	0	0
chr13_92752475_92758488	0	7	0	4
chr13_93490518_93496537	4	9	0	9
chr13_94372199_94378191	0	6	0	0
chr13_95733699_95740837	3	3	0	0
chr13_96326180_96332208	0	4	0	0
chr13_97667408_97673440	2	15	0	4
chr13_97730412_97736443	0	12	0	8
chr14_101266199_101272227	3	3	0	0
chr14_18283818_18289864	0	0	0	0
chr14_20230574_20236301	1	1	1	0
chr14_20910598_20916745	2	8	2	3
chr14_22348921_22355065	3	24	0	15
chr14_22615641_22621763	16	14	11	5
chr14_24491435_24497569	1	5	1	2
chr14_24525954_24532097	0	15	0	0
chr14_25167086_25173204	0	8	0	0
chr14_25771319_25777467	4	7	3	5
chr14_25778863_25784872	0	10	0	3
chr14_26629268_26635299	0	9	0	2
chr14_26673315_26679374	3	12	0	1
chr14_27357544_27363655	0	11	0	3
chr14_27673059_27679095	4	10	0	0
chr14_28635670_28641795	0	0	0	0
chr14_30363537_30369568	2	4	0	1
chr14_30474044_30480062	0	14	0	0
chr14_30684809_30690837	1	9	0	0
chr14_32234597_32240754	2	9	1	2
chr14_32851160_32857308	2	7	1	7
chr14_34150072_34156225	0	10	0	2
chr14_36142656_36148690	5	24	2	19
chr14_36184549_36190694	0	23	0	13
chr14_36411728_36417842	2	17	0	0
chr14_36693923_36700082	0	15	0	0
chr14_37293328_37299451	18	12	0	0
chr14_37350918_37356933	3	6	0	3
chr14_37766796_37772831	0	4	0	0
chr14_37780642_37786767	6	24	5	11
chr14_38975192_38981648	0	7	0	3
chr14_39017171_39023327	8	44	4	42
chr14_39521539_39527458	0	3	0	0
chr14_39584278_39590291	2	23	0	10
chr14_39655916_39662030	4	41	2	33
chr14_39697592_39703740	2	3	1	0
chr14_39820033_39826163	0	21	0	1
chr14_40326207_40332209	1	5	0	0
chr14_40948916_40954934	0	13	0	0
chr14_41209338_41215358	7	8	1	0
chr14_41751766_41757899	3	4	0	0
chr14_42967511_42973555	3	6	0	3
chr14_43062334_43068363	0	14	0	9
chr14_43262062_43268079	1	17	1	8
chr14_43370269_43376295	3	19	1	16
chr14_43492185_43498201	0	5	0	0
chr14_43698653_43704668	1	5	0	0
chr14_44705080_44711104	1	3	0	0
chr14_45477110_45483169	1	4	0	0
chr14_45545716_45551885	2	13	0	2
chr14_45883227_45889258	1	18	1	10
chr14_46095420_46101548	0	5	0	0
chr14_46161140_46167282	7	15	7	13
chr14_46508563_46514741	0	12	0	0
chr14_47171654_47177809	10	12	8	11
chr14_47377247_47383356	5	6	3	3
chr14_47901173_47907197	0	2	0	0
chr14_48187082_48193113	0	10	0	0
chr14_48606742_48612848	1	2	0	0
chr14_49096714_49102732	2	9	0	0
chr14_51794601_51800632	1	6	0	5
chr14_53318040_53324215	3	7	0	0
chr14_54233877_54240023	3	9	0	0
chr14_56014010_56020042	5	16	0	3
chr14_56441818_56447831	1	7	0	0
chr14_56639511_56645657	2	5	0	0
chr14_56667527_56673561	1	12	0	0
chr14_57112210_57118214	0	1	0	0
chr14_57338082_57344117	2	20	2	16
chr14_58032539_58038561	0	5	0	0
chr14_59409450_59415609	6	14	0	0
chr14_59946504_59952523	1	1	0	0
chr14_60523259_60529424	2	7	0	0
chr14_60908337_60914469	3	4	0	2
chr14_61055116_61061148	0	14	0	0
chr14_62045454_62051619	0	2	0	0
chr14_62535851_62541882	2	6	0	0
chr14_62636558_62642711	6	14	6	11
chr14_63116706_63122735	2	9	0	0
chr14_67062673_67068092	4	27	4	16
chr14_67868071_67874097	5	5	1	0
chr14_68428765_68434891	1	13	0	0
chr14_69415930_69422143	1	18	0	0
chr14_70501314_70507441	1	2	0	0
chr14_70547290_70553322	2	3	0	0
chr14_71842964_71848996	0	1	0	0
chr14_71976262_71982313	4	6	0	0
chr14_72409566_72415687	0	4	0	1
chr14_79126178_79132202	0	5	0	0
chr14_79767758_79773791	0	15	0	1
chr14_80088527_80094682	7	8	1	0
chr14_81114165_81120190	1	12	0	3
chr14_82347549_82353568	2	5	1	1
chr14_83639298_83645330	2	3	0	1
chr14_85885595_85891616	0	25	0	12
chr14_86074489_86080517	0	11	0	0
chr14_86095934_86102041	0	3	0	0
chr14_86105459_86111494	3	7	0	4
chr14_86312232_86318377	7	15	0	6
chr14_87354740_87360855	5	11	0	0
chr14_88455733_88461846	7	4	0	0
chr14_90206773_90212804	4	14	0	0
chr14_91430864_91436893	8	1	0	0
chr14_91640244_91646233	2	7	0	0
chr14_92852827_92858975	5	3	0	0
chr14_93413032_93419170	15	30	12	26
chr15_100067771_100073922	2	10	0	0
chr15_100365266_100371301	4	11	4	3
chr15_100417071_100423096	0	4	0	0
chr15_101626450_101632475	3	9	0	0
chr15_19948218_19954369	0	2	0	0
chr15_20311030_20317051	10	2	6	1
chr15_23714069_23720096	9	8	0	0
chr15_27187726_27193872	2	0	0	0
chr15_30240360_30246398	0	2	0	1
chr15_30775177_30781390	0	2	0	0
chr15_30848621_30854753	5	1	4	0
chr15_31617776_31623903	0	1	0	0
chr15_32045683_32051786	7	21	3	9
chr15_32139925_32146049	5	17	2	3
chr15_32292269_32298310	0	0	0	0
chr15_35385846_35391984	12	17	6	8
chr15_36195372_36201389	5	8	3	7
chr15_37319965_37325741	5	29	5	24
chr15_37399471_37405476	0	4	0	0
chr15_37427156_37433181	0	5	0	0
chr15_38136665_38142840	8	14	6	7
chr15_38567626_38574032	2	32	2	26
chr15_38782749_38788763	2	5	0	0
chr15_39420570_39426588	0	22	0	8
chr15_43649975_43656002	0	8	0	6
chr15_44252034_44258049	0	8	0	0
chr15_46104553_46110666	2	3	0	0
chr15_46536240_46542382	14	26	9	13
chr15_47165532_47171560	4	6	0	0
chr15_49259578_49265724	2	5	0	3
chr15_49354233_49360252	0	4	0	0
chr15_49395983_49402014	4	5	0	0
chr15_49778509_49784518	2	7	0	0
chr15_51031621_51037649	0	4	0	0
chr15_51417216_51423246	1	4	0	0
chr15_53135442_53141475	0	8	0	0
chr15_53684199_53690229	0	8	0	1
chr15_54444822_54450917	5	7	0	1
chr15_54850725_54855879	0	5	0	2
chr15_54871705_54877844	1	12	0	1
chr15_54926081_54932099	0	0	0	0
chr15_55063993_55069991	3	8	1	2
chr15_56134618_56140628	12	4	1	0
chr15_56311143_56317177	3	6	0	0
chr15_56398989_56405142	2	4	0	0
chr15_58125731_58131761	3	11	0	0
chr15_58193368_58199552	1	21	0	13
chr15_61896237_61902274	8	10	0	1
chr15_64326660_64332685	7	29	7	24
chr15_67448229_67454359	7	12	0	4
chr15_69617030_69623160	1	15	0	0
chr15_70984634_70990781	3	12	0	0
chr15_71174139_71180152	6	21	1	6
