id	ip.a.counts	input.a.counts	ip.u.counts	input.u.counts
chr10_32714106_32720586	3	3	1	0
chr10_33510845_33516876	6	4	0	0
chr10_35473782_35479771	9	4	0	1
chr10_35858668_35864695	1	5	0	0
chr10_37038753_37044909	2	7	0	1
chr10_37896970_37902988	20	7	0	0
chr10_39508152_39514160	3	1	0	0
chr10_41749404_41755349	2	20	2	19
chr10_41797910_41803897	1	6	0	0
chr10_42435381_42441412	0	4	0	0
chr10_42526228_42532221	15	4	5	1
chr10_42665128_42671301	4	7	4	6
chr10_43716710_43722842	3	15	3	1
chr10_44268315_44274469	0	4	0	0
chr10_45009173_45015196	0	4	0	0
chr10_45362159_45368173	1	20	1	18
chr10_50782474_50788587	1	30	1	10
chr10_5174970_5181139	10	6	7	0
chr10_51941454_51947615	10	5	5	2
chr10_5222679_5228851	6	16	0	0
chr10_52233328_52239334	4	4	0	0
chr10_52360195_52366339	4	9	2	4
chr10_5245354_5251383	9	5	0	0
chr10_52730355_52736527	0	9	0	1
chr10_53494006_53500000	9	22	6	17
chr10_55601875_55607910	0	8	0	4
chr10_55683076_55689092	3	4	2	0
chr10_55899641_55905708	1	1	0	0
chr10_56442079_56448236	0	4	0	0
chr10_58675839_58681636	0	3	0	0
chr10_59037844_59043990	2	17	0	7
chr10_59470127_59475776	10	38	8	28
chr10_60692960_60698897	0	5	0	0
chr10_62602750_62608755	9	13	0	0
chr10_62672214_62678359	18	15	15	6
chr10_6369617_6375667	17	8	0	0
chr10_63944638_63950772	5	11	2	0
chr10_64015342_64021547	1	2	1	0
chr10_64924285_64930261	4	3	0	0
chr10_66442673_66448861	0	2	0	0
chr10_67230665_67236674	10	33	5	29
chr10_67387044_67393069	15	12	3	0
chr10_67558505_67564644	14	8	2	1
chr10_6804143_6810301	7	36	7	26
chr10_73323334_73329500	7	27	4	11
chr10_74216880_74223021	6	12	0	0
chr10_75558530_75564686	0	16	0	0
chr10_76142708_76148837	7	20	4	3
chr10_76846210_76852331	1	16	1	14
chr10_78088450_78094479	5	7	0	0
chr10_78676493_78682651	0	8	0	0
chr10_79956165_79962310	2	17	0	10
chr10_80722509_80728544	18	6	3	0
chr10_81709615_81715642	15	8	0	0
chr10_82344062_82350086	6	6	1	0
chr10_83781056_83787087	10	21	4	8
chr10_84279967_84286006	1	10	0	0
chr10_84756878_84762878	4	13	0	1
chr10_84773056_84779262	2	6	0	0
chr10_85355506_85361538	11	6	0	0
chr10_85769340_85775490	3	10	0	0
chr10_85876618_85882780	2	5	0	1
chr10_88628462_88634738	0	1	0	0
chr10_90153450_90159478	57	46	50	31
chr10_90250613_90256635	12	9	0	0
chr10_91503263_91509287	19	7	0	0
chr10_91749615_91755638	0	8	0	0
chr10_93520973_93527095	4	10	4	6
chr10_94824660_94830681	2	1	0	0
chr10_95079215_95085109	0	7	0	0
chr10_9519878_9526029	6	9	0	1
chr10_98782941_98788971	5	5	0	0
chr10_99099016_99105074	4	12	0	2
chr10_99152737_99158758	11	4	0	1
chr11_100285746_100291751	3	3	0	0
chr11_100409041_100415069	7	13	4	11
chr11_100451858_100457873	12	1	8	0
chr11_100475720_100481744	4	7	0	0
chr11_101678417_101684557	1	1	1	0
chr11_10173147_10179353	3	1	0	0
chr11_101852489_101858627	1	4	0	0
chr11_102741437_102747464	0	1	0	0
chr11_103386499_103392632	2	2	0	0
chr11_105016295_105022323	5	14	2	10
chr11_107361810_107367839	24	1	0	0
chr11_107372762_107378780	11	4	0	0
chr11_108260626_108266643	14	6	0	0
chr11_108356931_108362967	5	15	0	0
chr11_108373544_108379636	22	7	4	1
chr11_108444619_108450784	1	4	1	3
chr11_109177494_109183526	2	5	0	0
chr11_110382810_110388912	4	16	0	13
chr11_112678555_112684569	1	2	0	0
chr11_113656606_113662757	3	5	0	0
chr11_114625663_114631683	1	2	0	1
chr11_114633465_114639620	3	2	1	2
chr11_115966933_115973116	0	17	0	6
chr11_116004927_116011056	0	1	0	0
chr11_11711306_11717431	0	6	0	2
chr11_121172190_121178325	0	7	0	0
chr11_125536609_125542640	0	3	0	0
chr11_127776695_127782718	0	4	0	0
chr11_128140057_128146214	0	9	0	0
chr11_129155774_129162305	4	9	3	4
chr11_129338915_129344902	0	14	0	10
chr11_132320160_132326183	3	4	0	0
chr11_13623018_13629231	5	5	0	0
chr11_14628166_14634160	27	9	7	1
chr11_14661315_14667447	27	9	10	2
chr11_14715908_14721938	9	1	0	0
chr11_16141388_16147513	1	6	0	2
chr11_16520489_16526642	2	4	0	0
chr11_18658797_18664912	0	2	0	0
chr11_19581371_19587519	1	18	0	13
chr11_21271922_21278061	1	7	0	0
chr11_22016002_22022021	0	1	0	0
chr11_22284807_22290788	18	2	0	0
chr11_22523178_22529212	12	19	6	9
chr11_22646925_22652945	12	6	4	1
chr11_23028117_23034138	0	11	0	0
chr11_23298136_23304191	8	12	0	0
chr11_24327951_24334001	3	3	0	0
chr11_25275325_25281473	1	11	0	0
chr11_25425132_25431158	0	5	0	0
chr11_26451095_26457233	1	8	0	0
chr11_26965118_26971134	14	9	0	0
chr11_27219703_27225730	21	7	3	4
chr11_27939073_27945209	4	2	0	0
chr11_28216563_28222701	3	5	0	1
chr11_28372620_28378682	1	9	0	0
chr11_30051207_30057234	3	10	0	3
chr11_30263143_30269287	2	9	0	0
chr11_31315654_31321680	13	6	1	1
chr11_31329394_31335540	0	4	0	2
chr11_31544010_31550144	8	7	0	0
chr11_31740753_31746893	15	17	0	0
chr11_32941250_32947256	16	12	0	0
chr11_33624757_33630805	2	18	0	15
chr11_35702778_35708923	3	5	2	3
chr11_35754504_35760643	2	3	0	1
chr11_36551606_36557636	26	8	8	3
chr11_37240712_37246716	26	25	9	14
chr11_38191740_38197885	1	3	0	2
chr11_39846656_39852654	4	6	0	0
chr11_39881060_39887029	1	9	0	5
chr11_40910564_40916694	2	7	2	0
chr11_4170252_4176276	1	7	0	0
chr11_42376823_42382954	0	0	0	0
chr11_42940332_42946342	4	3	1	0
chr11_43346101_43352118	6	10	0	0
chr11_45122414_45128497	1	6	0	0
chr11_48292435_48297811	0	12	0	8
chr11_48611749_48617901	6	13	4	9
chr11_48847694_48853724	10	4	0	0
chr11_49725283_49731317	1	2	0	0
chr11_49775119_49781151	0	2	0	2
chr11_54708574_54714707	0	4	0	2
chr11_54946966_54952988	13	25	11	22
chr11_55685638_55691665	6	3	0	0
chr11_56549045_56555051	0	6	0	0
chr11_59015244_59021381	1	4	0	0
chr11_60435417_60441441	17	7	0	1
chr11_60532161_60538190	7	6	0	0
chr11_6143657_6149454	9	7	1	0
chr11_6185350_6191366	4	4	0	2
chr11_63072955_63079111	2	8	0	0
chr11_63344422_63350438	3	2	0	0
chr11_63435303_63441326	2	10	0	0
chr11_6948755_6954881	0	1	0	0
chr11_71511047_71517198	4	18	0	0
chr11_74877463_74883532	6	2	0	0
chr11_74887437_74893565	2	13	1	11
chr11_75748616_75754649	9	21	0	0
chr11_7658148_7664171	6	5	2	1
chr11_76963833_76969955	2	14	2	2
chr11_7861034_7867070	1	5	0	0
chr11_78677772_78683802	21	13	0	0
chr11_79552653_79558680	5	8	0	0
chr11_81534298_81540421	2	9	2	7
chr11_82155865_82161891	8	19	0	0
chr11_83266134_83272255	2	22	0	0
chr11_83587648_83593656	11	8	0	0
chr11_83883955_83890123	1	7	0	4
chr11_8396496_8402626	1	3	0	0
chr11_85324758_85330821	20	9	0	0
chr11_85542991_85549441	2	16	1	16
chr11_86525882_86531985	4	16	0	0
chr11_86597959_86604108	7	11	1	0
chr11_86650612_86656759	0	7	0	0
chr11_86824478_86830636	1	5	0	0
chr11_87047304_87053192	16	2	0	0
chr11_87340031_87346061	13	5	0	0
chr11_87618151_87624199	0	14	0	4
chr11_87758408_87764544	2	16	2	10
chr11_88986995_88993027	0	2	0	0
chr11_89313260_89319255	7	2	7	1
chr11_89744187_89750239	1	1	1	0
chr11_90400067_90406098	1	6	0	0
chr11_90685702_90691834	2	11	0	0
chr11_90966271_90972302	20	6	16	2
chr11_92026888_92033124	17	4	2	0
chr11_92169399_92175577	8	12	3	5
chr11_93439098_93445217	0	9	0	4
chr11_94036857_94042888	13	13	0	0
chr11_94232524_94238528	34	57	22	37
chr11_94384355_94390332	0	1	0	0
chr11_9540333_9546363	0	3	0	0
chr11_95436216_95442246	3	2	0	0
chr11_96405620_96411665	0	5	0	0
chr11_96771827_96777820	2	8	0	5
chr11_97040160_97046278	0	5	0	0
chr11_98324881_98330921	3	2	1	0
chr12_100636823_100642967	1	5	0	0
chr12_101146043_101152064	6	10	0	0
chr12_102307781_102313768	23	4	1	1
chr12_102827177_102833208	13	7	0	0
chr12_103434388_103440411	5	5	0	2
chr12_103608441_103613835	1	6	0	1
chr12_104878332_104884474	0	8	0	4
chr12_105245853_105251970	5	7	0	0
chr12_105628261_105634450	47	45	27	31
chr12_105776064_105782085	13	14	0	0
chr12_106471865_106477891	13	4	2	1
chr12_111829162_111835315	2	14	0	4
chr12_112621197_112627228	21	3	0	0
chr12_11297656_11303685	4	5	4	1
chr12_115285122_115291136	7	1	0	0
chr12_119104817_119110953	5	5	4	0
chr12_126299023_126305038	3	3	0	0
chr12_127094605_127100631	10	10	5	5
chr12_127865855_127871882	0	17	0	2
chr12_128491850_128497975	2	24	0	5
chr12_129037558_129043695	1	9	0	4
chr12_129800701_129806706	2	15	0	0
chr12_13391606_13397632	39	5	0	0
chr12_16377145_16383292	2	6	2	0
chr12_17699378_17705544	1	4	0	0
chr12_17768360_17774389	3	6	0	0
chr12_17855568_17861565	8	9	0	1
chr12_18785211_18791371	5	24	5	15
chr12_19728689_19734844	2	6	0	2
chr12_20667835_20673859	1	5	1	2
chr12_21209060_21215087	7	10	0	2
chr12_21395009_21401039	6	19	4	11
chr12_22400101_22406177	0	5	0	0
chr12_23070636_23076652	0	9	0	0
chr12_25536714_25542734	10	2	0	0
chr12_26669557_26675709	12	9	3	3
chr12_27404617_27410753	3	7	0	4
chr12_29406310_29412472	10	9	4	3
chr12_29809726_29815750	4	10	0	0
chr12_29909925_29916045	0	5	0	2
chr12_30588353_30594511	4	14	3	9
chr12_31163074_31169094	3	0	0	0
chr12_31550066_31556205	3	11	0	1
chr12_33520769_33526864	0	2	0	0
chr12_33772866_33779014	0	3	0	0
chr12_3392214_3398233	22	13	7	10
chr12_33930454_33936566	3	6	0	0
chr12_34066822_34072846	6	9	0	4
chr12_34608506_34614654	0	3	0	2
chr12_34667083_34673103	2	8	0	3
chr12_3500000_3505228	17	9	0	0
chr12_370612_376718	2	2	0	0
chr12_37317876_37323907	2	14	1	3
chr12_38799646_38805673	6	11	0	0
chr12_38963466_38969603	0	8	0	0
chr12_39699134_39705085	6	9	2	4
chr12_39745958_39752060	3	11	0	3
chr12_39978316_39984339	3	0	0	0
chr12_41081468_41087471	6	6	2	1
chr12_41637415_41643440	9	14	2	3
chr12_41666304_41672330	1	2	0	0
chr12_41672452_41678469	21	6	15	4
chr12_41973167_41979337	13	28	4	8
chr12_42062980_42069120	6	15	3	6
chr12_42111145_42117288	8	16	2	8
chr12_43227726_43233750	26	26	6	3
chr12_43470973_43477008	6	13	0	0
chr12_43906481_43912505	3	21	1	0
chr12_44108220_44114234	23	3	0	0
chr12_44681417_44687432	7	10	2	1
chr12_44741317_44747454	1	10	0	0
chr12_44931705_44937851	1	2	0	0
chr12_44950958_44956988	6	6	0	0
chr12_4508895_4514901	12	7	0	0
chr12_45370846_45376865	13	9	2	1
chr12_46283516_46289653	1	1	0	0
chr12_46307044_46313162	0	21	0	5
chr12_46420944_46427078	2	2	0	0
chr12_46539930_46546054	3	29	2	6
chr12_46617497_46623643	1	4	0	0
chr12_46991807_46997956	2	6	0	0
chr12_47426904_47432928	8	8	0	0
chr12_48320193_48326175	5	8	1	1
chr12_5116426_5122428	1	5	0	0
chr12_51562631_51568657	3	10	0	1
chr12_5284940_5290958	0	8	0	0
chr12_54788573_54794627	15	3	0	0
chr12_54882885_54889034	4	10	4	5
chr12_55081365_55087407	3	14	0	0
chr12_55096256_55102283	7	16	0	0
chr12_55161585_55167616	16	20	9	10
chr12_55344249_55350274	2	6	1	2
chr12_55484008_55490018	4	12	0	1
chr12_55504697_55510839	2	14	0	0
chr12_55560427_55566502	2	6	2	0
chr12_55589937_55595956	1	10	0	0
chr12_55598092_55604209	0	24	0	4
chr12_57646479_57652498	4	9	0	0
chr12_58053653_58059697	5	2	0	0
chr12_58109257_58115306	37	20	0	0
chr12_58226938_58233087	10	6	2	0
chr12_58471406_58477554	4	10	0	0
chr12_59751112_59757266	6	25	3	10
chr12_61293783_61299916	1	5	0	0
chr12_61414978_61421115	24	33	9	20
chr12_61941440_61947489	22	40	7	23
chr12_63628081_63634219	3	8	3	5
chr12_64195587_64201638	40	10	0	0
chr12_64287349_64293377	23	7	0	0
chr12_66521519_66527684	3	15	1	0
chr12_66578267_66584409	6	12	0	1
chr12_67843805_67849821	16	24	11	13
chr12_67900208_67906224	14	4	0	0
chr12_69773410_69779441	17	21	0	0
chr12_70765020_70771163	4	4	0	0
chr12_71118072_71124103	10	11	0	0
chr12_72150397_72156542	0	31	0	0
chr12_7251131_7257263	9	3	6	2
chr12_72514640_72520656	8	14	1	5
chr12_72634504_72640519	8	21	1	0
chr12_73147617_73153645	4	12	0	3
chr12_73193623_73199787	3	10	0	0
chr12_73283667_73289668	3	9	0	0
chr12_73394809_73400830	3	13	1	8
chr12_74503521_74509541	2	7	0	1
chr12_74874868_74880901	17	12	1	1
chr12_76319624_76325685	2	21	0	0
chr12_77173381_77179424	14	24	0	0
chr12_77459286_77464442	5	2	0	0
chr12_77653964_77660122	14	20	2	15
chr12_78506430_78512587	3	14	0	0
chr12_79039621_79045645	0	2	0	0
chr12_80144055_80150076	3	9	0	0
chr12_80244169_80250184	18	10	0	0
chr12_80448375_80454445	6	7	0	0
chr12_80461876_80468017	17	32	13	27
chr12_80477525_80483539	1	13	0	5
chr12_81056342_81062394	3	4	0	0
chr12_83584266_83590245	0	19	0	0
chr12_84005904_84011930	8	13	1	1
chr12_85312419_85318459	22	38	12	23
chr12_85785425_85791541	2	19	2	7
chr12_86763875_86770022	5	8	0	0
chr12_87098406_87104423	4	5	0	0
chr12_87393951_87400055	3	8	0	0
chr12_88708857_88714885	22	10	1	0
chr12_90536603_90542635	15	8	0	0
chr12_92313998_92320023	15	11	0	0
chr12_92678206_92684347	4	14	0	0
chr12_95923545_95929565	1	1	0	0
chr12_9627298_9633386	2	6	2	1
chr12_96315942_96321971	0	8	0	0
chr12_96723682_96729837	10	6	1	0
chr12_97349408_97355558	6	23	0	0
chr12_97651133_97657167	2	10	0	2
chr12_97723839_97729872	10	5	1	1
chr12_99315677_99321808	0	4	0	0
chr12_99463307_99469450	1	11	0	0
chr13_100698082_100704117	6	4	0	0
chr13_102522020_102528176	5	5	0	0
chr13_104340349_104346508	1	1	1	0
chr13_106213540_106219555	3	2	0	0
chr13_106778245_106784404	4	4	0	0
chr13_106929331_106935363	16	4	0	0
chr13_107920656_107926706	7	0	0	0
chr13_108510472_108516495	8	6	0	0
chr13_19103712_19109724	18	7	7	3
chr13_19272995_19279012	2	4	0	1
chr13_21855728_21861909	3	16	0	2
chr13_22574736_22580850	5	9	0	0
chr13_24806647_24812668	0	15	0	1
chr13_28688077_28694338	0	36	0	10
chr13_29641706_29647706	1	0	0	0
chr13_31302314_31308370	26	6	0	0
chr13_33984674_33990692	22	5	1	0
chr13_34480262_34486294	7	16	0	0
chr13_35422150_35428282	4	12	0	0
chr13_36008229_36014237	18	16	0	0
chr13_37149952_37155982	3	25	0	0
chr13_37250340_37256381	11	8	6	2
chr13_38065372_38071518	1	15	1	1
chr13_38112136_38118185	11	11	8	7
chr13_39000817_39006875	7	5	0	0
chr13_40356290_40362321	8	8	0	0
chr13_40734919_40740945	19	6	0	0
chr13_40828819_40834834	13	11	3	2
chr13_40864571_40870598	8	4	1	0
chr13_41042308_41048414	24	4	12	1
chr13_41474356_41480738	6	15	3	10
chr13_42424880_42430912	11	23	0	0
chr13_45645030_45651067	27	11	10	8
chr13_45664064_45670213	0	11	0	0
chr13_47712138_47718308	2	13	0	0
chr13_47781888_47787912	10	11	0	0
chr13_48416129_48422515	5	27	3	23
chr13_48465555_48471566	29	5	0	0
chr13_49013626_49019628	5	13	3	2
chr13_49152513_49158535	48	21	41	18
chr13_50180295_50186330	0	6	0	0
chr13_50503044_50509169	0	16	0	0
chr13_50982054_50988070	26	5	17	1
chr13_51509717_51515838	1	6	1	1
chr13_51690196_51696329	2	5	0	0
chr13_52269640_52275659	2	0	0	0
chr13_58672617_58678643	14	5	0	0
chr13_60709752_60715784	0	12	0	0
chr13_66253762_66259788	5	4	0	0
chr13_71384560_71390704	0	5	0	0
chr13_72265482_72271624	3	7	0	6
chr13_72610246_72616287	0	4	0	1
chr13_74235944_74241970	10	11	0	0
chr13_74426326_74432354	3	10	2	6
chr13_74536448_74542369	2	0	0	0
chr13_75241169_75247314	0	2	0	0
chr13_75727624_75733777	9	5	0	1
chr13_76612823_76618851	0	0	0	0
chr13_77199027_77205061	4	5	0	0
chr13_78513206_78519393	0	10	0	0
chr13_79817055_79823218	1	2	0	0
chr13_79839668_79845817	1	8	0	0
chr13_80516861_80522982	0	9	0	6
chr13_81064093_81070238	0	4	0	2
chr13_82045349_82051380	3	1	0	0
chr13_85123204_85129221	4	1	0	0
chr13_85911792_85917919	1	2	0	0
chr13_89087885_89093918	7	9	0	0
chr13_90663982_90669995	6	5	0	0
chr13_92685561_92691592	4	1	0	0
chr13_92752475_92758488	1	6	1	3
chr13_93490518_93496537	0	7	0	6
chr13_94372199_94378191	8	10	0	0
chr13_95733699_95740837	0	4	0	0
chr13_96326180_96332208	9	4	0	0
chr13_97667408_97673440	13	11	0	1
chr13_97730412_97736443	11	10	9	3
chr14_101266199_101272227	10	9	0	0
chr14_18283818_18289864	1	0	0	0
chr14_20230574_20236301	2	7	2	2
chr14_20910598_20916745	5	38	3	22
chr14_22348921_22355065	3	13	0	7
chr14_22615641_22621763	29	19	16	10
chr14_24491435_24497569	0	5	0	4
chr14_24525954_24532097	2	4	0	0
chr14_25167086_25173204	1	10	0	5
chr14_25771319_25777467	2	11	1	6
chr14_25778863_25784872	2	10	0	2
chr14_26629268_26635299	14	12	4	4
chr14_26673315_26679374	11	19	2	1
chr14_27357544_27363655	1	12	0	5
chr14_27673059_27679095	14	4	0	0
chr14_28312502_28318523	4	8	0	0
chr14_28635670_28641795	0	4	0	0
chr14_30363537_30369568	30	12	1	0
chr14_30474044_30480062	17	13	0	0
chr14_30684809_30690837	15	13	0	0
chr14_32234597_32240754	2	10	2	3
chr14_32851160_32857308	11	13	4	6
chr14_34150072_34156225	1	13	0	2
chr14_36142656_36148690	9	23	5	13
chr14_36184549_36190694	3	15	1	0
chr14_36693923_36700082	3	20	0	0
chr14_37293328_37299451	37	10	9	1
chr14_37350918_37356933	18	24	2	5
chr14_37766796_37772831	15	10	0	0
chr14_38975192_38981648	2	9	1	5
chr14_39017171_39023327	3	28	2	22
chr14_39521539_39527458	9	3	0	0
chr14_39584278_39590291	5	44	4	31
chr14_39655916_39662030	5	25	5	21
chr14_39697592_39703740	0	12	0	6
chr14_39820033_39826163	2	26	1	0
chr14_40326207_40332209	4	8	0	0
chr14_40948916_40954934	16	9	0	0
chr14_41209338_41215358	11	6	2	1
chr14_41751766_41757899	1	6	0	0
chr14_42967511_42973555	36	15	20	10
chr14_43062334_43068363	5	11	1	5
chr14_43262062_43268079	6	20	5	14
chr14_43370269_43376295	8	15	5	13
chr14_43492185_43498201	1	3	0	0
chr14_43698653_43704668	5	2	0	0
chr14_44705080_44711104	18	8	0	0
chr14_45477110_45483169	0	6	0	0
chr14_45545716_45551885	3	23	1	0
chr14_45883227_45889258	59	12	30	11
chr14_46095420_46101548	0	7	0	0
chr14_46161140_46167282	7	39	6	32
chr14_46508563_46514741	8	16	1	0
chr14_47171654_47177809	2	12	0	2
chr14_47377247_47383356	2	9	2	6
chr14_47901173_47907197	29	15	0	0
chr14_48187082_48193113	8	12	0	0
chr14_48606742_48612848	4	2	0	0
chr14_49096714_49102732	6	18	0	0
chr14_51794601_51800632	17	15	9	3
chr14_53318040_53324215	1	6	0	0
chr14_54233877_54240023	1	15	0	0
chr14_56014010_56020042	7	12	2	1
chr14_56441818_56447831	19	3	0	0
chr14_56639511_56645657	6	8	0	0
chr14_56667527_56673561	19	8	0	0
chr14_57112210_57118214	11	0	1	0
chr14_57338082_57344117	37	11	15	6
chr14_58032539_58038561	8	11	0	0
chr14_59409450_59415609	7	13	0	0
chr14_59946504_59952523	13	7	0	0
chr14_60523259_60529424	2	16	0	0
chr14_60908337_60914469	5	6	2	4
chr14_61055116_61061148	36	11	0	0
chr14_62045454_62051619	1	7	0	0
chr14_62535851_62541882	3	12	0	0
chr14_62636558_62642711	26	25	13	19
chr14_63116706_63122735	7	9	0	0
chr14_67062673_67068092	8	38	2	18
chr14_67868071_67874097	1	14	0	1
chr14_68428765_68434891	8	12	0	0
chr14_69415930_69422143	4	27	0	5
chr14_70501314_70507441	0	14	0	2
chr14_70547290_70553322	16	3	0	0
chr14_71842964_71848996	4	16	0	0
chr14_71976262_71982313	9	10	0	0
chr14_79126178_79132202	1	3	0	0
chr14_79767758_79773791	4	7	1	1
chr14_80088527_80094682	1	7	0	0
chr14_82347549_82353568	11	13	9	6
chr14_83639298_83645330	1	9	0	1
chr14_85885595_85891616	6	14	5	6
chr14_86074489_86080517	5	8	3	0
chr14_86095934_86102041	1	3	0	0
chr14_86105459_86111494	4	14	2	7
chr14_86312232_86318377	1	23	0	7
chr14_87354740_87360855	7	11	0	0
chr14_88455733_88461846	6	7	0	1
chr14_90206773_90212804	8	23	0	0
chr14_91430864_91436893	12	15	0	0
chr14_91640244_91646233	36	10	0	0
chr14_92852827_92858975	11	19	0	1
chr14_93413032_93419170	11	37	10	29
chr15_100067771_100073922	7	11	0	0
chr15_100365266_100371301	8	15	7	8
chr15_100417071_100423096	8	1	0	0
chr15_101626450_101632475	49	16	0	0
chr15_19948218_19954369	0	5	0	0
chr15_20311030_20317051	3	0	2	0
chr15_23714069_23720096	4	5	1	2
chr15_27187726_27193872	2	2	0	0
chr15_30240360_30246398	0	0	0	0
chr15_30775177_30781390	0	4	0	0
chr15_30848621_30854753	0	5	0	0
chr15_31617776_31623903	0	3	0	0
chr15_32045683_32051786	1	13	1	6
chr15_32139925_32146049	4	15	2	2
chr15_32292269_32298310	0	0	0	0
chr15_35385846_35391984	12	6	4	4
chr15_36195372_36201389	3	4	2	3
chr15_37319965_37325741	2	21	1	19
chr15_37399471_37405476	0	6	0	0
chr15_37427156_37433181	0	6	0	0
chr15_38567626_38574032	2	34	1	25
chr15_38782749_38788763	6	7	0	0
chr15_39420570_39426588	11	11	6	7
chr15_43649975_43656002	3	2	3	0
chr15_44252034_44258049	6	5	0	0
chr15_46104553_46110666	4	5	0	0
chr15_46536240_46542382	6	16	6	14
chr15_47165532_47171560	0	0	0	0
chr15_49354233_49360252	3	3	0	0
chr15_49395983_49402014	5	9	0	0
chr15_49778509_49784518	12	24	0	0
chr15_51031621_51037649	8	27	0	0
chr15_51417216_51423246	18	16	0	0
chr15_51590946_51597084	23	35	11	8
chr15_53135442_53141475	8	12	0	0
chr15_53684199_53690229	5	10	2	0
chr15_54444822_54450917	0	5	0	2
chr15_54850725_54855879	2	27	0	11
chr15_54871705_54877844	3	7	2	2
chr15_55063993_55069991	12	15	2	4
chr15_56134618_56140628	34	8	0	0
chr15_56311143_56317177	15	10	0	0
chr15_56398989_56405142	0	13	0	0
chr15_58125731_58131761	12	6	0	0
chr15_58193368_58199552	1	7	0	4
chr15_61896237_61902274	6	4	0	0
chr15_64326660_64332685	8	17	5	15
chr15_67448229_67454359	8	1	2	0
chr15_69617030_69623160	4	11	0	0
chr15_70984634_70990781	4	14	0	0
chr15_71174139_71180152	37	14	12	7
chr15_73215934_73222082	1	2	0	0
chr15_73508419_73514470	16	6	0	0
chr15_77150514_77156644	0	6	0	0
chr15_78719832_78725853	0	3	0	0
chr15_79485783_79491818	12	17	6	8
chr15_79745087_79751113	39	18	2	2
chr15_81668513_81674504	21	7	0	0
chr15_81697165_81703174	3	15	0	2
chr15_81730280_81736308	23	22	5	6
chr15_81797930_81803963	5	17	0	9
chr15_81870667_81876699	16	8	0	0
chr15_82882881_82888919	19	7	0	0
chr15_83383651_83389616	2	7	0	0
chr15_83450804_83456834	9	7	0	0
chr15_85433963_85439965	11	7	0	0
chr15_86528094_86534125	7	14	0	1
chr15_87249763_87255874	1	17	1	5
chr15_87327389_87333416	10	7	0	0
chr15_87463738_87469749	9	4	0	0
chr15_87509891_87515920	59	16	17	10
chr15_89043903_89049907	6	11	0	0
chr15_89634318_89640301	30	13	4	0
chr15_91500665_91506649	20	13	0	0
chr15_93675399_93681428	8	15	0	0
chr15_97265580_97271604	11	9	0	0
chr15_97289925_97296313	3	7	0	0
chr15_97413295_97419473	9	29	4	12
chr15_97432693_97438849	0	11	0	0
chr16_12070183_12076303	5	15	3	4
chr16_17733165_17739300	7	3	4	0
chr16_21042672_21048703	2	15	0	0
chr16_21329023_21335176	28	31	12	13
chr16_26092617_26098745	3	21	1	6
chr16_31337869_31344038	0	6	0	3
