id	ip.a.counts	input.a.counts	ip.u.counts	input.u.counts
SVA_A_chr16_23453366	5	26	4	24
SVA_A_chr16_23495451	9	40	7	27
SVA_A_chr16_23617890	0	5	0	5
SVA_A_chr16_24433314	15	30	14	29
SVA_A_chr16_2725208	28	60	26	47
SVA_A_chr16_28945423	13	60	11	54
SVA_A_chr16_29764128	19	62	12	56
SVA_A_chr16_30158670	69	116	37	73
SVA_A_chr16_30569425	9	66	9	66
SVA_A_chr16_31222486	36	106	36	100
SVA_A_chr16_3704586	29	105	24	92
SVA_A_chr16_47105066	10	24	9	16
SVA_A_chr16_4738461	26	120	23	116
SVA_A_chr16_48058550	44	47	19	12
SVA_A_chr16_5138906	23	82	22	77
SVA_A_chr16_52767471	0	2	0	1
SVA_A_chr16_53624781	141	106	101	55
SVA_A_chr16_55461879	0	4	0	4
SVA_A_chr16_55461976	0	0	0	0
SVA_A_chr16_55988419	95	106	63	73
SVA_A_chr16_56026138	6	43	6	41
SVA_A_chr16_56213524	3	41	3	41
SVA_A_chr16_56631713	36	39	36	39
SVA_A_chr16_602996	50	77	45	69
SVA_A_chr16_60697562	9	40	9	39
SVA_A_chr16_61506099	3	28	3	18
SVA_A_chr16_62111383	6	35	6	33
SVA_A_chr16_68621849	3	42	3	37
SVA_A_chr16_69143021	19	31	19	31
SVA_A_chr16_69750336	14	36	14	36
SVA_A_chr16_69750658	2	59	1	44
SVA_A_chr16_69881675	7	19	7	19
SVA_A_chr16_69881993	5	13	0	0
SVA_A_chr16_70931248	0	3	0	0
SVA_A_chr16_71997327	14	56	14	45
SVA_A_chr16_85690334	28	91	28	90
SVA_A_chr16_9166489	59	74	5	20
SVA_A_chr16_9349586	105	234	59	163
SVA_A_chr16_GL383557v1_alt_86789	0	0	0	0
SVA_A_chr16_KI270853v1_alt_571580	0	0	0	0
SVA_A_chr17_16144762	45	46	40	30
SVA_A_chr17_16680563	0	0	0	0
SVA_A_chr17_17938796	0	2	0	2
SVA_A_chr17_1795266	1	17	1	15
SVA_A_chr17_19118034	0	0	0	0
SVA_A_chr17_19684813	98	91	82	45
SVA_A_chr17_21523945	9	16	6	6
SVA_A_chr17_26939352	5	11	5	10
SVA_A_chr17_28338163	24	54	22	50
SVA_A_chr17_28658257	159	184	91	94
SVA_A_chr17_28836367	10	36	10	36
SVA_A_chr17_29035178	2	23	2	23
SVA_A_chr17_29035289	8	56	6	51
SVA_A_chr17_29532356	87	120	45	48
SVA_A_chr17_29884001	4	8	3	7
SVA_A_chr17_29995111	1	19	1	16
SVA_A_chr17_32178200	62	54	16	14
SVA_A_chr17_32205753	8	32	4	25
SVA_A_chr17_35797469	5	34	5	29
SVA_A_chr17_36287656	0	0	0	0
SVA_A_chr17_37344128	2	8	1	7
SVA_A_chr17_37420190	6	13	5	9
SVA_A_chr17_3808985	5	12	0	2
SVA_A_chr17_38091758	0	0	0	0
SVA_A_chr17_38228667	0	0	0	0
SVA_A_chr17_3847101	4	12	3	8
SVA_A_chr17_3847286	4	26	4	21
SVA_A_chr17_39857840	3	11	1	9
SVA_A_chr17_41076743	0	5	0	3
SVA_A_chr17_43073072	5	6	5	5
SVA_A_chr17_45184183	11	70	11	70
SVA_A_chr17_45594907	2	1	0	0
SVA_A_chr17_46250887	0	4	0	0
SVA_A_chr17_47514409	0	3	0	0
SVA_A_chr17_49418788	0	10	0	9
SVA_A_chr17_49418829	69	154	27	71
SVA_A_chr17_53139799	4	19	4	12
SVA_A_chr17_5586590	1	52	1	50
SVA_A_chr17_58075238	19	15	19	15
SVA_A_chr17_58208665	65	199	32	80
SVA_A_chr17_58704070	73	395	73	395
SVA_A_chr17_59658266	30	97	25	82
SVA_A_chr17_60644333	52	243	38	173
SVA_A_chr17_62298335	4	15	0	0
SVA_A_chr17_63674651	8	73	7	71
SVA_A_chr17_65015005	17	171	17	171
SVA_A_chr17_65116302	22	103	22	103
SVA_A_chr17_67729968	9	28	8	25
SVA_A_chr17_7008977	22	31	22	30
SVA_A_chr17_7493879	1	9	1	9
SVA_A_chr17_76359663	4	10	4	6
SVA_A_chr17_77093745	24	66	24	66
SVA_A_chr17_77277652	18	52	18	51
SVA_A_chr17_8106393	4	15	2	10
SVA_A_chr17_82045943	13	49	11	45
SVA_A_chr17_82453201	146	117	59	49
SVA_A_chr17_82498050	87	73	87	73
SVA_A_chr17_GL000258v2_alt_1193735	0	0	0	0
SVA_A_chr17_GL000258v2_alt_1193819	0	0	0	0
SVA_A_chr17_GL000258v2_alt_1467169	0	0	0	0
SVA_A_chr17_GL000258v2_alt_1467253	0	0	0	0
SVA_A_chr17_GL000258v2_alt_536515	0	0	0	0
SVA_A_chr17_GL000258v2_alt_632078	0	0	0	0
SVA_A_chr17_GL383566v1_alt_68545	0	0	0	0
SVA_A_chr17_JH159146v1_alt_226237	0	0	0	0
SVA_A_chr17_KI270729v1_random_280559	0	0	0	0
SVA_A_chr17_KI270857v1_alt_1580150	0	0	0	0
SVA_A_chr17_KI270857v1_alt_1659338	0	0	0	0
SVA_A_chr17_KI270857v1_alt_2263764	0	0	0	0
SVA_A_chr17_KI270857v1_alt_32001	0	0	0	0
SVA_A_chr17_KI270857v1_alt_522560	0	0	0	0
SVA_A_chr17_KI270908v1_alt_953307	0	0	0	0
SVA_A_chr18_10505447	41	138	10	65
SVA_A_chr18_12242897	129	139	35	86
SVA_A_chr18_12540899	15	53	15	52
SVA_A_chr18_13368916	13	35	9	29
SVA_A_chr18_14222334	7	9	2	3
SVA_A_chr18_14223572	22	50	17	42
SVA_A_chr18_14854909	6	18	3	14
SVA_A_chr18_21137044	105	102	60	44
SVA_A_chr18_21234977	9	57	8	45
SVA_A_chr18_33402730	7	27	7	27
SVA_A_chr18_35303843	25	88	25	88
SVA_A_chr18_46143551	0	22	0	21
SVA_A_chr18_50416885	22	105	9	43
SVA_A_chr18_51360525	8	32	4	7
SVA_A_chr18_58442808	2	26	2	26
SVA_A_chr18_58573625	5	11	4	9
SVA_A_chr18_59444322	7	42	6	36
SVA_A_chr18_62034342	1	16	0	14
SVA_A_chr18_6706840	14	67	14	67
SVA_A_chr18_67175764	10	14	10	14
SVA_A_chr18_70102890	12	31	6	18
SVA_A_chr18_9430274	47	16	20	9
SVA_A_chr18_GL383567v1_alt_124692	0	0	0	0
SVA_A_chr19_10028304	0	9	0	3
SVA_A_chr19_10462558	17	14	16	14
SVA_A_chr19_10597226	28	70	25	67
SVA_A_chr19_11058981	15	25	8	19
SVA_A_chr19_11440819	25	67	16	54
SVA_A_chr19_11513398	28	58	28	58
SVA_A_chr19_11532421	7	46	5	40
SVA_A_chr19_11532556	4	7	0	6
SVA_A_chr19_13632578	8	28	5	21
SVA_A_chr19_13782392	15	42	14	42
SVA_A_chr19_14387319	5	35	5	28
SVA_A_chr19_14930448	6	35	6	35
SVA_A_chr19_1498619	58	94	20	37
SVA_A_chr19_16292427	8	23	8	16
SVA_A_chr19_17847445	11	8	11	8
SVA_A_chr19_19414994	4	13	2	11
SVA_A_chr19_20175333	81	77	27	22
SVA_A_chr19_21258895	82	134	45	82
SVA_A_chr19_23069495	0	12	0	12
SVA_A_chr19_23289368	45	114	20	33
SVA_A_chr19_23963428	90	94	45	48
SVA_A_chr19_2794604	28	37	27	37
SVA_A_chr19_30564188	16	135	14	112
SVA_A_chr19_34048435	17	84	15	70
SVA_A_chr19_35101473	12	17	1	10
SVA_A_chr19_36080953	8	33	8	33
SVA_A_chr19_3640645	15	30	6	25
SVA_A_chr19_37943010	12	71	11	66
SVA_A_chr19_38363490	85	124	17	38
SVA_A_chr19_38807513	62	48	12	10
SVA_A_chr19_38808158	6	6	5	5
SVA_A_chr19_39287615	3	26	2	19
SVA_A_chr19_41373859	9	17	6	11
SVA_A_chr19_43705191	5	10	2	4
SVA_A_chr19_43705536	16	34	12	21
SVA_A_chr19_4634322	25	42	19	32
SVA_A_chr19_46764177	20	42	18	32
SVA_A_chr19_47101529	3	15	3	14
SVA_A_chr19_47472429	5	51	5	51
SVA_A_chr19_47472754	30	45	22	27
SVA_A_chr19_4786171	11	38	10	38
SVA_A_chr19_48111948	13	23	12	23
SVA_A_chr19_49245116	4	28	4	25
SVA_A_chr19_5194460	12	22	9	13
SVA_A_chr19_52719770	46	77	23	27
SVA_A_chr19_52818263	4	27	3	24
SVA_A_chr19_52854575	0	4	0	4
SVA_A_chr19_54901581	3	4	1	1
SVA_A_chr19_57637465	3	22	2	15
SVA_A_chr19_58048370	7	25	7	25
SVA_A_chr19_7969032	22	55	22	55
SVA_A_chr19_GL949746v1_alt_894438	0	0	0	0
SVA_A_chr19_GL949747v2_alt_546763	0	0	0	0
SVA_A_chr19_GL949747v2_alt_636242	0	0	0	0
SVA_A_chr19_GL949748v2_alt_881559	0	0	0	0
SVA_A_chr19_GL949748v2_alt_971026	0	0	0	0
SVA_A_chr19_GL949749v2_alt_998563	0	0	0	0
SVA_A_chr19_GL949750v2_alt_883645	0	0	0	0
SVA_A_chr19_GL949750v2_alt_973112	0	0	0	0
SVA_A_chr19_GL949751v2_alt_819938	0	0	0	0
SVA_A_chr19_GL949751v2_alt_909405	0	0	0	0
SVA_A_chr19_GL949752v1_alt_805941	0	0	0	0
SVA_A_chr19_GL949752v1_alt_893828	0	0	0	0
SVA_A_chr19_GL949753v2_alt_703201	0	0	0	0
SVA_A_chr19_KI270917v1_alt_180528	0	0	0	0
SVA_A_chr19_KI270920v1_alt_187601	0	0	0	0
SVA_A_chr19_KI270921v1_alt_271820	0	0	0	0
SVA_A_chr19_KI270922v1_alt_177531	0	0	0	0
SVA_A_chr19_KI270923v1_alt_178948	0	0	0	0
SVA_A_chr19_KI270929v1_alt_175799	0	0	0	0
SVA_A_chr19_KI270938v1_alt_884055	0	0	0	0
SVA_A_chr19_KI270938v1_alt_973522	0	0	0	0
SVA_A_chr1_110410059	30	86	30	83
SVA_A_chr1_112728413	84	161	15	56
SVA_A_chr1_113940030	19	186	12	108
SVA_A_chr1_114241851	366	796	189	342
SVA_A_chr1_115359360	145	161	79	75
SVA_A_chr1_121418421	4	6	0	6
SVA_A_chr1_14322134	0	4	0	4
SVA_A_chr1_145255294	1	0	1	0
SVA_A_chr1_145255421	0	0	0	0
SVA_A_chr1_146027965	5	51	2	34
SVA_A_chr1_150870872	4	12	4	10
SVA_A_chr1_151183889	36	101	28	88
SVA_A_chr1_155768740	4	26	4	24
SVA_A_chr1_155827723	11	37	8	30
SVA_A_chr1_15634848	3	22	3	20
SVA_A_chr1_159976792	0	21	0	17
SVA_A_chr1_160531445	54	157	33	78
SVA_A_chr1_161101044	22	23	18	21
SVA_A_chr1_162450830	31	83	9	41
SVA_A_chr1_162457574	5	29	3	19
SVA_A_chr1_163498008	97	149	50	78
SVA_A_chr1_164344928	10	29	10	25
SVA_A_chr1_16480119	0	9	0	4
SVA_A_chr1_165002930	0	1	0	1
SVA_A_chr1_167277606	7	54	7	54
SVA_A_chr1_167731867	4	38	4	38
SVA_A_chr1_167771003	71	204	24	117
SVA_A_chr1_167805646	54	217	16	109
SVA_A_chr1_169345438	1	2	0	0
SVA_A_chr1_17368830	0	2	0	0
SVA_A_chr1_173780989	6	24	1	18
SVA_A_chr1_174582469	3	33	2	28
SVA_A_chr1_17492999	4	11	4	8
SVA_A_chr1_178040132	9	50	9	45
SVA_A_chr1_181092523	14	96	6	75
SVA_A_chr1_183427087	93	131	19	46
SVA_A_chr1_185333832	9	36	9	33
SVA_A_chr1_187616766	60	73	37	20
SVA_A_chr1_193158367	6	33	5	15
SVA_A_chr1_198583647	142	113	61	35
SVA_A_chr1_203547101	18	97	18	97
SVA_A_chr1_205126699	18	55	18	44
SVA_A_chr1_205558510	3	10	3	10
SVA_A_chr1_205988023	4	5	4	3
SVA_A_chr1_206573171	23	101	23	84
SVA_A_chr1_211111288	28	1	17	0
SVA_A_chr1_220094843	2	15	2	12
SVA_A_chr1_225795593	61	113	16	38
SVA_A_chr1_225796887	7	21	7	21
SVA_A_chr1_226622815	0	8	0	4
SVA_A_chr1_227275584	343	144	199	55
SVA_A_chr1_227305281	0	2	0	2
SVA_A_chr1_228778800	7	31	7	30
SVA_A_chr1_229044962	2	23	2	22
SVA_A_chr1_229306334	13	31	10	24
SVA_A_chr1_230434571	15	74	15	71
SVA_A_chr1_232259644	25	104	25	104
SVA_A_chr1_234266878	137	109	10	10
SVA_A_chr1_236253704	2	20	2	19
SVA_A_chr1_238326486	32	155	14	42
SVA_A_chr1_24031430	27	60	5	6
SVA_A_chr1_241933465	2	20	1	13
SVA_A_chr1_242912666	0	0	0	0
SVA_A_chr1_244348770	9	41	5	33
SVA_A_chr1_24529875	4	34	4	33
SVA_A_chr1_246316235	0	11	0	8
SVA_A_chr1_246997074	7	30	5	27
SVA_A_chr1_24849322	8	26	8	26
SVA_A_chr1_30346369	5	48	3	25
SVA_A_chr1_33308781	107	74	40	23
SVA_A_chr1_35529070	5	5	5	5
SVA_A_chr1_36169845	11	55	11	50
SVA_A_chr1_38979902	11	27	11	24
SVA_A_chr1_38980312	0	9	0	4
SVA_A_chr1_39929839	14	61	12	49
SVA_A_chr1_42687639	7	47	7	47
SVA_A_chr1_45105014	21	24	4	7
SVA_A_chr1_45105812	38	60	17	29
SVA_A_chr1_45443113	7	18	7	18
SVA_A_chr1_45476939	6	23	6	23
SVA_A_chr1_45616449	7	40	6	38
SVA_A_chr1_50826874	20	34	9	7
SVA_A_chr1_51996481	9	46	8	45
SVA_A_chr1_52778289	5	21	5	16
SVA_A_chr1_53998352	7	47	7	44
SVA_A_chr1_59741640	11	38	11	37
SVA_A_chr1_61727947	0	5	0	4
SVA_A_chr1_72587822	5	34	5	34
SVA_A_chr1_74923176	0	0	0	0
SVA_A_chr1_75737171	1	4	1	4
SVA_A_chr1_76373020	1	22	1	16
SVA_A_chr1_77540869	8	18	7	18
SVA_A_chr1_84752203	1	15	1	15
SVA_A_chr1_8521338	4	18	4	18
SVA_A_chr1_9152268	15	31	15	31
SVA_A_chr1_92753324	8	23	8	23
SVA_A_chr1_92793154	1	27	1	26
SVA_A_chr1_94444353	1	12	1	9
SVA_A_chr1_9680151	2	26	2	16
SVA_A_chr1_9869389	6	15	6	12
SVA_A_chr1_99507564	69	94	20	50
SVA_A_chr1_GL383518v1_alt_70746	0	0	0	0
SVA_A_chr1_GL383520v2_alt_225052	0	0	0	0
SVA_A_chr20_16447852	18	99	18	98
SVA_A_chr20_18956381	9	9	9	8
SVA_A_chr20_21588926	6	26	4	17
SVA_A_chr20_2565405	0	4	0	4
SVA_A_chr20_2565521	3	10	3	7
SVA_A_chr20_28621318	0	3	0	1
SVA_A_chr20_306854	8	14	3	2
SVA_A_chr20_307134	1	8	1	7
SVA_A_chr20_3124216	14	35	1	5
SVA_A_chr20_3125133	42	34	12	9
SVA_A_chr20_31352810	0	1	0	0
SVA_A_chr20_32697308	9	38	9	37
SVA_A_chr20_32929570	6	25	2	17
SVA_A_chr20_33482072	5	10	5	10
SVA_A_chr20_33892553	3	37	3	32
SVA_A_chr20_34831551	13	49	13	42
SVA_A_chr20_34882092	5	14	5	13
SVA_A_chr20_36949316	17	17	17	16
SVA_A_chr20_42369191	4	52	1	44
SVA_A_chr20_47456285	86	445	45	248
SVA_A_chr20_49992862	46	90	45	87
SVA_A_chr20_5015100	3	24	3	21
SVA_A_chr20_5452297	31	87	19	46
SVA_A_chr20_5527010	2	19	2	16
SVA_A_chr20_6060803	0	3	0	3
SVA_A_chr20_9384800	201	162	113	88
SVA_A_chr21_13048332	0	0	0	0
SVA_A_chr21_13379624	19	0	14	0
SVA_A_chr21_13380646	3	28	2	28
SVA_A_chr21_13934253	83	50	63	37
