id	ip.a.counts	input.a.counts	ip.u.counts	input.u.counts
SVA_A_chr11_70752212	3	29	3	26
SVA_A_chr11_71797811	0	1	0	0
SVA_A_chr11_72909040	70	125	27	71
SVA_A_chr11_74128568	60	101	11	6
SVA_A_chr11_74149429	6	34	4	28
SVA_A_chr11_77801846	5	21	3	10
SVA_A_chr11_78879005	38	68	15	10
SVA_A_chr11_82576640	1	5	1	1
SVA_A_chr11_85667100	3	15	1	4
SVA_A_chr11_8610351	19	40	19	40
SVA_A_chr11_86155426	10	40	10	34
SVA_A_chr11_8731555	14	99	11	94
SVA_A_chr11_87752541	2	73	2	73
SVA_A_chr11_91062881	16	25	0	1
SVA_A_chr11_9478682	5	63	5	62
SVA_A_chr11_KI270832v1_alt_46483	0	0	0	0
SVA_A_chr12_101903760	6	20	6	14
SVA_A_chr12_101903884	11	54	11	54
SVA_A_chr12_102088711	80	73	32	28
SVA_A_chr12_104522662	6	22	6	17
SVA_A_chr12_107323256	0	13	0	13
SVA_A_chr12_109334334	12	83	8	73
SVA_A_chr12_109490897	0	6	0	6
SVA_A_chr12_114468410	11	37	7	28
SVA_A_chr12_11458369	100	212	51	92
SVA_A_chr12_117915802	8	51	8	51
SVA_A_chr12_118521470	1	33	1	26
SVA_A_chr12_120277491	207	287	113	195
SVA_A_chr12_121394439	13	52	13	50
SVA_A_chr12_124920570	9	46	6	32
SVA_A_chr12_128637663	5	46	5	46
SVA_A_chr12_130598875	33	79	25	76
SVA_A_chr12_18519922	6	53	1	29
SVA_A_chr12_19337730	8	36	1	9
SVA_A_chr12_1947810	34	231	31	197
SVA_A_chr12_29171790	73	202	56	133
SVA_A_chr12_29740194	14	82	12	70
SVA_A_chr12_29740670	43	210	43	210
SVA_A_chr12_30566384	51	304	45	280
SVA_A_chr12_3768101	24	108	22	91
SVA_A_chr12_3768351	3	33	0	0
SVA_A_chr12_43718425	12	63	12	63
SVA_A_chr12_45999607	95	210	41	111
SVA_A_chr12_48641329	63	164	25	43
SVA_A_chr12_50512074	5	12	4	10
SVA_A_chr12_51087315	13	68	12	66
SVA_A_chr12_51163624	9	13	6	5
SVA_A_chr12_51854390	12	5	12	5
SVA_A_chr12_51857646	19	36	19	36
SVA_A_chr12_52152770	28	104	28	104
SVA_A_chr12_53638559	20	103	18	99
SVA_A_chr12_56057659	1	18	1	14
SVA_A_chr12_56493195	25	58	8	19
SVA_A_chr12_56494146	26	52	20	10
SVA_A_chr12_56573777	13	22	6	15
SVA_A_chr12_56637992	2	21	1	15
SVA_A_chr12_56638117	13	37	13	37
SVA_A_chr12_57664489	50	135	22	64
SVA_A_chr12_59728507	12	76	12	76
SVA_A_chr12_62010136	69	206	29	121
SVA_A_chr12_65000591	9	35	9	20
SVA_A_chr12_66174418	104	227	48	147
SVA_A_chr12_6654182	51	156	51	156
SVA_A_chr12_67194656	8	57	8	50
SVA_A_chr12_68622846	12	105	12	100
SVA_A_chr12_6920861	12	99	12	97
SVA_A_chr12_69806580	86	140	41	83
SVA_A_chr12_70192538	4	76	4	54
SVA_A_chr12_7686438	43	329	43	325
SVA_A_chr12_7773182	39	263	36	236
SVA_A_chr12_84737994	5	71	5	64
SVA_A_chr12_92700148	10	46	10	37
SVA_A_chr12_95490560	33	76	33	76
SVA_A_chr12_96169265	8	13	7	2
SVA_A_chr13_18835788	26	61	15	37
SVA_A_chr13_19929977	6	34	6	31
SVA_A_chr13_30402170	4	11	4	11
SVA_A_chr13_30402316	7	39	7	39
SVA_A_chr13_30545197	2	34	1	33
SVA_A_chr13_32595843	1	10	1	7
SVA_A_chr13_35842403	4	24	4	21
SVA_A_chr13_40220840	1	26	1	23
SVA_A_chr13_41571399	21	62	7	35
SVA_A_chr13_42476260	7	18	0	1
SVA_A_chr13_43415369	43	65	9	21
SVA_A_chr13_46284021	3	25	0	8
SVA_A_chr13_46476286	4	13	4	6
SVA_A_chr13_47930638	16	20	16	18
SVA_A_chr13_51104394	0	3	0	3
SVA_A_chr13_51924252	4	23	3	11
SVA_A_chr13_61330655	1	1	1	1
SVA_A_chr13_91663862	7	25	7	25
SVA_A_chr13_96401976	0	4	0	4
SVA_A_chr13_98656209	12	23	11	21
SVA_A_chr13_KI270840v1_alt_137438	0	0	0	0
SVA_A_chr14_103330992	4	24	3	22
SVA_A_chr14_103614022	8	42	8	42
SVA_A_chr14_103769450	10	42	10	41
SVA_A_chr14_104683085	4	36	4	36
SVA_A_chr14_21218714	6	18	6	15
SVA_A_chr14_22100695	20	33	18	23
SVA_A_chr14_22310542	5	33	5	33
SVA_A_chr14_23107519	12	15	10	15
SVA_A_chr14_23107699	27	41	8	6
SVA_A_chr14_31147921	2	12	2	12
SVA_A_chr14_31360951	2	30	2	18
SVA_A_chr14_31803896	0	5	0	5
SVA_A_chr14_34619882	16	85	16	83
SVA_A_chr14_35743541	2	10	2	8
SVA_A_chr14_38619419	0	12	0	6
SVA_A_chr14_38718142	10	46	10	43
SVA_A_chr14_45634483	50	131	30	86
SVA_A_chr14_50132177	5	34	4	21
SVA_A_chr14_50214550	8	27	7	27
SVA_A_chr14_51366617	18	68	7	28
SVA_A_chr14_55226272	6	14	6	13
SVA_A_chr14_59058297	41	87	2	16
SVA_A_chr14_65408863	7	20	7	19
SVA_A_chr14_65716446	15	44	10	32
SVA_A_chr14_67340669	42	113	18	48
SVA_A_chr14_67342227	3	1	3	1
SVA_A_chr14_67803067	5	35	4	31
SVA_A_chr14_73501532	3	13	3	13
SVA_A_chr14_76307327	4	26	4	16
SVA_A_chr14_77178411	7	5	3	2
SVA_A_chr14_77395957	8	34	2	20
SVA_A_chr14_77489532	8	13	3	5
SVA_A_chr14_79749417	1	30	1	30
SVA_A_chr14_79749561	10	43	10	42
SVA_A_chr14_82885343	8	18	7	17
SVA_A_chr14_92065990	1	23	1	20
SVA_A_chr14_92187047	52	100	28	55
SVA_A_chr15_100580061	10	39	10	39
SVA_A_chr15_22803267	17	41	16	41
SVA_A_chr15_22988875	10	52	9	44
SVA_A_chr15_31253432	6	16	4	5
SVA_A_chr15_31253554	0	20	0	16
SVA_A_chr15_35081482	27	46	17	33
SVA_A_chr15_35082501	40	45	20	27
SVA_A_chr15_35085308	5	21	1	8
SVA_A_chr15_36696615	6	21	5	20
SVA_A_chr15_38185348	4	25	0	14
SVA_A_chr15_40198372	6	20	6	18
SVA_A_chr15_40694881	2	71	2	69
SVA_A_chr15_41193325	12	83	12	82
SVA_A_chr15_41577173	16	39	16	32
SVA_A_chr15_43830045	4	25	4	25
SVA_A_chr15_48770220	2	38	2	38
SVA_A_chr15_55445041	45	137	24	99
SVA_A_chr15_58428560	8	49	8	49
SVA_A_chr15_59052642	0	6	0	6
SVA_A_chr15_59579801	9	53	9	52
SVA_A_chr15_61039764	32	38	28	37
SVA_A_chr15_62995947	6	13	6	10
SVA_A_chr15_63096754	12	32	12	32
SVA_A_chr15_64890860	6	36	4	29
SVA_A_chr15_64890978	14	66	14	66
SVA_A_chr15_65293595	1	44	1	40
SVA_A_chr15_65757311	6	58	5	51
SVA_A_chr15_68221211	45	144	14	34
SVA_A_chr15_71343099	1	6	1	0
SVA_A_chr15_72042194	8	66	8	59
SVA_A_chr15_72098712	10	62	10	60
SVA_A_chr15_73401738	18	73	18	68
SVA_A_chr15_74690654	11	64	11	64
SVA_A_chr15_74728293	80	134	15	22
SVA_A_chr15_78091032	15	100	9	95
SVA_A_chr15_82621185	14	72	13	60
SVA_A_chr15_83294922	6	50	6	37
SVA_A_chr15_90171899	4	40	3	30
SVA_A_chr15_93495480	2	13	1	8
SVA_A_chr15_KI270848v1_alt_85877	0	0	0	0
SVA_A_chr16_11266483	13	39	10	30
SVA_A_chr16_11266717	21	48	21	35
SVA_A_chr16_1710086	44	70	43	64
SVA_A_chr16_18701228	1	1	1	0
SVA_A_chr16_21824715	0	2	0	1
SVA_A_chr16_23453366	4	37	4	30
SVA_A_chr16_23495451	5	39	1	28
SVA_A_chr16_23617890	0	5	0	5
SVA_A_chr16_24433314	4	40	3	38
SVA_A_chr16_2725208	44	58	40	56
SVA_A_chr16_28945423	27	89	24	76
SVA_A_chr16_29764128	7	108	6	90
SVA_A_chr16_30158670	43	140	30	82
SVA_A_chr16_30569425	9	50	9	50
SVA_A_chr16_31222486	34	97	34	96
SVA_A_chr16_3704586	40	120	38	114
SVA_A_chr16_47105066	3	70	3	56
SVA_A_chr16_4738461	29	144	29	134
SVA_A_chr16_48058550	54	93	10	32
SVA_A_chr16_5138906	12	79	12	77
SVA_A_chr16_52767471	3	49	2	24
SVA_A_chr16_53624781	127	218	98	119
SVA_A_chr16_55461879	1	10	1	6
SVA_A_chr16_55461976	2	7	2	7
SVA_A_chr16_55988419	148	269	101	160
SVA_A_chr16_56026138	16	95	15	88
SVA_A_chr16_56213524	2	74	2	74
SVA_A_chr16_56631713	28	106	28	102
SVA_A_chr16_602996	45	104	37	91
SVA_A_chr16_60697562	4	71	3	66
SVA_A_chr16_61506099	5	54	5	39
SVA_A_chr16_62111383	7	118	6	98
SVA_A_chr16_68621849	4	50	4	44
SVA_A_chr16_69143021	26	56	26	56
SVA_A_chr16_69750336	25	43	25	43
SVA_A_chr16_69750658	18	46	11	29
SVA_A_chr16_69881675	6	18	6	18
SVA_A_chr16_69881993	15	22	0	0
SVA_A_chr16_70931248	0	0	0	0
SVA_A_chr16_71997327	8	47	8	29
SVA_A_chr16_85690334	29	76	29	67
SVA_A_chr16_9166489	27	83	1	28
SVA_A_chr16_9349586	84	203	52	149
SVA_A_chr16_GL383557v1_alt_86789	0	0	0	0
SVA_A_chr16_KI270853v1_alt_571580	0	0	0	0
SVA_A_chr17_16144762	42	67	39	62
SVA_A_chr17_16680563	4	3	1	2
SVA_A_chr17_17938796	0	2	0	2
SVA_A_chr17_1795266	7	16	7	12
SVA_A_chr17_19118034	0	0	0	0
SVA_A_chr17_19684813	135	144	117	92
SVA_A_chr17_21523945	1	37	0	23
SVA_A_chr17_26939352	6	15	5	12
SVA_A_chr17_28338163	22	100	19	89
SVA_A_chr17_28658257	211	262	135	145
SVA_A_chr17_28836367	17	75	17	75
SVA_A_chr17_29035178	11	28	11	22
SVA_A_chr17_29035289	18	82	16	72
SVA_A_chr17_29532356	112	184	49	96
SVA_A_chr17_29884001	6	38	5	20
SVA_A_chr17_29995111	1	11	1	10
SVA_A_chr17_32178200	80	166	34	48
SVA_A_chr17_32205753	13	108	11	94
SVA_A_chr17_35797469	6	86	6	77
SVA_A_chr17_36287656	0	0	0	0
SVA_A_chr17_37344128	5	28	4	19
SVA_A_chr17_37420190	14	55	8	32
SVA_A_chr17_3808985	11	22	6	3
SVA_A_chr17_38091758	0	0	0	0
SVA_A_chr17_38228667	0	0	0	0
SVA_A_chr17_3847101	1	12	1	6
SVA_A_chr17_3847286	14	51	12	31
SVA_A_chr17_39857840	4	62	2	39
SVA_A_chr17_41076743	2	20	1	9
SVA_A_chr17_43073072	2	24	2	22
SVA_A_chr17_45184183	32	141	32	139
SVA_A_chr17_45594907	0	5	0	0
SVA_A_chr17_46250887	0	9	0	0
SVA_A_chr17_47514409	0	2	0	0
SVA_A_chr17_49418788	3	6	2	3
SVA_A_chr17_49418829	71	149	26	67
SVA_A_chr17_53139799	1	21	0	12
SVA_A_chr17_5586590	10	66	9	57
SVA_A_chr17_58075238	14	8	14	7
SVA_A_chr17_58208665	41	121	16	50
SVA_A_chr17_58704070	11	50	11	50
SVA_A_chr17_59658266	3	60	2	47
SVA_A_chr17_60644333	9	37	8	28
SVA_A_chr17_62298335	0	19	0	0
SVA_A_chr17_63674651	14	48	12	45
SVA_A_chr17_65015005	32	125	32	125
SVA_A_chr17_65116302	8	83	8	83
SVA_A_chr17_67729968	4	31	4	30
SVA_A_chr17_7008977	24	87	22	86
SVA_A_chr17_7493879	4	12	4	12
SVA_A_chr17_76359663	18	18	18	14
SVA_A_chr17_77093745	26	105	26	105
SVA_A_chr17_77277652	42	103	40	102
SVA_A_chr17_8106393	7	36	6	25
SVA_A_chr17_82045943	27	87	27	77
SVA_A_chr17_82453201	117	156	55	70
SVA_A_chr17_82498050	64	128	64	128
SVA_A_chr17_GL000258v2_alt_1193735	0	0	0	0
SVA_A_chr17_GL000258v2_alt_1193819	0	0	0	0
SVA_A_chr17_GL000258v2_alt_1467169	0	0	0	0
SVA_A_chr17_GL000258v2_alt_1467253	0	0	0	0
SVA_A_chr17_GL000258v2_alt_536515	0	0	0	0
SVA_A_chr17_GL000258v2_alt_632078	0	0	0	0
SVA_A_chr17_GL383566v1_alt_68545	0	0	0	0
SVA_A_chr17_JH159146v1_alt_226237	0	0	0	0
SVA_A_chr17_KI270729v1_random_280559	0	0	0	0
SVA_A_chr17_KI270857v1_alt_1580150	0	0	0	0
SVA_A_chr17_KI270857v1_alt_1659338	0	0	0	0
SVA_A_chr17_KI270857v1_alt_2263764	0	0	0	0
SVA_A_chr17_KI270857v1_alt_32001	0	0	0	0
SVA_A_chr17_KI270857v1_alt_522560	0	0	0	0
SVA_A_chr17_KI270908v1_alt_953307	0	0	0	0
SVA_A_chr18_10505447	46	152	23	84
SVA_A_chr18_12242897	114	146	45	67
SVA_A_chr18_12540899	11	55	10	54
SVA_A_chr18_13368916	16	49	10	37
SVA_A_chr18_14222334	1	6	0	5
SVA_A_chr18_14223572	9	67	6	51
SVA_A_chr18_14854909	7	13	6	10
SVA_A_chr18_21137044	90	101	40	53
SVA_A_chr18_21234977	5	58	5	46
SVA_A_chr18_33402730	11	33	11	33
SVA_A_chr18_35303843	16	104	16	104
SVA_A_chr18_46143551	9	43	8	36
SVA_A_chr18_50416885	30	122	10	62
SVA_A_chr18_51360525	11	41	3	10
SVA_A_chr18_58442808	1	49	1	48
SVA_A_chr18_58573625	2	18	1	7
SVA_A_chr18_59444322	5	44	4	33
SVA_A_chr18_62034342	2	15	1	9
SVA_A_chr18_6706840	12	39	12	39
SVA_A_chr18_67175764	2	13	2	13
SVA_A_chr18_70102890	21	43	9	20
SVA_A_chr18_9430274	9	15	0	5
SVA_A_chr18_GL383567v1_alt_124692	0	0	0	0
SVA_A_chr19_10028304	2	13	1	3
SVA_A_chr19_10462558	42	54	41	52
SVA_A_chr19_10597226	32	105	29	91
SVA_A_chr19_11058981	16	56	10	49
SVA_A_chr19_11440819	27	85	24	68
SVA_A_chr19_11513398	16	97	16	97
SVA_A_chr19_11532421	16	63	13	59
SVA_A_chr19_11532556	4	12	3	7
SVA_A_chr19_13632578	31	92	30	80
SVA_A_chr19_13782392	6	55	6	55
SVA_A_chr19_14387319	23	77	22	69
SVA_A_chr19_14930448	11	51	11	51
SVA_A_chr19_1498619	91	201	32	62
SVA_A_chr19_16292427	35	62	24	44
SVA_A_chr19_17847445	6	10	6	9
SVA_A_chr19_19414994	8	28	7	23
SVA_A_chr19_20175333	77	140	19	22
SVA_A_chr19_21258895	76	237	39	137
SVA_A_chr19_23069495	7	31	7	26
SVA_A_chr19_23289368	77	162	24	43
SVA_A_chr19_23963428	77	173	39	44
SVA_A_chr19_2794604	81	93	74	88
SVA_A_chr19_30564188	31	155	28	138
SVA_A_chr19_34048435	16	81	15	76
SVA_A_chr19_35101473	15	26	4	8
SVA_A_chr19_36080953	16	27	16	27
SVA_A_chr19_3640645	56	74	46	61
SVA_A_chr19_37943010	27	89	26	81
SVA_A_chr19_38363490	52	118	6	31
SVA_A_chr19_38807513	41	54	17	5
SVA_A_chr19_38808158	8	14	8	12
SVA_A_chr19_39287615	4	19	4	15
SVA_A_chr19_41373859	9	52	7	29
SVA_A_chr19_43705191	5	9	1	1
SVA_A_chr19_43705536	5	42	4	29
SVA_A_chr19_4634322	36	145	33	119
SVA_A_chr19_46764177	10	56	5	42
SVA_A_chr19_47101529	10	8	10	6
SVA_A_chr19_47472429	4	23	4	23
SVA_A_chr19_47472754	14	35	12	20
SVA_A_chr19_4786171	15	49	11	44
SVA_A_chr19_48111948	20	38	19	34
SVA_A_chr19_49245116	4	31	3	27
SVA_A_chr19_5194460	22	69	20	63
SVA_A_chr19_52719770	52	90	26	23
SVA_A_chr19_52818263	7	28	7	25
SVA_A_chr19_52854575	1	6	1	4
SVA_A_chr19_54901581	8	16	6	8
SVA_A_chr19_57637465	7	25	1	9
SVA_A_chr19_58048370	9	25	9	25
SVA_A_chr19_7969032	49	139	49	139
SVA_A_chr19_GL949746v1_alt_894438	0	0	0	0
SVA_A_chr19_GL949747v2_alt_546763	0	0	0	0
SVA_A_chr19_GL949747v2_alt_636242	0	0	0	0
SVA_A_chr19_GL949748v2_alt_881559	0	0	0	0
SVA_A_chr19_GL949748v2_alt_971026	0	0	0	0
SVA_A_chr19_GL949749v2_alt_998563	0	0	0	0
SVA_A_chr19_GL949750v2_alt_883645	0	0	0	0
SVA_A_chr19_GL949750v2_alt_973112	0	0	0	0
SVA_A_chr19_GL949751v2_alt_819938	0	0	0	0
SVA_A_chr19_GL949751v2_alt_909405	0	0	0	0
SVA_A_chr19_GL949752v1_alt_805941	0	0	0	0
SVA_A_chr19_GL949752v1_alt_893828	0	0	0	0
SVA_A_chr19_GL949753v2_alt_703201	0	0	0	0
SVA_A_chr19_KI270917v1_alt_180528	0	0	0	0
SVA_A_chr19_KI270920v1_alt_187601	0	0	0	0
SVA_A_chr19_KI270921v1_alt_271820	0	0	0	0
SVA_A_chr19_KI270922v1_alt_177531	0	0	0	0
SVA_A_chr19_KI270923v1_alt_178948	0	0	0	0
SVA_A_chr19_KI270929v1_alt_175799	0	0	0	0
SVA_A_chr19_KI270938v1_alt_884055	0	0	0	0
SVA_A_chr19_KI270938v1_alt_973522	0	0	0	0
SVA_A_chr1_110410059	30	105	26	93
SVA_A_chr1_112728413	57	194	11	51
SVA_A_chr1_113940030	9	65	4	30
SVA_A_chr1_114241851	72	250	43	147
SVA_A_chr1_115359360	97	97	48	38
SVA_A_chr1_121418421	5	21	5	18
SVA_A_chr1_14322134	1	3	1	3
SVA_A_chr1_145255294	0	0	0	0
SVA_A_chr1_145255421	0	0	0	0
SVA_A_chr1_146027965	9	45	8	33
SVA_A_chr1_150870872	2	17	2	7
SVA_A_chr1_151183889	27	62	24	58
SVA_A_chr1_155768740	5	34	5	34
SVA_A_chr1_155827723	4	35	2	25
SVA_A_chr1_15634848	16	48	13	34
SVA_A_chr1_159976792	2	34	2	29
SVA_A_chr1_160531445	49	256	25	127
SVA_A_chr1_161101044	39	40	38	36
SVA_A_chr1_162450830	27	83	10	42
SVA_A_chr1_162457574	21	45	15	24
SVA_A_chr1_163498008	131	195	62	84
SVA_A_chr1_164344928	9	36	9	36
SVA_A_chr1_16480119	1	21	1	17
SVA_A_chr1_165002930	1	3	1	3
SVA_A_chr1_167277606	3	50	3	50
SVA_A_chr1_167731867	9	43	9	43
SVA_A_chr1_167771003	75	246	35	151
SVA_A_chr1_167805646	76	269	32	153
SVA_A_chr1_169345438	4	8	4	5
SVA_A_chr1_17368830	8	30	2	12
SVA_A_chr1_173780989	14	19	8	14
SVA_A_chr1_174582469	11	45	9	32
SVA_A_chr1_17492999	2	43	2	31
SVA_A_chr1_178040132	13	61	10	56
SVA_A_chr1_181092523	6	56	6	48
SVA_A_chr1_183427087	37	102	8	31
SVA_A_chr1_185333832	3	24	3	19
SVA_A_chr1_187616766	41	69	19	31
SVA_A_chr1_193158367	3	23	2	11
SVA_A_chr1_198583647	45	57	22	24
SVA_A_chr1_203547101	6	81	6	81
SVA_A_chr1_205126699	5	31	3	22
SVA_A_chr1_205558510	4	18	4	18
SVA_A_chr1_205988023	9	5	9	4
SVA_A_chr1_206573171	7	62	7	52
SVA_A_chr1_211111288	54	46	39	35
SVA_A_chr1_220094843	4	43	3	38
SVA_A_chr1_225795593	52	125	23	49
SVA_A_chr1_225796887	24	18	24	18
SVA_A_chr1_226622815	1	17	0	7
SVA_A_chr1_227275584	167	206	66	81
SVA_A_chr1_227305281	0	3	0	3
SVA_A_chr1_228778800	6	57	6	53
SVA_A_chr1_229044962	2	40	1	29
SVA_A_chr1_229306334	11	51	10	37
SVA_A_chr1_230434571	20	96	19	93
SVA_A_chr1_232259644	17	168	17	168
SVA_A_chr1_234266878	150	179	30	40
SVA_A_chr1_236253704	11	50	11	49
SVA_A_chr1_238326486	64	171	16	34
SVA_A_chr1_24031430	56	158	9	14
SVA_A_chr1_241933465	11	27	6	17
SVA_A_chr1_242912666	4	2	0	0
SVA_A_chr1_244348770	15	85	13	59
SVA_A_chr1_24529875	13	58	11	56
SVA_A_chr1_246316235	3	18	3	16
SVA_A_chr1_246997074	23	45	23	40
SVA_A_chr1_24849322	18	66	18	66
SVA_A_chr1_30346369	24	89	18	50
SVA_A_chr1_33308781	162	188	60	64
SVA_A_chr1_35529070	2	23	2	22
SVA_A_chr1_36169845	20	128	18	113
SVA_A_chr1_38979902	7	66	7	61
SVA_A_chr1_38980312	4	36	1	22
SVA_A_chr1_39929839	28	150	19	126
SVA_A_chr1_42687639	18	102	18	102
SVA_A_chr1_45105014	24	64	11	16
SVA_A_chr1_45105812	30	104	15	64
SVA_A_chr1_45443113	5	41	5	41
SVA_A_chr1_45476939	15	123	15	122
SVA_A_chr1_45616449	5	47	5	42
SVA_A_chr1_50826874	39	63	14	12
SVA_A_chr1_51996481	18	100	15	75
SVA_A_chr1_52778289	16	39	11	28
SVA_A_chr1_53998352	16	121	16	98
SVA_A_chr1_59741640	21	83	21	81
SVA_A_chr1_61727947	9	11	8	9
SVA_A_chr1_72587822	13	80	13	80
SVA_A_chr1_74923176	0	11	0	5
SVA_A_chr1_75737171	2	25	1	17
SVA_A_chr1_76373020	10	49	4	29
SVA_A_chr1_77540869	6	51	6	48
SVA_A_chr1_84752203	6	90	6	90
SVA_A_chr1_8521338	1	37	1	37
SVA_A_chr1_9152268	41	48	41	48
SVA_A_chr1_92753324	2	50	2	50
SVA_A_chr1_92793154	11	36	9	36
SVA_A_chr1_94444353	5	31	5	22
SVA_A_chr1_9680151	10	78	6	51
SVA_A_chr1_9869389	10	60	7	45
SVA_A_chr1_99507564	88	171	35	81
SVA_A_chr1_GL383518v1_alt_70746	0	0	0	0
SVA_A_chr1_GL383520v2_alt_225052	0	0	0	0
SVA_A_chr20_16447852	12	90	12	89
SVA_A_chr20_18956381	11	35	11	26
SVA_A_chr20_21588926	3	35	2	22
SVA_A_chr20_2565405	2	16	2	16
SVA_A_chr20_2565521	2	36	2	34
SVA_A_chr20_28621318	0	0	0	0
SVA_A_chr20_306854	11	36	3	19
SVA_A_chr20_307134	7	25	7	20
SVA_A_chr20_3124216	39	109	7	23
SVA_A_chr20_3125133	76	98	31	39
SVA_A_chr20_31352810	1	5	0	2
SVA_A_chr20_32697308	8	51	8	51
SVA_A_chr20_32929570	5	55	0	28
SVA_A_chr20_33482072	2	23	2	20
SVA_A_chr20_33892553	30	106	30	106
SVA_A_chr20_34831551	15	76	12	61
SVA_A_chr20_34882092	24	65	19	56
SVA_A_chr20_36949316	22	45	19	44
SVA_A_chr20_42369191	4	42	3	35
SVA_A_chr20_47456285	10	51	6	30
SVA_A_chr20_49992862	12	47	10	45
SVA_A_chr20_5015100	15	89	14	86
SVA_A_chr20_5452297	99	230	50	119
SVA_A_chr20_5527010	9	47	7	37
SVA_A_chr20_6060803	1	14	1	14
SVA_A_chr20_9384800	300	222	163	99
SVA_A_chr21_13048332	0	0	0	0
SVA_A_chr21_13379624	13	47	10	39
SVA_A_chr21_13380646	7	24	3	19
SVA_A_chr21_13934253	59	106	44	69
