#'chr'	'start'	'end'	'hg38_PE75_20kb_accuracy.bw'
chr1	108576307	108578640	0.8187364866741025
chr1	112154800	112160810	0.7489556808685066
chr1	112221419	112227438	0.6919906665459801
chr1	113359473	113360632	0.7234593277557643
chr1	113360589	113362950	0.5250113623515892
chr1	115147822	115153959	0.7821765049323209
chr1	115625735	115627078	0.7034658762561857
chr1	118280888	118286905	0.703315570541884
chr1	118575348	118578116	0.46364314225367725
chr1	119058308	119059758	0.6175088607853857
chr1	121309426	121314863	0.8930971288943189
chr1	143558091	143564124	0.8831194324254709
chr1	144965216	144970658	0.8613037447988904
chr1	146868404	146872517	0.6511293476287486
chr1	147423219	147429241	0.680367169072168
chr1	152431212	152436703	0.7344444820111812
chr1	152955577	152956879	0.5014002028789755
chr1	158761667	158763794	0.5475379337600884
chr1	158886104	158892114	0.7064607485062667
chr1	158952741	158958797	0.6948122892090792
chr1	159759624	159761476	0.7125060324985574
chr1	159761476	159762892	0.5233082485906149
chr1	162311582	162312729	0.7308500477201334
chr1	162737977	162739318	0.5751002257124512
chr1	163639994	163646040	0.7983663263716841
chr1	164459204	164465253	0.7238320430941413
chr1	168348863	168354879	0.8403365886481954
chr1	169251562	169257591	0.7121173905409454
chr1	171373587	171379567	0.8522803220760862
chr1	172806479	172808003	0.6986300515846944
chr1	174233267	174239293	0.6631131317680395
chr1	174377792	174383815	0.6278502813283058
chr1	174633016	174635044	0.5161564937945183
chr1	174843227	174849243	0.6673119975491724
chr1	176002355	176008367	0.7516230393972384
chr1	176256086	176262110	0.7120818078696015
chr1	177633928	177639946	0.6798348083170574
chr1	178314792	178320818	0.8348152393477093
chr1	178777160	178778857	0.566768518952531
chr1	178837548	178843666	0.8310183851289443
chr1	185251799	185257805	0.7589060766108352
chr1	185887307	185893334	0.7291626022371147
chr1	186637332	186643356	0.8401729069313111
chr1	187824265	187825626	0.6629731963306642
chr1	188752217	188758260	0.8432467308958587
chr1	190730309	190734390	0.8612216599500829
chr1	191063522	191064546	0.5950100839836523
chr1	191069149	191070173	0.6545218885876238
chr1	192500585	192506612	0.7699012833983536
chr1	194272004	194273160	0.605836529117142
chr1	194905587	194906673	0.8711641481029093
chr1	194906671	194907826	0.7698985324277506
chr1	195551893	195553246	0.7659968256189266
chr1	198077155	198078647	0.6878881681780393
chr1	200796674	200800983	0.9282452955481476
chr1	206327807	206333246	1.0
chr1	207721196	207722629	0.6068603131459962
chr1	207730467	207736495	0.8384724464452892
chr1	210441854	210444675	0.7372037164650608
chr1	216485646	216491614	0.9421123255059722
chr1	217690493	217696523	0.8723143670852429
chr1	219455573	219458069	0.6896664197735476
chr1	220245156	220246931	0.8359161162040603
chr1	223395535	223401557	0.7066090307055353
chr1	227207365	227210093	0.7380597980753067
chr1	232823588	232824915	0.8288165831260422
chr1	242045562	242051585	0.8992188554561039
chr1	245280606	245282018	0.7637140755528431
chr1	247725547	247727449	0.4494177555561567
chr1	247727450	247728670	0.7263145862055607
chr1	247888323	247894338	0.6100769721091247
chr1	248166560	248172589	0.5669051692163709
chr10	464770	467542	0.8226953210409529
chr10	1258281	1262287	0.7160970657037249
chr10	1302017	1308092	0.7877147688689056
chr10	1767079	1769402	0.9424447320013584
chr10	1769381	1770953	0.8838912174295226
chr10	2254073	2255094	0.835636712836939
chr10	3771268	3772296	0.8203931026421633
chr10	7058043	7063471	0.749717206882921
chr10	7137523	7142956	0.8075837928485677
chr10	10107442	10108473	0.6548651220379931
chr10	10556036	10558861	0.7264295711517333
chr10	10650858	10656884	0.7859357771705718
chr10	11731437	11737465	0.9142750177668174
chr10	15915732	15921753	0.8477869773828538
chr10	18030652	18036675	0.9098485765597234
chr10	19284251	19286545	0.5229493694867235
chr10	20538368	20540520	0.5768885805330423
chr10	20568509	20572895	0.5384728684851529
chr10	20751668	20757692	0.7149694506519152
chr10	21322070	21323242	0.8512876722389521
chr10	22123890	22129939	0.7598177412360695
chr10	25247315	25253340	0.7583989970291717
chr10	25515370	25521391	0.7470782962969296
chr10	30948037	30953410	0.7839833234644638
chr10	31443413	31449437	0.6524208436034374
chr10	37066118	37067527	0.592479306641329
chr10	37085343	37087036	0.6738453318364368
chr10	37777541	37778698	0.5002874528011991
chr10	37778698	37780539	0.5461302338767997
chr10	37896971	37902986	0.7008604685762775
chr10	37995444	38001451	0.7356573575265757
chr10	39215603	39216689	0.7309283976396803
chr10	39466260	39470575	0.4513040317193752
chr10	39479372	39480452	0.650749513120563
chr10	41797911	41803897	0.8516621621559155
chr10	42435382	42441412	0.6289431056687137
chr10	44482819	44488227	0.7163666864304865
chr10	52233329	52239334	0.7337840430841756
chr10	55683077	55689092	0.7799909570667016
chr10	56186333	56192251	0.8283889097891218
chr10	58653685	58655904	0.7014922219764654
chr10	61055218	61056442	0.7085800205959993
chr10	62602751	62608755	0.8222295803336913
chr10	78088451	78094479	0.7613849711482501
chr10	80722510	80728544	0.7718522082204404
chr10	81440654	81441674	0.6540962160802355
chr10	81709616	81715642	0.7007102994873762
chr10	82344063	82350086	0.8056908834322968
chr10	84279968	84286006	0.7472891388457908
chr10	84756879	84762882	0.6185090555672966
chr10	85744384	85745735	0.6235418032488057
chr10	91503264	91509287	0.6653742223765274
chr10	94816580	94817731	0.5178135903268974
chr10	94818909	94820369	0.5667999777891864
chr10	94824661	94830681	0.6720786216944159
chr10	98220387	98222717	0.628680918835775
chr10	99152738	99158758	0.6631754103443912
chr10	106844584	106850610	0.9133888273929919
chr10	107464699	107468022	0.802119438809115
chr10	108066103	108067506	0.7385730077688472
chr10	108113944	108120006	0.7995049981053585
chr10	109223622	109229635	0.6647535582439645
chr10	109241327	109243179	0.5726165980036264
chr10	111583928	111589948	0.7290928328750141
chr10	111813808	111819830	0.698528292472199
chr10	112062392	112068402	0.6750658008047772
chr10	112204708	112206830	0.6022022947963963
chr10	115362337	115368543	0.7959830147813606
chr10	117079039	117085063	0.9436947057409758
chr10	117832896	117838887	0.9504386185533649
chr10	120919374	120922376	0.5571528294411171
chr10	125945238	125951250	0.8957373201847076
chr10	130650761	130652551	0.81837858484444
chr10	133503474	133505363	0.6818392298535861
chr11	4619842	4620922	0.6305178470081754
chr11	4933575	4936461	0.7207675962996678
chr11	5477499	5483520	0.6594233650777886
chr11	5676246	5677564	0.582532736392231
chr11	6119734	6121147	0.7910948595016492
chr11	6121456	6122902	0.603384869474593
chr11	6185351	6191366	0.6752784082472375
chr11	7325112	7326556	0.5460682337964341
chr11	7326554	7328078	0.4765601604785819
chr11	7658149	7664171	0.6780958200639484
chr11	7734500	7740482	0.6111012027938005
chr11	7861035	7867070	0.9325337331334332
chr11	7920265	7923840	nan
chr11	8140814	8145223	0.6653272041383042
chr11	13507195	13510245	0.5573461707365714
chr11	14628167	14634160	0.5391763123888296
chr11	14715909	14721938	0.5765764846456132
chr11	14756803	14759371	0.5333814491456914
chr11	17028491	17034655	0.886481252034825
chr11	22016003	22022021	0.6103065143484497
chr11	22284808	22290788	0.7503580823939381
chr11	23298137	23304191	0.703618766354144
chr11	23790712	23792099	0.6714151836421391
chr11	23792099	23793412	0.5497596135869429
chr11	24388313	24389517	0.5056614628265862
chr11	25634991	25636717	0.49773475866190664
chr11	27219704	27225732	0.7691824820938385
chr11	34686969	34690828	0.7770275692530557
chr11	34691293	34692830	0.9548805705820033
chr11	35395676	35396774	0.695477356133348
chr11	36613918	36615898	0.5719031615088684
chr11	37240713	37246716	0.8270986384200033
chr11	37492359	37493526	0.6448637461090251
chr11	38999685	39000788	0.6600836366820314
chr11	39000788	39002009	0.7133525673919384
chr11	39047112	39048289	0.5305620398476859
chr11	39846657	39852654	0.7206551445828531
chr11	40585473	40591501	0.8464381582079789
chr11	42429264	42435286	0.7555940226097841
chr11	42679643	42681027	0.5203527037721838
chr11	43346102	43352118	0.7072813522189538
chr11	48392410	48394028	0.601414433831691
chr11	48744638	48750715	0.7043728172342977
chr11	48772240	48774452	0.5670520326574192
chr11	48853723	48854845	0.5679503041792681
chr11	49711880	49715000	0.565915624728266
chr11	49725284	49731317	0.6993852002251394
chr11	49775120	49781151	0.511636299048808
chr11	50179671	50180824	0.5426974154407835
chr11	54845114	54849946	0.7535918403371834
chr11	54946967	54952988	0.6242928950980323
chr11	55459917	55465937	0.6803769311792142
chr11	55531392	55534270	0.5525494268820301
chr11	55685641	55691667	0.6195902330433061
chr11	55986262	55992017	0.7386758095486904
chr11	56724755	56728054	nan
chr11	56758710	56760265	nan
chr11	56912850	56914182	0.5194834793383653
chr11	56942379	56943459	0.6897649604413244
chr11	56964392	56966326	0.6267161859351575
chr11	57994163	58000187	0.7736979681321852
chr11	58048700	58051607	0.4688427563401732
chr11	58051585	58052607	0.36576855888338705
chr11	59507029	59508289	0.5698934319473449
chr11	60435418	60441441	0.7547407493170919
chr11	60532162	60538190	0.6499411078790823
chr11	63185546	63191694	0.7262289240888442
chr11	63435304	63441326	0.6026076235360847
chr11	74222945	74224986	0.6487843542049937
chr11	74756997	74758505	0.7045211509779215
chr11	74758804	74762555	0.7651395202825834
chr11	74877464	74883532	0.736209908897729
chr11	75748617	75754649	0.8755652085700232
chr11	83394678	83395766	0.7108967200140742
chr11	83587649	83593656	0.8210441520646412
chr11	84039219	84041124	0.6926257694800069
chr11	85849145	85850319	0.7162872957513117
chr11	86536179	86537295	0.58364336641245
chr11	86755792	86757148	0.6533793325269468
chr11	87047305	87053192	0.6310848252607644
chr11	87163040	87165679	0.5554641639025386
chr11	87698099	87704215	0.7755653572928446
chr11	88647491	88648666	0.6642914085185274
chr11	89313261	89319255	0.8536232808393959
chr11	90089697	90095729	0.7195946534206583
chr11	92026889	92033124	0.7543135292664134
chr11	93172448	93178524	0.6962183854390007
chr11	94036858	94042888	0.6654633675740528
chr11	94232525	94238528	0.6664635276725772
chr11	95626327	95632351	0.8029728446249784
chr11	96405621	96411665	0.7506997038085079
chr11	96771828	96777820	0.7780345244672746
chr11	96934846	96937016	0.5750585998807635
chr11	98273923	98275435	0.6569473711901872
chr11	98275429	98276845	0.7489522167686689
chr11	98435038	98437026	0.640885326838949
chr11	99781735	99783980	0.5678636394524096
chr11	100285747	100291751	0.6268167661715157
chr11	100409042	100415069	0.6568793528522291
chr11	100451859	100457873	0.5889978215252001
chr11	100475721	100481744	0.5489649385307865
chr11	102369167	102375192	0.7618672833764604
chr11	107361811	107367839	0.6260237586144396
chr11	108260627	108266643	0.7641811670384108
chr11	108356932	108362967	0.6945104193568921
chr11	109401914	109405316	0.626581790910126
chr11	109571833	109577059	0.7784244860217711
chr11	109878369	109882003	0.7566154618282684
chr11	110208987	110215001	0.7914948393293115
chr11	112326553	112331151	0.9670506199501313
chr11	114839821	114842962	0.7603355668477816
chr11	116570828	116576273	0.8313997232990598
chr11	122826571	122829053	0.8945243995143698
chr11	127287101	127289005	0.7998336943007317
chr11	127776696	127782718	0.7891178799326664
chr11	131507902	131509047	0.7193344838234015
chr11	133640804	133646828	0.8742212607134147
chr11_JH159137v1_alt	42597	45896	1.0
chr11_JH159137v1_alt	76552	78106	nan
chr11_KI270829v1_alt	92540	98571	0.8275403961580966
chr11_KI270829v1_alt	151766	155341	nan
chr12	2130304	2136321	0.9073475281370639
chr12	4508896	4514901	0.8785714544349561
chr12	5116427	5122428	0.8339640707338756
chr12	7251132	7257263	0.7935038817646336
chr12	9579441	9582450	0.704672233255728
chr12	11297657	11303685	nan
chr12	11935834	11937476	0.6454752672749519
chr12	11937475	11938770	0.8267583784909782
chr12	13397635	13398643	0.5720464185708098
chr12	16707192	16709042	0.7582086499961647
chr12	16709042	16710593	0.6821893459746793
chr12	17175733	17179669	0.6729861676571814
chr12	17768361	17774389	0.6508462992561679
chr12	17855569	17861565	0.5697586253244971
chr12	21209061	21215087	0.6702550237573661
chr12	21284396	21288024	0.5530455127900595
chr12	21395010	21401039	0.6652653291265375
chr12	21419216	21425234	0.5932157170776514
chr12	22734757	22735834	0.6904680651431849
chr12	23070637	23076652	0.8213980452180007
chr12	25484506	25486957	0.6818445084874166
chr12	25486955	25489653	0.8739622098547692
chr12	26216325	26217834	0.784247373206299
chr12	28761119	28766054	0.7730614675697706
chr12	29833072	29834672	0.7329148724675179
chr12	33737923	33743488	0.7901888957398808
chr12	37449583	37450860	0.7560204452336908
chr12	38071659	38073316	0.7465479626451261
chr12	38073317	38075623	0.6294215407096502
chr12	39791161	39792438	0.3797390892716619
chr12	39836417	39838504	0.5400995151757851
chr12	39978317	39984339	0.8130268117135168
chr12	41637416	41643440	0.688902042291633
chr12	41666305	41672330	0.6132948449043812
chr12	41672453	41678469	0.558671508772781
chr12	43470974	43477008	0.795377894233385
chr12	44180353	44182431	0.6704935222663365
chr12	44950959	44956988	0.6980488317624552
chr12	46420945	46427078	0.7695792848625607
chr12	46704797	46706355	0.6350918528510303
chr12	46940318	46941396	0.6654748585980544
chr12	55344250	55350274	0.584942531340309
chr12	55484009	55490018	0.5934716610637515
chr12	57646480	57652498	0.8316428510471549
chr12	58109258	58115306	0.7757764271997586
chr12	59466088	59467123	0.7910327754158905
chr12	59467126	59468985	0.6263530535554296
chr12	61539546	61541123	0.6187013643182526
chr12	61941441	61947489	0.8125530581848687
chr12	64139466	64140549	0.7958206498611887
chr12	64195588	64201638	0.8039397353188604
chr12	64287350	64293377	0.7228538118993858
chr12	65348910	65350359	0.7907245015587948
chr12	67900209	67906224	0.7485821913463333
chr12	70013066	70019080	0.7145640398126367
chr12	71098374	71103641	0.612210071049241
chr12	71118073	71124103	0.6731511987180372
chr12	73147618	73153645	0.658314689970843
chr12	73394810	73400830	0.6666358007521896
chr12	77173382	77179424	0.8157882406792383
chr12	78070552	78071794	0.6855572640607899
chr12	78071770	78073881	0.7840557652646927
chr12	79039622	79045645	0.8783530927112129
chr12	80244170	80250184	0.6654039530111089
chr12	82224101	82225103	0.7419936402353222
chr12	83584267	83590245	0.6553196647477296
chr12	85193159	85197837	0.7731987063595175
chr12	85312420	85318459	0.8108072127109925
chr12	86802545	86804429	0.6175393487174546
chr12	87191779	87194334	0.6073038259003066
chr12	87582310	87583804	0.5147986881225464
chr12	87913134	87914731	0.6250405982649916
chr12	88621729	88622849	0.6282725887639182
chr12	88708858	88714885	0.7899965694005071
chr12	90536604	90542635	0.8474474317572791
chr12	92313999	92320023	0.8472447980420439
chr12	92916602	92921762	0.8851649693746134
chr12	93987975	93989455	0.7229556084887402
chr12	96315943	96321971	0.8319394438272292
chr12	97651134	97657167	0.6555641291055754
chr12	97704728	97709190	0.5176220434839767
chr12	101146044	101148172	nan
chr12	101152061	101155141	0.7293640054127198
chr12	101508927	101511808	0.7387522269778439
chr12	101586114	101587285	0.6350887059961803
chr12	102307782	102313768	0.8091083147453264
chr12	102827178	102833208	0.764811360025485
chr12	103434389	103440411	0.857362935437177
chr12	105628262	105634450	0.8413015527771406
chr12	106471866	106477891	0.8107857869213743
chr12	108996948	109002973	0.9408270243750679
chr12	112621198	112627228	0.95791677647553
chr12	127094606	127100631	0.8941471735295309
chr12	130586485	130587842	0.9177932212171787
chr12_GL383553v2_alt	103158	106240	0.8636363636363638
chr12_GL383553v2_alt	106237	109326	0.6459683225341972
chr12_GL383553v2_alt	109323	112407	0.29542097488921715
chr12_KI270904v1_alt	492620	498648	nan
chr13	18517818	18519561	0.9900872323552736
chr13	18519561	18521525	0.8417721518987342
chr13	19103713	19109724	0.830778559849033
chr13	19272996	19279012	0.7648110060194641
chr13	19496787	19502813	0.8362566942738053
chr13	35088675	35090061	0.5450471128736224
chr13	36008230	36014237	0.8816791111712168
chr13	37149953	37155982	0.7999340856049583
chr13	39000818	39006875	0.9103585260908741
chr13	40356291	40362321	0.7820381757782845
chr13	40734920	40740945	0.7502336817954663
chr13	40828820	40834834	0.6818887308557412
chr13	42384954	42386722	0.6481396671199151
chr13	42424881	42430912	0.7608275086408289
chr13	43160932	43162235	0.8156888571411303
chr13	43162236	43163435	0.7160108096406697
chr13	43966797	43968320	0.8453632663991681
chr13	43971706	43976214	0.9335678507026524
chr13	45645031	45651067	0.7596963266176837
chr13	47221598	47225589	0.7129041914263634
chr13	47781889	47787912	0.7274682150967196
chr13	49158537	49163769	0.922828153003611
chr13	50180296	50186330	0.8036731748414195
chr13	50982055	50988070	0.843922832362967
chr13	52269641	52275659	0.6948051945775224
chr13	53093688	53098324	0.8899478629573101
chr13	55320241	55321326	0.7462327423183599
chr13	55812103	55813270	0.8919147401154297
chr13	56611204	56612599	0.641012209547036
chr13	58672618	58678643	0.8373897315708865
chr13	59026573	59031172	0.8499208750168016
chr13	59848314	59850684	0.6551578964865158
chr13	59984540	59987488	0.7906708752924807
chr13	60741752	60744133	0.7163086320653196
chr13	61844349	61845435	0.6884462496413272
chr13	64231142	64232753	0.7729825685292131
chr13	66737483	66743507	0.7984444697796903
chr13	67680248	67685563	0.8752738791252714
chr13	73640528	73646551	0.8364210642010059
chr13	76545040	76548233	0.6667536194412914
chr13	78094928	78096241	0.7355403774400204
chr13	80151906	80153647	0.8992637281853327
chr13	80153646	80156418	0.7525756711309607
chr13	80916595	80918443	0.7410407991378338
chr13	82045350	82051380	0.7990549650250559
chr13	82499059	82500125	0.5705698446194182
chr13	82741881	82742943	0.7415394218403516
chr13	84502594	84503973	0.8143217501387897
chr13	85123205	85129221	0.8829078574907009
chr13	89087886	89093918	0.9209927355460527
chr13	91603951	91607097	0.7993734529936145
chr13	93490519	93496537	0.8213284030360278
chr13	95734819	95740837	0.8304364605202148
chr13	100698083	100704117	0.8459680326707362
chr13	105299185	105301362	0.7274904494226444
chr13	106213541	106219555	0.8895678894722183
chr13	106929332	106935363	0.8729092809286071
chr13	107920657	107926706	0.8697312337716168
chr13	111018507	111019998	0.8620190828299059
chr14	21896594	21899484	0.7354896240764194
chr14	23919465	23921813	0.6607821138236145
chr14	24001955	24003971	0.4578613419627303
chr14	24486134	24488900	0.5376382657932501
chr14	25204225	25206864	0.6572014128025614
chr14	25207167	25210563	0.8037796000850215
chr14	25778864	25784872	0.6817229610377764
chr14	26296496	26300612	0.7112359826256629
chr14	26629269	26635299	0.7079108440855905
chr14	26673316	26679374	0.732343837420417
chr14	27458959	27461529	0.6045280829014017
chr14	28178040	28179539	0.6149581834186786
chr14	28188443	28194470	0.6766341149915762
chr14	28312503	28318523	0.7573457343930818
chr14	28544408	28545738	0.6321038983818283
chr14	29478141	29481510	0.7069235320931976
chr14	30363538	30369568	0.7086569155428936
chr14	34294477	34296232	0.49835316712913647
chr14	37350919	37356933	0.7306537251259189
chr14	37496126	37497305	0.4246058521683283
chr14	39935409	39937225	0.5866272376956919
chr14	40326208	40332209	0.6132244654430067
chr14	40348059	40354070	0.647346026805014
chr14	41209339	41215358	0.7718831056830772
chr14	42499798	42501637	0.6885101632491086
chr14	42954084	42956043	0.6029532294361003
chr14	42956045	42959252	0.7293116009640552
chr14	42998170	43000171	0.5062621298103199
chr14	43062335	43068363	0.6782357766680474
chr14	43370270	43376295	0.6038325795246853
chr14	43391081	43392744	0.5430443809466841
chr14	43492186	43498201	0.6563928987864941
chr14	43597901	43602088	0.7307446356004196
chr14	43602085	43603403	0.4957617622134537
chr14	44126853	44128417	0.5478334537018901
chr14	44158440	44160411	0.5870785340326562
chr14	44641759	44645313	0.5603754216606991
chr14	45883228	45889258	0.6904267527471926
chr14	45991026	45993407	0.6134553490091602
chr14	47794966	47800647	0.7774590717658969
chr14	47901181	47907204	0.7146928453987745
chr14	48314010	48315494	0.5208111167797502
chr14	49096715	49102732	0.7189280033874338
chr14	52255423	52258132	0.6276081597158151
chr14	53266407	53271579	0.743882716439624
chr14	55988183	55993244	0.7188127308526827
chr14	56441819	56447831	0.699370226936188
chr14	56667528	56673561	0.7279450222862196
chr14	57112211	57118214	0.7603933373908291
chr14	57551747	57553280	0.6191593851050907
chr14	58032540	58038561	0.7556025906889365
chr14	59946505	59952523	0.7282963034806688
chr14	70475204	70476939	0.8764767142468983
chr14	70478541	70482849	0.733674648659487
chr14	71037710	71039234	0.6473147815919611
chr14	71368161	71370444	0.7542870238144354
chr14	71842965	71848996	0.7792349680140175
chr14	82347550	82353568	0.897970259793911
chr14	83201889	83204719	0.8368345321699082
chr14	85885596	85891616	0.7170232475725646
chr14	86105460	86111494	0.6221389250097188
chr14	91430865	91436893	0.8568197530411517
chr14	91640245	91646233	0.5
chr14	101266200	101272227	0.9379356289597304
chr14_KI270844v1_alt	108040	114028	0.9538506794368289
chr15	17049335	17050764	0.735759504610979
chr15	19822816	19824434	0.8425644925584923
chr15	19890349	19894324	0.8480151014174184
chr15	20311031	20317051	0.786403513604537
chr15	21628311	21631789	1.0
chr15	22070898	22074376	0.7361111640930176
chr15	24691868	24693070	0.9034028996573169
chr15	36118816	36120772	0.7561655058573117
chr15	37399472	37405476	0.6639633748151714
chr15	39420571	39426588	0.8690020802940935
chr15	39521882	39524143	0.6325350438263172
chr15	44252035	44258049	0.798214469941818
chr15	45597903	45600342	0.7757249519375462
chr15	46744998	46749615	0.7010500334753524
chr15	47165533	47171560	0.8424635902713398
chr15	49354234	49360252	0.7447276382117547
chr15	49395984	49402014	0.7477558561620823
chr15	49778510	49784518	0.7979837935789924
chr15	51173566	51179009	0.7227823003030506
chr15	53135443	53141475	0.7554379726317897
chr15	53494777	53496344	0.5960588398524432
chr15	53496344	53497411	0.7596376298629132
chr15	53540634	53546677	0.7828276017121323
chr15	55063994	55069991	0.7434570373088614
chr15	56134619	56140628	0.7770650344536049
chr15	56311144	56317177	0.7404721863009003
chr15	58125732	58131761	0.9038816809981453
chr15	60949946	60954454	0.918335438303537
chr15	62143637	62145095	0.6596890315311272
chr15	64326661	64332685	0.9183129783339953
chr15	71094571	71096330	0.608262673045777
chr15	71174140	71180152	0.7563797465621072
chr15	73508420	73514470	0.7543076342085133
chr15	77205826	77206842	0.6446430342873251
chr15	79272633	79276191	0.7964593945797743
chr15	81655038	81656164	0.5677033801485336
chr15	81668514	81674504	0.6504932251716894
chr15	81697166	81703174	0.6288717387916245
chr15	81730281	81736308	0.4833218417041868
chr15	81797931	81803963	0.5868699317213979
chr15	81870668	81876699	0.6184679959824856
chr15	81995167	82001196	0.6654088526516826
chr15	83383652	83389616	0.7596257014294113
chr15	85433964	85439965	0.8933352184509372
chr15	86528095	86534125	0.7412817775708921
chr15	86999227	87001308	0.6333593377008397
chr15	92136973	92140869	0.8074202149070101
chr15	93431279	93432496	0.7279423322458197
chr15	93675400	93681428	0.7864399132961043
chr15	97265581	97271604	0.6555281105022503
chr15	100417072	100423096	0.754405593475645
chr15	101626451	101632475	0.9432185270376425
chr15	101915435	101917234	1.0
chr15	101917237	101918287	1.0
chr15_KI270727v1_random	362711	366161	nan
chr15_KI270852v1_alt	393462	396912	nan
chr16	7728045	7729917	0.8789898094394778
chr16	21042673	21048703	0.9047134892062575
chr16	36071923	36077950	0.7975232484711953
chr16	46449412	46455427	0.7650451072974885
chr16	47807976	47814106	0.7466614678575009
chr16	48015466	48021489	0.7198882667443968
chr16	48768572	48774603	0.7724386026285671
chr16	59559295	59565319	0.7511911307366325
chr16	59976602	59982619	0.7592358351254225
chr16	60195372	60198248	0.5343864362412268
chr16	60522746	60528760	0.7629829936440616
chr16	61782079	61788101	0.639965196722305
chr16	61801456	61807489	0.6102644290355788
chr16	63388078	63394106	0.770909709908329
chr16	65236910	65240075	0.8398955908808474
chr16	70843044	70847154	0.9072356215213359
chr16	71602824	71604289	0.8384961125614879
chr16	71604287	71605693	0.8643800912918395
chr16	72342001	72346146	0.7397368284416429
chr16	72627275	72633298	0.7226240544764084
chr16	73824401	73830431	0.9535424415618935
chr16	75821960	75827981	0.8260609509876059
chr16	75873698	75876283	0.7041163851490796
chr16	76757344	76758430	0.7049891736845505
chr16	80086063	80091657	0.8485260987690956
chr16	82139256	82145258	0.8329703602660541
chr16	83495850	83497665	0.9262668598781932
chr16	86262174	86268197	0.7870785890423144
chr16	88217441	88218519	1.0
chr16	88218516	88219707	1.0
chr17	3147367	3153409	0.6568398353970039
chr17	3176531	3182557	0.6351558489047954
chr17	3274296	3276105	0.5500401027496511
chr17	3326555	3332726	0.6486239182220125
chr17	11477424	11478974	0.6064073746435104
chr17	12449904	12455932	0.8583809354202041
chr17	22649600	22651061	0.6013672118477427
chr17	26675747	26679560	0.8094116236136212
chr17	26699199	26700813	0.6241349481517054
chr17	27039670	27045623	0.7978624641925846
chr17	27099165	27105176	0.73203824402718
chr17	27160727	27162655	0.5464956645631686
chr17	27900672	27901801	0.6620892897657423
chr17	30439409	30442125	0.8105589038370582
chr17	32678258	32684272	0.7960931102738731
chr17	32887138	32893184	0.7370260365775967
chr17	34292451	34298452	0.8211084772744152
chr17	41200868	41206900	0.8011539760058058
chr17	51482525	51484941	0.7249457618424312
chr17	52185538	52186711	0.6402263298872081
chr17	52403848	52409865	0.8473433872791464
chr17	55501717	55507741	0.7523106991802011
chr17	56049395	56050769	0.548331070848601
chr17	56050765	56052234	0.7990512249825193
chr17	56192057	56193414	0.5540727062003966
chr17	60881441	60887474	0.8224086546987811
chr17	61110230	61116238	0.8702717593132682
chr17_GL000205v2_random	44577	50603	0.9750538820597597
chr17_KI270729v1_random	191354	197373	1.0
chr18	1516190	1522240	0.7983365288450698
chr18	1633059	1634183	0.725021965457027
chr18	2247168	2253196	0.8583046797557398
chr18	4472146	4477324	0.8192902425395425
