#'chr'	'start'	'end'	'hg38_PE75_20kb_accuracy.bw'
chr11	64170748	64173483	0.8068048931608264
chr11	65238595	65240322	0.8212571644533904
chr11	66587016	66589110	0.8328625378661314
chr11	72502506	72503571	0.8953053862319709
chr11	77097490	77099708	0.8134432588384093
chr11	93946087	93948225	0.80482388372909
chr11	95320226	95322055	0.8154439200887007
chr11	118330285	118332729	0.7810193853794785
chr11	119507012	119508903	0.8853471246363308
chr11	125862247	125864038	0.7832012464612813
chr11	130090258	130091267	0.8884578443722908
chr11	130091281	130092733	0.616173085694115
chr12	3094865	3095989	0.8610830935401
chr12	9952214	9953580	0.8151627667739136
chr12	37813722	37815949	0.9266796413026172
chr12	42227203	42228420	0.726409883155695
chr12	45585519	45586858	0.8581030615414141
chr12	48331698	48332964	0.6408358558094333
chr12	56075092	56076774	0.9037430802366822
chr12	66133961	66135094	0.7153920619554696
chr12	95946655	95949150	0.5241372594007122
chr12	104322800	104323838	0.8217268736031703
chr12	110866315	110868763	0.7573328045726557
chr12	111723484	111724852	0.5861514606322461
chr12	113871889	113873699	0.8320610696122848
chr12	121993006	121994977	0.8020389031583074
chr12	123371665	123372857	0.9675635873471331
chr13	19778355	19779823	0.6732762606362063
chr13	19779824	19780825	0.8645583810605166
chr13	21185715	21187456	0.9826334548534089
chr13	21447321	21448588	0.8831435800604208
chr13	33241566	33242770	0.967925158945033
chr13	34539872	34541011	0.7525021946147621
chr13	45484623	45486289	0.9266698776457654
chr13	49377430	49378708	0.6232748533113547
chr13	49564992	49566254	0.8710503577241429
chr13	49592181	49594246	0.7218940190383193
chr13	76294663	76295837	1.0
chr13	77659981	77661320	0.839281029804506
chr14	33983789	33985094	0.9268015530831055
chr14	35038574	35040277	0.8247283261245434
chr14	73183295	73185638	0.8482527441336436
chr14	105110791	105111988	0.6820255165184029
chr15	28069386	28071182	nan
chr15	28848960	28850697	0.9454795371925386
chr15	35656557	35657592	0.926865924029581
chr15	39893098	39895275	0.7717020686107814
chr15	41381962	41383001	0.3271677311236104
chr15	43075996	43077659	0.8071925313947291
chr15	55302228	55303485	0.9094436909816714
chr15	71768927	71769936	0.8390217248582982
chr15	75480835	75482283	0.5475014059686035
chr15	82997221	82999196	0.7302005863507589
chr15	88551731	88554457	0.6989555847320493
chr15	88940745	88942744	0.6984944998257157
chr15	89854033	89855547	0.3949310422026049
chr15	89866994	89868511	0.5746977798423942
chr15	89868578	89869586	0.731465255637812
chr15_KI270905v1_alt	203674	205485	nan
chr16	1598778	1600474	0.6818426850217358
chr16	2801337	2802860	0.9556748424402914
chr16	24108350	24110141	0.8201912604917168
chr16	28697186	28699512	1.0
chr16	30169239	30170930	0.533103898649675
chr16	56738958	56741004	0.7379369376587841
chr16	70203901	70204997	0.9931875557688002
chr17	4578038	4579082	0.9712654701594648
chr17	15637033	15638269	0.6799966321395031
chr17	18887843	18888850	0.8767715994390736
chr17	20984044	20985063	0.26332878569071083
chr17	20985210	20986218	0.8437334154502
chr17	27033154	27034844	0.7611117585876285
chr17	28223105	28225300	0.7905971952038264
chr17	28455405	28456477	0.7000298692997712
chr17	42972299	42974012	0.8596693470125928
chr17	44180046	44181576	0.36093528425790433
chr17	60550878	60551918	0.27977839500289875
chr17	60551661	60552892	0.8932540399503192
chr17	65483806	65485253	0.9670701000553703
chr17	66268937	66269993	0.8918992439002702
chr17	78464947	78466459	0.9933152799568479
chr17_GL000258v2_alt	710750	712057	1.0
chr17_GL000258v2_alt	1235106	1236461	1.0
chr17_GL000258v2_alt	1236835	1238273	1.0
chr17_KI270857v1_alt	1804518	1805821	nan
chr18	14857920	14859523	nan
chr18	14859540	14860587	1.0
chr18	49202865	49203869	0.7125494715396499
chr18	49577015	49579001	0.7974906640827727
chr18	49799210	49800909	0.8274854514934232
chr18	54342429	54344593	1.0
chr19	13702804	13703896	0.6794871794871795
chr19	20148768	20150702	0.6251947125145757
chr19	21614293	21615546	0.7980711870163036
chr19	21864743	21866843	0.5977221234071822
chr19	22106126	22108453	0.38094216408850806
chr19	22927597	22928606	0.8281240685110353
chr19	23567895	23568976	0.9525965768688812
chr19	29898334	29901695	0.4485536402496209
chr19	34078485	34080632	0.6742916939953915
chr19	40107225	40109750	0.5396305570441685
chr19	40117193	40119387	0.5537966717047037
chr19	41644274	41645877	nan
chr19	52676062	52677143	0.7864611981424549
chr19_KI270867v1_alt	36124	37727	nan
chr2	10901947	10903908	0.8863459953457574
chr2	27358784	27360255	0.7523354884315558
chr2	41746054	41747567	0.8378764884530144
chr2	42604580	42606194	0.7059791398433637
chr2	43296903	43298617	0.7065601003214329
chr2	48554715	48557729	0.8036002462497254
chr2	63721710	63723303	0.9042495452391566
chr2	64510943	64513198	0.9007347635842216
chr2	68526993	68528148	0.926991278300353
chr2	91851757	91852997	1.0
chr2	96460830	96461922	0.9484536082474226
chr2	96461936	96463122	0.8176569470614518
chr2	113393845	113395021	0.6335616438356164
chr2	119843992	119845286	0.8052763829079504
chr2	121892091	121893792	0.8936199865083285
chr2	127118897	127120492	0.8001646739635688
chr2	127786854	127789665	0.7736776628789158
chr2	169785021	169787404	0.7222733333287897
chr2	172537160	172539055	0.8866547231309332
chr2	177944859	177946154	0.8204717912815521
chr2	177946155	177947784	0.9751403459480831
chr2	186153326	186155002	0.9379908123847124
chr2	195567222	195569191	0.8491976120679011
chr2	197922007	197924136	0.7296973073521709
chr2	202534282	202536111	0.8788792336173248
chr2	206400006	206401705	0.9311223917263908
chr2	218845939	218847348	0.9727845692834935
chr2	233723527	233725177	0.8459677639315206
chr20	5026923	5028673	0.9194401017824809
chr20	16226534	16228402	0.9021056773407119
chr20	18375097	18376317	0.8492927824864622
chr20	32175372	32176478	0.8128492073383297
chr20	32723114	32724962	0.9239435841365414
chr20	34228579	34231329	0.39420761123780285
chr20	35152902	35154099	0.7271067179932431
chr20	35154068	35155074	0.899658468166001
chr20	37068833	37070491	0.7050643741103356
chr20	49921416	49923118	0.9382403960799498
chr20	58413146	58415106	0.923469387755102
chr21	17291507	17293116	1.0
chr21	17718639	17721106	1.0
chr21_KI270873v1_alt	114945	116961	0.7694038382665379
chr21_KI270874v1_alt	147817	149426	nan
chr22	26772171	26773828	0.7294276415115784
chr22	31591967	31593987	0.6843372857558571
chr22	38806279	38808555	0.7132011854966336
chr3	11486831	11488299	0.8453434948858463
chr3	12849055	12850563	0.9916231442509659
chr3	17703918	17705901	0.6961908157718242
chr3	42796923	42799307	0.7594824448984684
chr3	42909070	42910380	0.9698257487238818
chr3	46493902	46495681	0.833332563331115
chr3	48055242	48056610	0.479464534430476
chr3	48056352	48057625	0.7043375904399517
chr3	48212078	48213101	0.6970219131228701
chr3	57746986	57748078	0.6552851637859485
chr3	58550070	58551110	0.7748209550267174
chr3	58889551	58891417	0.7568041711310993
chr3	61433781	61435707	0.8499328682541476
chr3	67443415	67444633	0.6532846715328468
chr3	77164396	77165581	0.90835484693825
chr3	78582482	78584298	0.8348017621145375
chr3	98837311	98839024	0.7330960854092526
chr3	101438897	101440591	0.7608799845450578
chr3	106110529	106112627	0.677087243195172
chr3	120413816	120415011	0.9699291973433235
chr3	122163731	122164928	0.688433198476866
chr3	124366201	124369053	0.8094230584085805
chr3	128953644	128955191	0.5541461191977407
chr3	132469995	132472250	0.7636189570448086
chr3	133784940	133786232	0.8310611422029918
chr3	143085625	143087638	0.6257371690282009
chr3	179119521	179120738	0.33111928879499697
chr3	179120580	179122100	0.756278005513278
chr3	179290291	179291700	0.8853146183820715
chr4	1827285	1828864	0.6646529419502176
chr4	38806869	38808694	0.9146395351575769
chr4	52464143	52465906	0.63293718908718
chr4	94157267	94158517	1.0
chr4	145693024	145694750	0.9012330505966726
chr4	150658776	150661088	0.7836143554981535
chr4	151254344	151256013	0.7085649744198533
chr4	157635821	157636946	0.8683044057422215
chr4	158759179	158760332	0.9594811863828926
chr4	159938369	159940647	0.7328927294008558
chr4	169569493	169571172	0.9357431153231536
chr5	16276175	16277903	0.9231515650602954
chr5	32208526	32209655	0.8536260783323768
chr5	34305034	34307752	0.8763906056860321
chr5	77041835	77043006	0.5287135740018898
chr5	77043023	77044299	0.6863999460184462
chr5	82138894	82140256	0.6327996022732694
chr5	109340680	109342607	0.6336852617070783
chr5	109342212	109343277	0.6991401307459728
chr5	112360274	112361538	0.97696748734275
chr5	142074661	142077352	0.8079263799433184
chr5	171403003	171404877	0.8258221728828993
chr5	176304241	176305945	0.5512964128322259
chr5	176960609	176963167	0.6839067130141184
chr6	5834887	5836699	0.8151214114877562
chr6	15189276	15190590	0.5973322194611362
chr6	27484096	27486429	0.8201712709427819
chr6	30221504	30222724	1.0
chr6	31243861	31245322	0.697428139183056
chr6	31853278	31855379	1.0
chr6	32594194	32595303	0.816201420411172
chr6	32595338	32596780	0.6604937949666271
chr6	34397024	34398158	0.5045412985927727
chr6	51981374	51982814	1.0
chr6	55909336	55910996	0.9246883207775024
chr6	63228026	63229030	0.9206012523031805
chr6	76743673	76745513	0.9728260869565217
chr6	88946683	88948173	0.7506349650805428
chr6	113931612	113932802	0.9966386536590192
chr6	122847781	122850317	0.7875251880522525
chr6	133664334	133666203	0.7903984536502109
chr6	150506947	150508235	0.998348058195588
chr6	158238422	158239462	0.8379794630415949
chr6	158239477	158241596	0.6512694744901224
chr6_GL000250v2_alt	1479556	1480776	nan
chr6_GL000250v2_alt	3186595	3187995	nan
chr6_GL000251v2_alt	1701264	1702484	nan
chr6_GL000251v2_alt	3330517	3332795	nan
chr6_GL000252v2_alt	1477377	1478597	nan
chr6_GL000252v2_alt	3101056	3103157	0.0
chr6_GL000252v2_alt	3891444	3892733	nan
chr6_GL000253v2_alt	1532144	1533364	1.0
chr6_GL000253v2_alt	3158330	3160595	nan
chr6_GL000253v2_alt	4065842	4067131	nan
chr6_GL000254v2_alt	3196173	3197449	nan
chr6_GL000255v2_alt	1476603	1477823	nan
chr6_GL000255v2_alt	3109112	3110463	nan
chr6_GL000256v2_alt	1520383	1521603	nan
chr6_GL000256v2_alt	3155402	3156606	nan
chr7	1037298	1039181	0.4288174602799787
chr7	1069389	1070462	0.7721059748977561
chr7	2267300	2269533	0.7089656819997681
chr7	25018891	25020235	0.8162872578905916
chr7	55220078	55221168	0.5629637588154186
chr7	64808587	64810475	0.7221880094450326
chr7	64855550	64857670	0.5517128839467963
chr7	67888314	67889332	1.0
chr7	67889915	67890933	0.9017681728880157
chr7	73283288	73285309	0.9987936071909959
chr7	73835190	73837301	0.7915004705801821
chr7	77509294	77510598	0.5647837369390243
chr7	100741297	100742900	0.643075997630755
chr8	148855	150583	1.0
chr8	9153427	9154908	0.9474602512295869
chr8	9656617	9658434	0.515793187436352
chr8	54125107	54126461	0.7898158890193815
chr8	61752869	61754059	0.7114078940030423
chr8	64685151	64686184	0.5513428120063191
chr8	64685737	64687147	0.7134670487106017
chr8	65616139	65617630	0.8944056567371811
chr8	67310126	67311232	0.9045503649314963
chr8	67311246	67312256	0.7752749804222938
chr8	94590259	94591388	0.7048155881325897
chr8	127316639	127317904	0.638961422773218
chr8	128824980	128827120	nan
chr8_KI270810v1_alt	273655	275795	nan
chr9	6806927	6808710	0.8353005662312649
chr9	15405803	15407747	0.75901186983394
chr9	36614434	36616008	0.8565101676550724
chr9	38242603	38243611	0.6357994058598129
chr9	38324002	38325986	0.7183491423305485
chr9	72839588	72842350	0.7577823705747219
chr9	76063349	76064846	0.8933425254637031
chr9	81709537	81711924	0.8634341449587742
chr9	88625520	88627046	0.9153032801254393
chr9	107256074	107258547	0.5947874858529678
chr9	107775334	107776362	0.8886025935267481
chr9	111639904	111641523	0.5523577676386974
chr9	111641316	111642603	0.5395109692380737
chr9	112513755	112514759	0.6489675867874011
chr9	112514363	112515904	0.6074081269064383
chr9	120495108	120496325	0.1031390134529148
chr9	125622831	125624290	0.5056779263262263
chr9	125624220	125625266	0.8908998988429953
chr9	134114777	134119036	0.6317808546652578
chrX	24708382	24710043	0.807409120872794
chrX	30601530	30602722	0.7701149425287356
chrX	30602732	30603899	0.7433735566100171
chrX	42473407	42475033	0.9727929678057099
chrX	52826183	52827780	0.877543155559318
chrX	54215183	54216285	0.8599492116221066
chrX	63188611	63190309	0.701207009596156
chrX	72680889	72681912	0.01800327332242226
chrX	72681913	72682944	0.9450122316678365
chrX	76217147	76219199	0.8642418014465786
chrX	115346495	115348243	0.7448320401885404
chrX	149420103	149421792	0.9588517290455054
