#'chr'	'start'	'end'	'mm10_PE75_10kb_accuracy.bw'
chr1	167834330	167839655	0.7023996065480048
chr1	175843046	175848332	0.9945646087824734
chr1	179690595	179693248	0.959698561313599
chr1	179718228	179719666	1.0
chr1	183539853	183545178	0.9983952213341082
chr1	185564240	185569577	0.8811154676908765
chr1	185621827	185627152	0.8803740133701915
chr1	186870136	186875461	0.9887843745079399
chr1	188608955	188614313	0.9519191680336319
chr1	188924027	188929385	0.959227221866026
chr10	4191592	4196918	0.9974011720860761
chr10	5580796	5586082	0.9772528559251397
chr10	7424030	7429318	0.9792653445381335
chr10	11219024	11224310	0.996481144175672
chr10	18264404	18266924	0.9989010952767872
chr10	19730152	19735522	0.9986343898808712
chr10	22533898	22539259	0.986153485097395
chr10	25623593	25628918	0.9989325442784269
chr10	29924773	29930063	0.9846057222528036
chr10	31980504	31985862	0.9928498377146762
chr10	36942927	36948296	0.9940309969489414
chr10	47068736	47074022	0.9990686581886226
chr10	50290617	50295942	0.9972140464424527
chr10	51437130	51442460	0.9643704410341846
chr10	52053019	52058305	0.9263158986120119
chr10	52206256	52211592	0.8710454531918759
chr10	53570238	53575563	0.9822772546553276
chr10	55139934	55140959	1.0
chr10	59851016	59856302	0.9799432546588177
chr10	60547105	60552430	0.9660724225738239
chr10	62734810	62735867	1.0
chr10	71013350	71018675	0.9960986355845438
chr10	72210358	72211587	1.0
chr10	79207627	79212067	0.9976958519852106
chr10	82121367	82122850	1.0
chr10	82346340	82348080	1.0
chr10	83769565	83770948	0.9677370951301536
chr10	83771391	83774579	0.96586505375064
chr10	84174998	84180323	0.9443242057276444
chr10	85753206	85755592	0.998729149383951
chr10	85756020	85758359	0.9618045758753815
chr10	85863490	85868839	0.9623791977073334
chr10	86581763	86584548	1.0
chr10	86584546	86586952	1.0
chr10	89698187	89700676	0.9997823741264542
chr10	102252184	102253338	1.0
chr10	103548903	103550508	1.0
chr10	104995943	105001301	0.999956930015193
chr10	107130124	107135454	0.9489789479892652
chr10	109942083	109947408	0.9062065500272831
chr10	110105332	110110657	0.9203126810414131
chr10	113511940	113516861	0.9982553796781755
chr10	118018295	118023646	0.9213539956070496
chr10	118355363	118357402	0.9810898931079332
chr10	118938161	118943486	0.9795414059039013
chr11	6382612	6385050	0.9935994060729937
chr11	6385242	6386379	0.9943320693525182
chr11	7586034	7591357	0.9552261537230154
chr11	8076977	8082302	0.9628573958953602
chr11	9808202	9813522	0.9965538902390272
chr11	16567893	16572390	1.0
chr11	20257816	20259037	1.0
chr11	22396040	22401326	0.997729854627942
chr11	23547019	23552344	0.9918553045657879
chr11	25796405	25801485	0.9596201914149945
chr11	26030895	26032254	0.9697324455968591
chr11	26032247	26033257	0.9518317627434684
chr11	29106177	29111261	0.9841680953954731
chr11	29586480	29591767	0.9720245725000343
chr11	33062798	33068123	0.9998693611252476
chr11	40626140	40631465	0.9979655673246428
chr11	45652201	45653366	1.0
chr11	45653359	45654976	0.9914403831656509
chr11	46496479	46497925	1.0
chr11	46497917	46500383	0.9915855636658556
chr11	53975283	53976596	1.0
chr11	60651884	60657186	1.0
chr11	67866840	67872126	0.9978880750319234
chr11	70156341	70161663	1.0
chr11	71506364	71511650	0.9354260040872078
chr11	71875729	71881015	0.9427111327211415
chr11	72327030	72332347	0.9335772833789182
chr11	76828617	76833954	0.812318658089401
chr11	76862837	76868174	0.8321663069439131
chr11	83050875	83056161	0.6423908403165134
chr11	83071609	83076941	0.7345559853901116
chr11	92586018	92591337	0.998690686478974
chr11	94623538	94628824	0.9738610986052162
chr11	99822571	99824804	0.999928347476117
chr11	99833141	99836209	0.990930031921904
chr11	104239629	104241880	0.9970383376134655
chr11	105428672	105433997	0.9573393809179744
chr11	105848504	105853862	0.972272017936736
chr11	114456807	114462094	0.9955139201643879
chr11	119699564	119704883	0.998009353724833
chr12	3552609	3553832	1.0
chr12	8609867	8611811	1.0
chr12	8612662	8615961	1.0
chr12	9504159	9509445	0.9871496776717205
chr12	11506827	11512186	0.9888631273815272
chr12	17866796	17870626	0.9523809523809523
chr12	17875560	17877094	1.0
chr12	18196693	18202003	0.9916422287390029
chr12	19697984	19699353	0.9671292923243922
chr12	19699351	19701170	0.7640992105595763
chr12	19895238	19900557	0.48316447420796627
chr12	19932350	19937680	0.8198198198198198
chr12	21735999	21741315	1.0
chr12	22348444	22353759	1.0
chr12	23034443	23039792	1.0
chr12	23507442	23512757	0.6369426751592356
chr12	33229280	33234566	0.986297522062972
chr12	34128657	34131406	0.9536527172788007
chr12	34623519	34628299	0.9823622252901228
chr12	37065196	37070519	0.9998926492465655
chr12	40952279	40953857	1.0
chr12	44676988	44682271	0.9767236352633858
chr12	45451358	45456684	0.9692190536241534
chr12	47384630	47389955	0.9321906948774056
chr12	47526535	47531810	0.8861141243994525
chr12	50581466	50586787	0.9994191117941762
chr12	54365796	54368765	1.0
chr12	56104794	56110119	0.9988106427618035
chr12	59298468	59303793	0.9923967516366305
chr12	64147469	64152755	1.0
chr12	66062719	66063908	1.0
chr12	67260786	67266072	0.9861867759338708
chr12	71077643	71082968	0.9847914326806584
chr12	71963585	71965242	0.9636480679840084
chr12	71965218	71967155	0.9665229727942487
chr12	72558099	72563422	0.9730903839622218
chr12	73074724	73080049	0.9565416450591749
chr12	76756209	76761534	0.9990704041120538
chr12	79123816	79129083	0.9984991927968045
chr12	83625486	83630811	0.9934272232413851
chr12	85282556	85284095	0.9530884040649097
chr12	98461927	98467285	0.9872093911979037
chr12	100459328	100464614	1.0
chr12	109150723	109152987	1.0
chr12	115580201	115585525	0.9974087893864013
chr12	117798555	117803841	0.9971587543914183
chr13	3021631	3026956	0.9923218673218673
chr13	6711991	6716168	0.9133257971416624
chr13	6940809	6946095	0.9423521966305286
chr13	7068980	7074304	0.8711313755775555
chr13	10175397	10180614	0.9879993454167412
chr13	10974863	10979370	0.9885158565797164
chr13	12653675	12658999	0.9917979002624672
chr13	15059500	15060766	1.0
chr13	16368557	16371564	0.9921479552617531
chr13	16371560	16372987	0.9939032921694172
chr13	17932579	17937865	0.8971311560396078
chr13	18639859	18645156	0.9293642612545135
chr13	23419669	23421096	1.0
chr13	24131548	24132760	1.0
chr13	27699519	27702840	0.9919344469999125
chr13	28621182	28623005	0.9815251266178167
chr13	30315180	30320466	0.9957434857293056
chr13	32889653	32895023	0.9910348451670322
chr13	33587580	33592244	0.9964294594107116
chr13	34749976	34755346	0.9465105889644297
chr13	35046979	35052265	0.9465961431013402
chr13	46261498	46263031	1.0
chr13	46264217	46265550	1.0
chr13	49694289	49699575	0.9486244501510083
chr13	49981526	49986813	0.9789086039504519
chr13	51055737	51061157	0.9433361931260661
chr13	51625576	51628219	0.9976892183551362
chr13	58429195	58434481	0.9965947825169861
chr13	61216091	61217657	1.0
chr13	61444193	61445301	1.0
chr13	61851227	61854403	0.9085652400324267
chr13	62085011	62090338	0.8715253668225722
chr13	62727115	62732473	0.9372939110379298
chr13	65677925	65683239	1.0
chr13	71086161	71091486	0.9565165508520995
chr13	76077829	76083169	0.9960884396873769
chr13	77696300	77701607	0.9864434710729587
chr13	78374280	78375346	0.9495778622815131
chr13	78375345	78378314	0.9803841696238429
chr13	81720008	81725017	0.9791614301677244
chr13	87477174	87482490	0.9889753205502192
chr13	94042502	94047769	0.9894889296855242
chr13	94215219	94220516	0.9482024838563363
chr13	94552248	94557573	0.9460539477531899
chr13	97037376	97042701	0.9712672695702913
chr13	97716756	97722083	0.6293485356312611
chr13	97727134	97732459	0.6115634296085913
chr13	99709867	99715192	0.9982860099541749
chr13	102607467	102612824	0.5093663102970297
chr13	102614922	102620247	0.6663642928633892
chr13	105709929	105715254	0.9990781058727856
chr13	114040479	114045805	0.999123796210717
chr13	117037791	117039868	0.9953229287293994
chr13	119865397	119870683	0.7679628893210805
chr13	119931037	119935584	0.7181427229442859
chr13	120133936	120138484	0.7963340122199593
chr14	4971467	4976792	1.0
chr14	8068186	8073509	0.9975025139646873
chr14	14074375	14077426	0.9949907228931838
chr14	14144218	14149504	0.9855802649721007
chr14	25728320	25733607	0.9966407939145302
chr14	30780141	30781893	1.0
chr14	33221351	33222711	1.0
chr14	33222688	33224481	0.9924707051036216
chr14	35717234	35720713	1.0
chr14	42614725	42618292	1.0
chr14	42623055	42624803	0.9933035714285714
chr14	43102966	43108291	0.9206768905341088
chr14	43845420	43850761	1.0
chr14	45748923	45754244	0.7411129031686394
chr14	50209541	50211896	1.0
chr14	53066254	53071618	1.0
chr14	56986681	56991141	0.9852266116259879
chr14	57008972	57011726	0.8583733797419651
chr14	57011774	57013515	1.0
chr14	57417436	57419173	0.9964835936129608
chr14	59302546	59307837	1.0
chr14	60820894	60826219	0.9788009070884891
chr14	64505285	64510571	0.974005637196928
chr14	65129336	65134622	0.8884995897024633
chr14	65279229	65284554	0.8668006045605655
chr14	78485482	78486767	0.9855449784126727
chr14	79145872	79151197	0.9966880099874147
chr14	86872849	86875409	1.0
chr14	89288470	89293845	0.9979328177696051
chr14	96048544	96053869	0.9960130051827767
chr14	101077013	101082338	0.9888027900373432
chr14	101810171	101815490	0.9684183039058306
chr14	102635516	102639992	0.9624054943801464
chr14	103735279	103740604	0.9803745506067231
chr14	105943738	105949063	0.6842213092611429
chr14	105961206	105966492	0.6408902663815176
chr14	106250147	106251824	1.0
chr14	107152783	107158069	0.9790947668668767
chr14	110102305	110107599	0.9859140533918044
chr14	110183687	110185055	0.92015380468982
chr14	112284509	112287483	1.0
chr14	112289371	112291770	0.979343237480356
chr15	5682242	5687601	0.996753125454112
chr15	14433150	14438475	0.9976185632983284
chr15	16949402	16954645	0.9985695185380289
chr15	19057823	19063148	0.9921153610972732
chr15	21775949	21777234	0.9973540849722777
chr15	24310795	24316089	0.9896558613136754
chr15	24940027	24942320	1.0
chr15	24942897	24944405	0.9998134946949602
chr15	31010419	31015744	0.9994835680751174
chr15	35787004	35788552	1.0
chr15	41890876	41896201	0.9984689009817023
chr15	49927339	49930555	0.9972903364666955
chr15	49930554	49932043	1.0
chr15	64592388	64597706	0.9385417490222482
chr15	65116246	65121532	0.9722343847871594
chr15	75008029	75010940	0.9806767433871522
chr15	75056262	75059552	0.95385236595177
chr15	75080390	75083354	0.9488324309006716
chr15	75123497	75126458	0.9636771088917084
chr15	75145378	75147076	0.9632584788914423
chr15	75147079	75148446	0.9207602209619584
chr15	75175750	75177688	0.9377848531193531
chr15	75201420	75202492	0.9827112001714422
chr15	75203300	75204632	1.0
chr15	75260533	75261714	1.0
chr15	75319930	75321753	0.9972257291100147
chr15	75381304	75384629	0.9952947376365948
chr15	75402010	75405116	0.9938694454360146
chr15	76965596	76970882	0.92781358066491
chr15	77431021	77436349	0.9741842312440553
chr15	79700265	79705551	0.9966291757952387
chr15	81145961	81151258	0.9914392650363714
chr15	84747065	84752351	0.9696216680256041
chr15	85099923	85101720	1.0
chr15	85101917	85103485	1.0
chr15	85190816	85195388	0.9826787205923052
chr15	95306546	95311900	0.9977717782117824
chr15	96553643	96558968	0.9707725724306974
chr15	97473412	97477730	0.9934545322224297
chr15	100559602	100564888	0.9957397739137612
chr15	102597282	102602568	0.9833133753799282
chr16	3249818	3251676	0.9575126015149965
chr16	3468653	3473964	0.9410693341227291
chr16	3764738	3770024	0.950843907895523
chr16	8474537	8475607	1.0
chr16	9868342	9870639	0.987348513209825
chr16	9870622	9872108	0.9940107657322171
chr16	10261742	10264195	0.9971443543471077
chr16	10265192	10267371	1.0
chr16	11333846	11339132	0.985866461159197
chr16	13088230	13093495	0.8446965749673581
chr16	13134136	13139422	0.8396332074059621
chr16	13908793	13914164	0.9428595894653912
chr16	14570392	14575671	0.8993181560916866
chr16	14749208	14754533	0.9375572496281858
chr16	14764299	14767298	1.0
chr16	14887998	14889189	1.0
chr16	19270014	19271104	0.9927725704438096
chr16	19940266	19945552	0.9978559737939795
chr16	31819382	31824665	0.9884264801524703
chr16	41352672	41355100	0.9962414089347078
chr16	41355099	41356382	1.0
chr16	44710229	44715554	0.9966666666666667
chr16	46976219	46981544	0.9949754709946482
chr16	50099122	50101359	1.0
chr16	54298992	54304322	0.9998382096308822
chr16	56042596	56047913	0.9281695249823989
chr16	56288120	56293406	0.9344739985655439
chr16	57201598	57206923	0.9620959371128721
chr16	57805718	57811076	0.9768893718266042
chr16	63196811	63202136	0.9940267667748
chr16	72725057	72730382	0.999192488070385
chr16	78566212	78571537	0.9934729447611061
chr16	83950932	83956257	0.9783437642526398
chr17	8331737	8337022	0.996272754319569
chr17	9730751	9731798	0.9966570948461407
chr17	9731787	9733982	0.9934916615757693
chr17	18402046	18407404	1.0
chr17	20702789	20707561	0.984877057279845
chr17	21372349	21374635	0.9849144543187944
chr17	21389636	21391080	0.9765049139878756
chr17	21692990	21694085	1.0
chr17	23285624	23286720	0.9958526479066724
chr17	23504906	23510225	0.9429269888320797
chr17	23686585	23691910	0.9221721484067854
chr17	27282078	27287435	0.9967371959659878
chr17	33867635	33872993	0.996787267694741
chr17	36474722	36480047	0.800045671597333
chr17	36520948	36526222	0.8561409912554206
chr17	37439493	37440702	0.9157705815790901
chr17	37440703	37444504	0.9296059198863755
chr17	37877218	37882504	0.9556645936601503
chr17	41306034	41311320	0.9602062657977251
chr17	41658413	41663738	0.9461005920428408
chr17	48072715	48076013	0.9829766956322333
chr17	53365577	53366580	0.7416513101053855
chr17	53366581	53368146	0.76245738743922
chr17	53372025	53374161	0.9040164193831199
chr17	53748174	53753532	0.939079669207482
chr17	61206076	61211402	0.9999133424789352
chr17	66305206	66310531	0.9753166082879188
chr17	67535516	67540841	1.0
chr17	83140738	83146063	0.9986302134240737
chr17	84795978	84797190	0.994990598447252
chr17	84797200	84798802	0.9698518069644695
chr17	84799240	84800887	1.0
chr17	85229499	85234790	0.99995274995275
chr17	86104990	86106445	1.0
chr17	93017599	93022924	0.9938634923478248
chr18	3053745	3059103	0.9986098239110288
chr18	3457185	3460743	0.9768600311494411
chr18	4658669	4663955	0.9914724771335095
chr18	19346398	19351759	0.9987297911002778
chr18	24553687	24555143	0.9992302948875087
chr18	24555138	24558272	0.9645971917162751
chr18	33698042	33703367	0.9974354068514263
chr18	37388643	37393929	0.9912906481959486
chr18	39794158	39795368	1.0
chr18	41960249	41965621	0.9913959796356767
chr18	45507447	45512773	0.9988943142659047
chr18	53833911	53839236	0.9980704628897876
chr18	55430303	55435628	0.9969953028361003
chr18	58993456	58998781	1.0
chr18	71267578	71272864	0.997205975287528
chr18	74746210	74749908	0.5653614130388923
chr18	74750526	74753688	0.5006337508822017
chr18	74751689	74755851	0.643472130378302
chr18	74756344	74757936	0.6529948102619181
chr18	76178486	76183772	0.950613748833306
chr18	76580297	76585620	0.9355563828480921
chr18	77264915	77270200	0.9905506023395253
chr18	78422712	78427998	1.0
chr18	80512105	80517391	0.9750592070700795
chr18	81300359	81305684	0.9920229374522894
chr18	89983806	89989164	1.0
chr19	3161862	3167147	0.9969157992609289
chr19	9456432	9457540	1.0
chr19	9465532	9467210	0.9981836400952754
chr19	9785884	9791215	0.9995470608270992
chr19	12222354	12225650	0.9980614384979878
chr19	13039004	13042033	1.0
chr19	13050771	13053113	0.9987861812114716
chr19	17018463	17020079	0.9978745278745594
chr19	19871045	19876323	0.997142402477091
chr19	31088552	31090361	0.9983918805225176
chr19	31091083	31094205	0.9975295439314796
chr19	32203795	32209080	0.99770437080903
chr19	34155354	34160679	0.9942670816323007
chr19	39678678	39683964	0.9625944707858126
chr19	40020851	40026137	0.9083030801174815
chr19	44165757	44171043	0.8442913583066488
chr19	44218999	44224335	0.8547387971156004
chr19	45090704	45095990	0.9805790758746346
chr19	47596850	47602136	0.9981949458483754
chr19	52303714	52309051	0.9955239065894702
chr19	57514728	57520014	0.996856722198469
chr19	61169396	61174750	0.9858836948112486
chr1_GL456210_random	1453	3714	1.0
chr1_GL456210_random	116178	117943	0.7184231697506034
chr1_GL456211_random	37748	39889	0.8194888940634438
chr1_GL456211_random	168294	170059	0.9166666666666666
chr1_GL456211_random	185438	190763	0.9838344803374445
chr1_GL456221_random	37314	39455	1.0
chr2	3933355	3938680	0.9986342309226452
chr2	6197981	6199719	0.9918128859736154
chr2	10178631	10182902	0.9998243970966987
chr2	15210593	15212344	1.0
chr2	16320879	16326165	0.9980717331941092
chr2	18241360	18243389	0.9926203545118683
chr2	20039185	20044510	0.9175265087208277
chr2	20427444	20432769	0.9535731552912036
chr2	25800082	25802550	0.9876297077154997
chr2	25802534	25804792	0.9900354285278186
chr2	29113500	29115033	0.9993849684814184
chr2	29115203	29118562	1.0
chr2	34929815	34935140	0.9987655771730092
chr2	36346709	36348885	0.9155405405405406
chr2	37041993	37043083	0.9944579820020483
chr2	39755477	39756915	1.0
chr2	41064122	41069492	0.9875232852149054
chr2	49441742	49443655	1.0
chr2	49444127	49445721	0.999491151483026
chr2	57167049	57172374	0.9986103283071742
chr2	68918244	68923530	0.9989910468521147
chr2	71065429	71070754	0.997853783934329
chr2	72458469	72460175	0.9991063428442196
chr2	74396953	74399249	0.9730882822221164
chr2	74399238	74402094	0.9885235979777425
chr2	77224497	77229783	0.9925575166816654
chr2	82722597	82727960	0.9405957817608978
chr2	83185803	83191089	0.953456034654375
chr2	83866350	83871675	0.8850436552859949
chr2	83947949	83953274	0.8358456341627286
chr2	86612532	86617948	1.0
chr2	89885114	89886140	1.0
chr2	99051472	99056830	1.0
chr2	111282102	111287472	0.9702637790079668
chr2	112320381	112325706	0.8239006506445262
chr2	112417302	112422586	0.8693654297609207
chr2	112701898	112707215	0.8903805079463731
chr2	113096282	113101640	0.848259011014445
chr2	113519085	113524371	0.924152927713506
chr2	114181478	114186847	0.9555008966710941
chr2	123288498	123293833	0.9935529623505325
chr2	125995397	126000694	0.994953722476239
chr2	128481100	128486425	0.9990610329198165
chr2	131921079	131926364	0.9898860165840517
chr2	132886221	132891579	0.9816743996307485
chr2	140346498	140351856	0.9975873535573367
chr2	142464751	142470037	0.6502439079977462
chr2	142477502	142482827	0.6756799704032325
chr2	142789648	142794973	0.8912437891176609
chr2	150729059	150734385	1.0
chr2	152263854	152269181	0.9968913121095446
chr2	156184705	156185747	1.0
chr2	158286769	158292094	0.9876186781534007
chr2	158661293	158662501	0.9888251916264856
chr2	163519742	163525067	0.9725902328916559
chr2	163843415	163848740	0.9129454245589709
chr2	167521016	167522124	0.9774805219164824
chr2	167523303	167524776	1.0
chr2	171926375	171931661	0.9956466946757927
chr2	182004543	182007574	1.0
chr3	3280725	3282680	0.9906223222727666
chr3	3284357	3285406	0.9941440880355435
chr3	6910424	6915746	0.9786807728288549
chr3	9311035	9316405	0.9971291157564416
chr3	12248839	12254112	0.993326208859586
chr3	13102296	13104009	1.0
chr3	14937381	14938898	1.0
chr3	15367130	15368268	0.9915157359899934
chr3	15368268	15370000	0.8244048096239567
chr3	15491227	15492357	0.9706827588828213
chr3	15492357	15494092	1.0
chr3	15790407	15791726	0.9111883448435295
chr3	15791726	15793462	1.0
chr3	24399689	24404986	0.9864059100404019
chr3	28884178	28889503	0.9986732931279423
chr3	30564673	30565705	1.0
chr3	31651607	31656973	1.0
chr3	33942866	33948191	0.9807325595981079
chr3	35426569	35431855	0.9251924314780349
chr3	35707517	35712847	0.9344981958002803
chr3	39547084	39552408	0.946361839908188
chr3	39877616	39882986	0.9367114872461813
chr3	43657825	43658859	1.0
chr3	50348083	50349423	1.0
chr3	57372543	57377838	0.9945206569206951
chr3	60968851	60974170	0.9958074827193317
chr3	62357517	62362875	0.8190862978534038
chr3	62364378	62365623	0.490439279682665
chr3	62365604	62367062	0.592560700591863
chr3	66451135	66456531	0.9394801009187526
chr3	66855824	66861110	0.9605306762211079
chr3	69848878	69854164	0.9576777365738207
chr3	70837118	70839272	1.0
chr3	70839270	70842053	0.991995569875151
chr3	73252215	73257501	0.9933714978044519
chr3	75715544	75718493	0.997412139741232
chr3	76887043	76892359	0.9968777422684649
chr3	79046853	79052212	0.9839067198654888
chr3	82283982	82286101	1.0
chr3	82286095	82288162	1.0
chr3	84892568	84894050	0.9918680803978491
chr3	86493101	86498431	1.0
chr3	93991780	93996352	1.0
chr3	95364073	95369444	0.9622071329674182
chr3	96200863	96206188	0.9872833956687104
chr3	97245649	97250935	0.9991228983702644
chr3	106587483	106589182	0.9769199582813346
chr3	106592673	106595143	0.9998115356151874
chr3	112914384	112919743	0.965394926606124
chr3	113641012	113646365	1.0
chr3	115021177	115026463	0.9644638684677257
chr3	119832172	119837525	0.9957558400114741
chr3	126159685	126165043	0.9991601343451262
chr3	131929172	131934497	0.9874937271736037
chr3	134007934	134013253	0.9980032435548924
chr3	140761150	140766436	1.0
chr3	147556515	147561840	0.9944363155275443
chr3	148711143	148716468	0.9952318784328693
chr3	152536278	152541603	0.9988732405111823
chr4	3374479	3379765	1.0
chr4	8488865	8494151	0.9983287423884264
chr4	16879310	16884595	0.9971617732052546
chr4	20939307	20944632	0.9989726512197038
chr4	26184826	26190184	0.9979523205872217
chr4	26412409	26415004	1.0
chr4	34513357	34518643	0.9793473559259421
chr4	35072167	35077171	0.966239748367672
chr4	39648089	39653375	0.9932624943726359
chr4	40461133	40466481	0.9883849680787179
chr4	41957924	41963281	nan
chr4	42310138	42315495	nan
chr4	42531014	42536371	nan
chr4	45290605	45295948	0.9582686618809929
chr4	45665758	45671048	0.9703522626528893
chr4	49493178	49496172	0.999015748031496
chr4	49496605	49498939	1.0
chr4	52379896	52385260	0.9958028109281655
chr4	53329092	53334378	0.9386015864335088
chr4	53608681	53614006	0.9229911369113831
chr4	61877588	61880934	1.0
chr4	61880929	61882225	0.9991027776289869
chr4	70472817	70478142	0.993270453500076
chr4	71783587	71788942	0.9963843928417857
chr4	73843131	73846765	0.7794778208747039
chr4	73847259	73852585	0.7905671073822854
chr4	73853553	73855028	0.8912330138481269
chr4	74435123	74440439	0.9799665513121157
chr4	80227832	80231589	0.9326895552643799
chr4	80231588	80232958	1.0
chr4	80563599	80568957	0.9370358680090205
chr4	83156909	83162267	0.8784518422691393
chr4	83366872	83370943	0.8662429057799227
chr4	83370933	83372051	0.7829137883267377
chr4	83443299	83448623	0.8271962602410793
chr4	85234886	85240223	0.972158271117851
chr4	86755360	86760681	0.9660373912496554
chr4	86893263	86894988	0.8892995989149896
chr4	90317352	90321389	0.9122585345531178
chr4	90393117	90395379	0.8964434056077564
chr4	93627080	93630364	0.998308282604171
chr4	93630354	93631503	0.9989904099976638
chr4	100607946	100613237	0.9857429552564908
chr4	101408286	101413611	0.9621767092646567
chr4	101975534	101980859	0.9727712734236101
chr4	106237315	106239000	1.0
chr4	107507094	107512419	0.8869903065005379
chr4	107645751	107648479	0.9281333007377264
chr4	108413594	108415511	0.999745427753755
chr4	109348572	109353858	0.9927765449429389
chr4	112568907	112574277	0.9287789637261041
chr4	112923866	112929241	0.9209311299767605
chr4	113024099	113029385	0.8216434829263969
chr4	116543036	116548361	0.994587003815342
chr4	118491663	118496982	0.994028605538935
chr4	143475270	143480596	0.9402312820230552
chr4	143481914	143483812	0.9823356093671978
chr4	144006831	144012156	0.9561694366497229
chr4	144051674	144053310	0.8973614895547806
chr4	144094737	144096366	0.835285505124451
chr4	144135276	144137230	0.8569417507774493
chr4	144286313	144288272	0.9652099712215071
chr4	144839341	144840742	0.9964130196912211
chr4	144844530	144848474	0.970068627682058
chr4	147587978	147593314	1.0
chr4	155911864	155915182	0.9934252726106478
chr4	155925652	155927192	0.9955473138140394
chr4_GL456350_random	152654	158012	1.0
chr5	4017162	4018585	1.0
chr5	5349289	5351842	0.9984332149840316
chr5	7525987	7531319	0.9847467322848077
chr5	9900713	9903122	1.0
chr5	17313283	17318596	0.9926015167458009
chr5	18928577	18933947	0.9989731002577794
chr5	20824079	20829403	0.9917844260325197
chr5	22566609	22571897	0.9988875945018387
chr5	27885430	27886561	0.9866846427782566
chr5	27985813	27987247	0.8605299860529986
chr5	27987240	27990780	0.9948211012587036
chr5	29903149	29904711	1.0
chr5	32675751	32680303	0.9883456656509627
chr5	33904746	33907135	0.9444908792376768
chr5	33908842	33911782	0.9769679082899677
chr5	47153343	47158644	0.9880976736290167
chr5	59131982	59133053	1.0
chr5	62272400	62277686	0.9848311686669161
chr5	62773184	62775036	0.9935583696252069
chr5	63848715	63854001	0.9932449738094403
chr5	67038100	67043429	0.9517100829079532
chr5	67270744	67276069	0.9390730801994253
chr5	68738310	68743607	0.9775505063667463
chr5	69368915	69374201	0.950823767637151
chr5	69772304	69777629	0.9482310818282651
chr5	70542912	70548237	0.8053569362608439
chr5	70559677	70561322	0.4790767590544056
chr5	70568476	70569696	0.6860586234292047
chr5	78088629	78090542	0.842822764675588
chr5	78141462	78146819	0.8449802700877301
chr5	78331359	78336684	0.9328434828189617
chr5	82784954	82786828	1.0
chr5	91925327	91928453	0.9751255306214457
chr5	91928450	91930493	1.0
chr5	94371589	94376919	0.7912957467853611
chr5	94847552	94852910	nan
chr5	95170683	95176041	nan
chr5	101469925	101471137	1.0
chr5	103631212	103636499	0.994158804563216
chr5	109065086	109070443	0.9995248362669554
chr5	112187638	112192963	0.994074069278341
chr5	113384468	113389793	0.9896801882730404
chr5	116147667	116152992	0.9978403755868545
chr5	122383903	122389240	0.9801874294784915
chr5	123208348	123213673	0.9304610787245332
chr5	123548118	123553407	0.9062273996857665
chr5	126819940	126825226	0.9937570933992557
