#'chr'	'start'	'end'	'mm10_PE75_10kb_accuracy.bw'
chr1	30853682	30858932	0.48605113034296515
chr1	31075121	31080968	0.5773277384169558
chr1	31080969	31081982	0.3698918344590883
chr1	31694822	31701487	0.5423840875681306
chr1	32064028	32065946	0.5486399331232057
chr1	32069195	32074586	0.7000025210103239
chr1	32665665	32671065	0.6239317397060602
chr1	32671066	32672085	0.6076377836130085
chr1	32779330	32780538	0.4011926393931275
chr1	32780539	32781551	0.4234413228811247
chr1	33013360	33020202	0.5515187688436309
chr1	33166277	33167885	0.544494141477035
chr1	33407421	33413874	0.5312768597326543
chr1	36951192	36957459	0.9432831563962023
chr1	39057972	39059823	0.7082507301188365
chr1	39721943	39728185	0.835774957501125
chr1	40195102	40200607	0.7710598976468661
chr1	41075732	41076842	0.6531174964732952
chr1	42334670	42340033	0.800246879089409
chr1	42378449	42383230	0.7404491831582601
chr1	44476825	44480455	0.4411957268864408
chr1	44480456	44486748	0.47556847249677464
chr1	44722370	44728851	0.5059001255525711
chr1	44903309	44908333	0.38561837136198684
chr1	44908334	44909351	0.5053963632036217
chr1	44959261	44965535	0.4080372051485279
chr1	45230965	45237200	0.5740416326890397
chr1	45654358	45659476	0.6025746815194643
chr1	46443010	46450058	0.37680491530224336
chr1	46583362	46588593	0.44353297420032667
chr1	46701714	46708239	0.5865845051761788
chr1	46951161	46957368	0.4866911212486923
chr1	47080695	47086821	0.4704702484366398
chr1	47105828	47111272	0.3061272728662172
chr1	47143240	47149694	0.62312029306409
chr1	47587692	47592925	0.37958107628014837
chr1	47685610	47689431	0.5165643948623879
chr1	47714841	47721509	0.5490426488345098
chr1	48225215	48231889	0.4383457486146867
chr1	48264040	48265344	0.4522996150825653
chr1	48284256	48287349	0.31280062831107214
chr1	48288454	48290987	0.9705983919914749
chr1	48363312	48368869	0.6578719165862947
chr1	48545549	48552244	0.5409773041178156
chr1	48689311	48695522	0.42830351329417043
chr1	48709079	48715359	0.4840083212787776
chr1	48814982	48820429	0.676619801665343
chr1	48921817	48928252	0.5108841370684017
chr1	49583119	49584236	0.5388698226763077
chr1	50329972	50335398	0.5894841572654179
chr1	50415164	50421370	0.7048816743720704
chr1	50460933	50461947	0.6322027012206158
chr1	51711244	51717666	0.727898940267856
chr1	52399921	52405877	0.6998341978131334
chr1	52939510	52945396	0.5370986827331581
chr1	52976157	52981327	0.6668374075419207
chr1	52981496	52982980	0.7655519110963523
chr1	54026189	54031419	0.5993180963675497
chr1	54244192	54249101	0.5598254841064625
chr1	54387179	54392707	0.5952887659693367
chr1	55366505	55368953	0.5347126262883345
chr1	55470395	55472161	0.38280178641948936
chr1	55476267	55482728	0.5604008267442864
chr1	56380333	56385760	0.648309529319434
chr1	56458635	56464845	0.6330525609796337
chr1	56714375	56720186	0.6647756598491823
chr1	61491790	61499623	0.5194552251697081
chr1	61514242	61515308	0.6009437928553752
chr1	61514811	61520356	0.461317887908138
chr1	61521356	61522360	0.38819875776397517
chr1	61892772	61894479	0.6634116356760059
chr1	62099945	62105676	0.6705608735074188
chr1	62295396	62301312	0.6405043334786761
chr1	62671359	62677568	0.7990301171130723
chr1	66583467	66585364	0.32690007308312446
chr1	68127785	68129933	0.3963657372823641
chr1	68129934	68130947	0.40720900843197594
chr1	68583019	68589691	0.470768966281571
chr1	68598257	68603866	0.583597767242699
chr1	68624936	68630510	0.47273342790192124
chr1	68903094	68905513	0.5097894986930491
chr1	69231434	69237522	0.605457545856332
chr1	69962764	69969128	0.6140706216431087
chr1	70208715	70214120	0.616084125124594
chr1	70687142	70689717	0.6441989039448859
chr1	71250560	71255769	0.7176334683582821
chr1	71451305	71452460	0.6652699693456873
chr1	71532054	71535072	0.7730305464323571
chr1	73466894	73469227	0.5058949411911766
chr1	73469228	73470239	0.5668614880503344
chr1	73885251	73890879	0.7210261061747223
chr1	73890880	73891893	0.8552936826853738
chr1	75707811	75715492	0.7686494764290868
chr1	76267193	76269224	0.6535921158431376
chr1	76351328	76356711	0.5687608398638703
chr1	76459995	76465425	0.7489179256539517
chr1	76739623	76741789	0.6120385315444661
chr1	78240868	78247263	0.7238740553911293
chr1	79380836	79386314	0.5487595012356118
chr1	79550145	79551792	0.49171143697838243
chr1	79551858	79556361	0.722918654752639
chr1	80135573	80139400	0.5939438729925383
chr1	80983780	80989388	0.6383017379040312
chr1	81419669	81425671	0.5672456977064181
chr1	81498476	81503897	0.5737200203751942
chr1	83511059	83516910	0.5662569012823416
chr1	83819613	83824827	0.6599739951270841
chr1	83824828	83825846	0.5266752635331894
chr1	84373402	84379675	0.6292247997725942
chr1	84571743	84575473	0.4532434110746946
chr1	85047308	85051258	0.7816593886462883
chr1	85057972	85060145	0.6579561940849284
chr1	85515727	85519632	0.8392125744543628
chr1	85520082	85521388	0.667150762605771
chr1	86986686	86987732	0.6469192135630328
chr1	91621776	91622802	0.8335575014062327
chr1	93839153	93845623	0.6635062614714531
chr1	93894105	93895917	0.6710526315789472
chr1	94068628	94069704	0.45981530806389
chr1	94100930	94106377	0.5873106807283568
chr1	94150845	94156501	0.4785645258841762
chr1	94646414	94652330	0.6231760264873666
chr1	94722898	94729739	0.5041629642149522
chr1	95225479	95228665	0.5516399609606668
chr1	96240817	96246131	0.6288684704981813
chr1	96533351	96537873	0.6602325940464303
chr1	96717978	96719107	0.4125320444178856
chr1	96741006	96744519	0.5197357346011877
chr1	97417069	97418743	0.5057089740728676
chr1	97418809	97423534	0.43038170122037267
chr1	97865696	97871075	0.6748524947207056
chr1	98201135	98206525	0.517255192809159
chr1	98366440	98372078	0.3826240615186449
chr1	98385159	98390890	0.4192333932194645
chr1	98873328	98874331	0.5097830540993634
chr1	98883184	98889638	0.4465038531982007
chr1	98895623	98900817	0.5110682736574037
chr1	98968578	98970216	0.49062437474072634
chr1	99295353	99296441	0.3866150428486221
chr1	100746204	100752583	0.7332924208746325
chr1	101245098	101247179	0.3697123818532714
chr1	101302419	101307860	0.5215063859832824
chr1	101758375	101764772	0.434286076045353
chr1	102086179	102092922	0.45209416506308286
chr1	102595151	102599190	0.640005611641391
chr1	103000620	103006101	0.7006292319501908
chr1	103147776	103149443	0.4506313196720302
chr1	103149509	103154418	0.5271122802163217
chr1	103291279	103292369	0.5879279974950563
chr1	103292365	103293793	0.5034646200803983
chr1	103413251	103419883	0.6443149695979126
chr1	104217665	104223091	0.4732510933503539
chr1	104266830	104273061	0.5138476785785661
chr1	104273780	104280137	0.4419732807748129
chr1	105013762	105021027	0.44883658420043493
chr1	105567978	105573406	0.6340794541125461
chr1	105833373	105839619	0.6698474682179895
chr1	106112988	106119665	0.7032634792097064
chr1	106848845	106855498	0.5642542300520799
chr1	107202701	107209561	0.42471197849009934
chr1	107628261	107631602	0.5377619673627039
chr1	107751771	107756601	0.5232300694283673
chr1	107822787	107828917	0.499216953181384
chr1	107920022	107926458	0.47857398208871615
chr1	108321470	108328561	0.4180548614206644
chr1	108405371	108408464	0.3495797578659015
chr1	108517920	108524134	0.48491853441147276
chr1	109034649	109040506	0.4984328923122407
chr1	109343473	109349899	0.6345404841893324
chr1	109502059	109503327	0.82984542945394
chr1	109843575	109845380	0.4085481653913567
chr1	109871540	109877159	0.48781768676820497
chr1	110541861	110548064	0.7015428174585561
chr1	110619105	110624946	0.6578254312561901
chr1	112214106	112220737	0.5389760541306037
chr1	112816199	112822468	0.49785780020784315
chr1	112838120	112844028	0.45830837641885086
chr1	112939665	112941434	0.441559936785981
chr1	113895516	113897049	0.3918478212283471
chr1	114176653	114183955	0.4321759697392233
chr1	114223882	114230344	0.4642306019959222
chr1	114270738	114276817	0.6151529400219864
chr1	114421177	114422367	0.4733543166092464
chr1	114557305	114563416	0.4419883407176809
chr1	114563417	114564428	0.48472027234460435
chr1	114657310	114662732	0.7000634698792921
chr1	114764514	114771171	0.4437789847180362
chr1	114984498	114986465	0.530270112366863
chr1	115302067	115308344	0.7676347891996765
chr1	115447239	115453089	0.4086932418232012
chr1	115456725	115461406	0.5454512776867035
chr1	115799434	115804570	0.6447811296009824
chr1	116356740	116363586	0.506127256167249
chr1	116491810	116494214	0.6056000690615911
chr1	116855479	116862552	0.47412893778526577
chr1	117165694	117167230	0.4678800240702306
chr1	117167222	117171965	0.473919507804378
chr1	117295388	117297085	0.4010381887924271
chr1	117369779	117376630	0.4280234698767703
chr1	117427984	117434440	0.473607917217206
chr1	117479630	117481276	0.5010508819961895
chr1	117481342	117486504	0.48240680414091947
chr1	117587324	117588541	0.6642700910764144
chr1	117588400	117591524	0.5708257951157749
chr1	117593781	117595012	0.9439753586930245
chr1	117683636	117684874	0.33604336043360433
chr1	117719527	117725693	0.5471198331629762
chr1	117857712	117862668	0.8514164469961778
chr1	118102402	118104771	0.7516595157403491
chr1	118122117	118128852	0.4347004218200065
chr1	118215999	118217822	0.8026051657322975
chr1	119744320	119749806	0.7340360455118647
chr1	120993990	120999444	0.7186000379923544
chr1	121035655	121040924	0.6623649242404649
chr1	121663853	121669062	0.5466834945958587
chr1	121669408	121670779	0.8002164777364829
chr1	121737884	121743231	0.555059971398167
chr1	121821211	121822295	0.622705056053686
chr1	122086420	122092064	0.5843779071034709
chr1	122652026	122658219	0.6479642853422348
chr1	123015014	123016442	0.6184665088226148
chr1	123016419	123017449	0.815365032258543
chr1	123514400	123515685	0.7225773469019493
chr1	123857042	123862477	0.5662612771715139
chr1	124141344	124146745	0.662938829454396
chr1	124199587	124201167	0.5128537931679925
chr1	124965970	124972396	0.6009602416157098
chr1	125113720	125114864	0.586038779858109
chr1	125132248	125134713	0.6560010045550349
chr1	125134710	125140169	0.3523690169881504
chr1	125141199	125143835	0.3189900582981309
chr1	125510836	125512594	0.6695958493241406
chr1	126663693	126670162	0.7366991164811446
chr1	126767506	126773903	0.6063328243743286
chr1	126792206	126797338	0.59730383341002
chr1	128500888	128503982	0.634425774187755
chr1	128773201	128778688	0.7242147852736723
chr1	128778689	128779700	0.5416840757036068
chr1	129329721	129330991	0.5239684735696147
chr1	129330999	129337404	0.6944620522775742
chr1	129436289	129441924	0.6733419834903187
chr1	130318646	130324936	0.6906495309717745
chr1	130491093	130496719	0.6763142899492258
chr1	131371908	131378081	0.7213864064131643
chr1	131680543	131685994	0.8070204721981057
chr1	137337425	137338840	0.3374983411374446
chr1	137338841	137345503	0.5988153116310222
chr1	137345502	137350571	0.6205827024965165
chr1	138241584	138242875	0.6251655283083203
chr1	138305476	138312353	0.6400346879173809
chr1	138788820	138794659	0.6907198349285001
chr1	139116499	139122778	0.6964131035407022
chr1	139613416	139616986	0.6264666242366334
chr1	139617980	139619862	0.41652720081882194
chr1	139716332	139722200	0.4275588001976079
chr1	139722201	139723213	0.30185129064992955
chr1	139907335	139913004	0.46153846153846156
chr1	140043186	140047786	0.4447841823778369
chr1	140109276	140110724	0.3956040705523788
chr1	140215401	140216961	0.5122307729262572
chr1	140514640	140517320	0.420855925932749
chr1	140642813	140649056	0.49284573704952067
chr1	140923894	140929410	0.45018919654019923
chr1	140959882	140963947	0.7887919316953897
chr1	141191364	141195747	0.4366428769190472
chr1	141247111	141248907	0.7862795112625528
chr1	141698051	141703364	0.5236809357397619
chr1	142029724	142036036	0.6564963903136835
chr1	142667577	142671691	0.6983965803489418
chr1	142790296	142791478	1.0
chr1	142979325	142980597	0.4473616490667721
chr1	143033084	143034603	0.32776303519694094
chr1	143234589	143239831	0.8541209230769111
chr1	143240996	143242763	0.7328137240747623
chr1	143247549	143248568	0.44755122495469685
chr1	143505789	143512223	0.572485318964869
chr1	143711068	143717196	0.5153405195695229
chr1	143862096	143867743	0.4772992771059699
chr1	144320909	144326392	0.527870602993438
chr1	144706895	144708885	0.49880398967158257
chr1	145101055	145105081	0.4619694488059213
chr1	145249029	145255500	0.49683533937582475
chr1	145469919	145476169	0.43804386923455785
chr1	145793863	145799736	0.4260291007784033
chr1	145819117	145825560	0.5192656169259827
chr1	145982034	145983265	0.40816750703644306
chr1	146004346	146010191	0.44024575468808036
chr1	146090474	146093199	0.5000212171974532
chr1	146192665	146193791	0.5399102703345605
chr1	146604094	146610337	0.5621660782538087
chr1	146863359	146869513	0.67363727293704
chr1	147496956	147502360	0.42969289789165277
chr1	147671266	147676686	0.5204366142417138
chr1	148212339	148218558	0.5786350636062211
chr1	148296040	148302353	0.49890115696241516
chr1	148515731	148522362	0.4488709137529066
chr1	148542115	148548323	0.39699219762965693
chr1	148553277	148558482	0.5594657830110138
chr1	148860876	148862479	0.623707972908496
chr1	149183594	149184672	0.5478228192382487
chr1	150232435	150238437	0.6406738177140476
chr1	150238438	150239453	0.5275684099185642
chr1	150273001	150278433	0.5423293109295058
chr1	150278434	150279452	0.5556593748998538
chr1	150852052	150853072	0.7568635527994119
chr1	152242073	152247200	0.9480602586739736
chr1	152462783	152464876	0.8024863930006931
chr1	154012789	154014607	0.6312928442383232
chr1	158331520	158337584	0.7133961689509134
chr1	158337585	158338602	0.6488783655792563
chr1	158642590	158648799	0.6467769527460807
chr1	158879571	158885270	0.6917602506137126
chr1	159021826	159026967	0.8356218492627763
chr1	161932828	161938167	0.6665532026039394
chr1	162063582	162069167	0.5565374743914533
chr1	162114258	162120543	0.6670993230197464
chr1	162489541	162495035	0.6474900513852303
chr1	162800424	162801560	0.5427146809516659
chr1	162801561	162802574	0.44824372780640764
chr1	162819890	162825316	0.6701100478094612
chr1	162825317	162826339	0.614615477461171
chr1	163783835	163789473	0.4487906903957924
chr1	164736573	164743045	0.6391287063424651
chr1	165404625	165409626	0.6466535055418862
chr1	165526615	165532887	0.6216713953222345
chr1	165969858	165971031	0.3420731843483316
chr1	166418505	166424968	0.5911093333434003
chr1	166469178	166470824	0.5426334635527716
chr1	166470890	166475502	0.6197233855896068
chr1	166548319	166553755	0.6320942524135855
chr1	166872326	166874936	0.4020351847241208
chr1	166912462	166917892	0.5694718587842788
chr1	167197701	167202535	0.7581300623414151
chr1	168720349	168725820	0.6936254184806965
chr1	169425898	169431150	0.7814647690882012
chr1	170688790	170689838	0.6995205006754125
chr1	172674641	172677697	0.6454269446198541
chr1	173001091	173002154	0.5748489754780889
chr1	173540331	173545407	0.7668385362043255
chr1	173787288	173793627	0.5371198418833844
chr1	173832943	173838429	0.651594715646184
chr1	174232354	174235480	0.4546984055830894
chr1	174942986	174944208	0.8144254644821886
chr1	174944067	174948445	0.5538748575401642
chr1	175339018	175345503	0.6070605558161865
chr1	175795834	175798470	0.6010160458151234
chr1	175816863	175822079	0.7026773104637243
chr1	176541126	176543083	0.6777347331760973
chr1	176550163	176554634	0.7252039808533361
chr1	177213047	177219469	0.7806943596860484
chr1	177904282	177905308	0.6407355771892019
chr1	177929400	177935793	0.4981103984217641
chr1	178004480	178010909	0.5350056780838685
chr1	179270841	179271859	0.8665280245493343
chr1	184148503	184155277	0.8227823684742867
chr1	184634076	184639352	0.7966480715241562
chr1	185155549	185161017	0.7402809924346553
chr1	186104175	186110565	0.6692143500068366
chr1	186591938	186598142	0.8083305153610193
chr1	187062652	187068313	0.7047802155770516
chr1	187392737	187398968	0.8303689306949027
chr1	190455203	190456244	0.757081615592744
chr1	190614266	190615682	0.7386337555313515
chr1	190615683	190617211	0.8127410213569967
chr1	193070624	193075933	0.7422871511942972
chr1	193470492	193471824	0.6992047244722063
chr10	4911270	4917538	0.6433201139455273
chr10	5089786	5095646	0.6908569659030489
chr10	7328891	7330525	0.48363881444186885
chr10	7330526	7331547	0.5115560575750502
chr10	8312405	8314870	0.5556181987207269
chr10	9729841	9731700	0.630649082791491
chr10	10026737	10028142	0.4985291421084114
chr10	10030887	10032384	0.32388103312863137
chr10	10078979	10085178	0.6536215539573927
chr10	10566939	10573372	0.5668936709270006
chr10	10667119	10672647	0.6488339089093265
chr10	10955792	10961192	0.504224779078116
chr10	10975373	10980815	0.47151285125875914
chr10	11370671	11376903	0.48628482245284305
chr10	11523627	11525047	0.5131909792272138
chr10	11525057	11531554	0.66036077293044
chr10	11580072	11585273	0.4793907148054756
chr10	11635787	11641673	0.4615473612116197
chr10	11856241	11861471	0.41965811138752823
chr10	12385885	12391735	0.4874371002573486
chr10	12392741	12395033	0.3662516773007095
chr10	12997450	13003889	0.7715055656297808
chr10	13606635	13611127	0.7432915467668224
chr10	13893038	13894818	0.9307727275924249
chr10	13894820	13900241	0.7234314197091111
chr10	14709336	14710445	0.5627286635722203
chr10	14710443	14712806	0.5152837439608483
chr10	15063808	15069705	0.4016094216154163
chr10	15124492	15126820	0.44103625651026507
chr10	15192776	15195238	0.13824356795804013
chr10	15197703	15203084	0.46132376524557084
chr10	15346314	15351689	0.5844282014256147
chr10	15517857	15518915	0.44164875003250426
chr10	15574776	15578738	0.377752155736899
chr10	15634815	15640817	0.4575660331867792
chr10	16692111	16697635	0.53599627169953
chr10	16820338	16825968	0.5668050188883471
chr10	17143545	17148783	0.6341220421464919
chr10	19270180	19272499	0.7282388970840589
chr10	19384593	19386314	0.6895762276053775
chr10	19782961	19786472	0.5639426065319727
chr10	19979209	19985628	0.7757818496466891
chr10	20643297	20649456	0.8052410818261282
chr10	22315607	22320142	0.5766751938052845
chr10	22368906	22370732	0.6824945524973776
chr10	22797269	22803714	0.5462935976132424
chr10	22859319	22864560	0.5926121613366321
chr10	22935762	22942190	0.5926914645577442
chr10	23469590	23475982	0.49135727888148134
chr10	23501015	23506473	0.6217733806313984
chr10	23631660	23637076	0.5333858804647312
chr10	25418919	25424501	0.7632224204175295
chr10	25934662	25943802	0.8080531670485885
chr10	27254764	27260190	0.5819118562113554
chr10	27462258	27464163	0.5583670216908292
chr10	27639912	27641531	0.7038980272171157
chr10	27854826	27858825	0.7846610108206469
chr10	28040993	28046207	0.6703326345344376
chr10	28046208	28047221	0.6784102240060653
chr10	28526813	28532211	0.6378469333714512
chr10	28532212	28533221	0.6702534892514156
chr10	28707240	28710749	0.5696517752303725
chr10	28909659	28914039	0.5220371067670047
chr10	29619636	29625096	0.6094509203587809
chr10	29656741	29658072	0.5139117146863873
chr10	29760963	29763127	0.5293712748039011
chr10	29767864	29774108	0.6432272636728532
chr10	30209479	30211484	0.4036499569540904
chr10	30216014	30222102	0.5611786543001739
chr10	30776760	30777766	0.6653590323199808
chr10	31054887	31060518	0.4777825950178231
chr10	31060519	31061531	0.5911956319342488
chr10	31666654	31673175	0.5634235860455797
chr10	31879770	31886108	0.5704954277035778
chr10	31997198	31999566	0.46607230626348706
chr10	32039729	32045988	0.5775533785030699
chr10	32499150	32504728	0.46955542303342995
chr10	32527722	32532145	0.6133225456165979
chr10	32816693	32823646	0.47441866724528003
chr10	32918532	32924795	0.5936822580367591
chr10	32965981	32972704	0.5004481123805185
chr10	33262816	33269027	0.5110821608627274
chr10	33502862	33509333	0.43556856968911706
chr10	33821517	33826951	0.4692938241662198
chr10	33826952	33827963	0.5426283678008588
chr10	35515308	35521932	0.6125290806312175
chr10	35634463	35639750	0.5932345780380494
chr10	35668820	35675168	0.6426915388551987
chr10	35941936	35942958	0.5660070015259685
chr10	36276041	36281493	0.6930078779094018
chr10	36641316	36644793	0.43874712053098175
chr10	36821890	36823319	0.42096071993245204
chr10	37701747	37708606	0.5370291093919691
chr10	37964547	37971073	0.5310797799068088
chr10	38258175	38264578	0.40881559561393027
chr10	38269584	38273054	0.5293106007651199
chr10	38766506	38773322	0.5004816063314654
chr10	38932636	38933658	0.6583985416068908
chr10	38933161	38938715	0.5398199589712694
chr10	38940574	38942149	0.9923212074098133
chr10	41308827	41314686	0.8559535744746829
chr10	45516945	45522362	0.5677141085222195
chr10	45838958	45844410	0.6218520550217695
chr10	46364458	46369960	0.6193710292746476
chr10	46519503	46521179	0.9211895997527106
chr10	46521177	46522929	0.6668653028876814
chr10	46806189	46812502	0.5708496982175332
chr10	46912995	46919347	0.47190553709456656
chr10	47330884	47336210	0.5806994892710404
chr10	47438584	47444139	0.45028532731367976
chr10	47446395	47447477	1.0
chr10	47448137	47449208	1.0
chr10	47756114	47758893	0.7363306600848433
chr10	47799438	47805841	0.5666118426370207
chr10	48056062	48057163	0.5075284415867847
chr10	48231691	48237148	0.4436107817281563
chr10	48382357	48388822	0.5510001941558841
chr10	48648926	48651315	0.4750752326533005
chr10	48651315	48652455	0.6779486529136959
chr10	49082972	49084517	0.2966019114919465
chr10	49225038	49230279	0.7234428422162111
chr10	49503806	49505166	0.3388431800638928
chr10	49823497	49829795	0.4319574416188064
chr10	49835902	49841153	0.47603277318070353
chr10	49841154	49842175	0.692461049521705
chr10	49947489	49949309	0.39713728968258744
chr10	50109117	50114539	0.5276231087575878
chr10	50537450	50543895	0.7203127387145215
chr10	50673095	50679524	0.5300560890554584
chr10	50804907	50806202	0.5228582874688402
chr10	51985036	51991503	0.528308641865852
chr10	52108892	52115269	0.5171881051481977
chr10	52493292	52495100	0.4705736710961941
chr10	52495103	52496950	0.3698341477421716
chr10	52496949	52503150	0.5033476935080976
chr10	52760978	52767200	0.5392560958862305
chr10	53666318	53671366	0.6765517010176577
chr10	53781627	53782961	0.480800218936028
chr10	53783997	53788719	0.9142809635701193
chr10	54483910	54484955	0.5945576415107581
chr10	54613350	54619921	0.6220183866474209
chr10	55483837	55485430	0.4385981369115838
chr10	55497988	55504821	0.5311621895090396
chr10	55574837	55580102	0.5571790634176836
chr10	55841687	55846949	0.5856319434613482
chr10	55894535	55899755	0.6056093138524856
chr10	56031087	56036526	0.5263665708835031
chr10	56250473	56257113	0.4233736568302024
chr10	56267854	56269862	0.4617893387715655
chr10	56287255	56292917	0.3916814422553723
chr10	56292918	56293940	0.40031261120990297
chr10	56576012	56579196	0.4719936844691559
chr10	56894050	56897278	0.5709854550890467
chr10	56952292	56953784	0.47177970121756957
chr10	57023469	57029860	0.5821605668700631
chr10	57100302	57104682	0.522208180035179
chr10	57326937	57333999	0.5345371291239703
chr10	57451035	57455692	0.6218045929969573
chr10	57766639	57772279	0.616744799137352
chr10	58962981	58964883	0.6841026144072837
chr10	63512658	63518077	0.6414163397985713
chr10	63725047	63729430	0.38377242065097716
chr10	63729431	63730445	0.306597543395322
chr10	63741650	63746963	0.48346656086486234
chr10	63746964	63747983	0.6263434157521264
chr10	64202107	64208107	0.693802041431953
chr10	64820467	64821854	0.5731643037393785
chr10	65166270	65172629	0.5320084015549805
chr10	65383219	65389869	0.5255285997824235
chr10	65657001	65663648	0.5205202761496003
chr10	65823653	65830005	0.6193213699789514
chr10	66072635	66078280	0.5179858760509719
chr10	66078281	66079301	0.5416459125777086
chr10	66462440	66469026	0.5957819815766162
chr10	66582212	66588036	0.6199183602337106
chr10	69050333	69056581	0.6545452222625551
chr10	69196625	69202054	0.6288079495421599
chr10	69229456	69236126	0.6687841702319042
chr10	70882211	70886093	0.5131804563192467
chr10	70985372	70986458	0.8467166565399802
chr10	71577900	71584241	0.5774084220621702
chr10	71585182	71591846	0.45947141587565854
chr10	71849598	71855829	0.6318531444991451
chr10	72297365	72298432	0.6427269998061512
chr10	72932569	72938254	0.6942543549845741
chr10	73193227	73195354	0.47771455643879845
chr10	73437521	73443360	0.613193307914541
chr10	74136228	74141482	0.6043845549297997
chr10	74343030	74348244	0.6069560386043377
chr10	74433320	74439528	0.5675971998543697
chr10	74857434	74859548	0.5734874648425302
chr10	75981756	75983220	0.8759107267270323
chr10	78731452	78733202	0.6843138842428884
chr10	78733207	78734793	0.43583083008081286
chr10	78803510	78810357	0.4673538495434874
chr10	78894639	78900081	0.6839838793671993
chr10	78940537	78945964	0.42260018693774726
chr10	78953528	78954658	0.42896145582199097
chr10	79460419	79465438	0.7472562257406079
chr10	79465440	79466459	0.3775385500053428
chr10	82389116	82395564	0.568352998812121
chr10	82528994	82533334	0.5730834353011325
chr10	83716028	83717630	0.8041616062100014
chr10	86234064	86240153	0.6534172901958014
chr10	86604765	86608324	0.8065913715500549
chr10	86796840	86802295	0.7038425183055377
chr10	87064884	87071529	0.5915063631051429
chr10	87632384	87634214	0.5757375706414707
chr10	87990217	87992617	0.6054107192655405
chr10	89199485	89203223	0.6970367483249924
chr10	89949595	89954120	0.5814154606497749
chr10	90215588	90217069	0.5120576298132207
chr10	90217068	90218997	0.5362577942321188
chr10	90248955	90254390	0.6571834608843925
chr10	91688952	91690106	0.8118233182814547
chr10	92803223	92809459	0.8204897069987261
chr10	96505822	96512234	0.6792469390360785
